"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","13,730,665","18,273","2,759,777,870","200.30","201.70","200.30","201.30","+","2.60","201.25","46","201.30","41","0.00",
="0051","元大中型100","83,339","281","6,434,670","77.10","77.30","77.10","77.30","+","0.55","77.20","4","77.30","8","0.00",
="0052","富邦科技","1,321,153","2,089","267,114,568","202.35","202.70","201.85","202.40","+","2.85","202.30","7","202.40","32","0.00",
="0053","元大電子","28,356","111","3,041,401","107.65","107.65","107.15","107.30","+","1.10","100.10","1","107.25","1","0.00",
="0055","元大MSCI金融","181,522","289","5,159,534","28.32","28.50","28.32","28.43","+","0.11","28.42","3","28.43","15","0.00",
="0056","元大高股息","26,577,801","19,966","949,052,378","35.75","35.78","35.63","35.78","+","0.14","35.78","45","35.79","171","0.00",
="0057","富邦摩台","20,369","134","3,031,955","148.85","149.00","148.85","148.90","+","1.75","148.50","20","148.65","15","0.00",
="0061","元大寶滬深","315,185","190","5,959,516","19.13","19.13","18.82","18.82","-","0.22","18.81","18","18.82","101","0.00",
="006203","元大MSCI台灣","5,479","114","510,611","93.45","93.45","93.25","93.45","+","1.35","93.00","3","93.15","1","0.00",
="006204","永豐臺灣加權","7,551","76","889,789","117.60","118.05","117.60","118.05","+","1.40","117.95","1","118.05","2","0.00",
="006205","富邦上証","587,024","207","18,845,957","32.26","32.33","31.96","32.00","-","0.35","31.99","6","32.00","169","0.00",
="006206","元大上證50","748,554","137","22,739,469","30.70","30.70","30.29","30.30","-","0.26","30.29","2","30.30","69","0.00",
="006207","復華滬深","18,994","116","463,852","24.48","24.48","24.36","24.44","-","0.21","24.39","10","24.41","51","0.00",
="006208","富邦台50","12,676,104","18,895","1,498,289,780","117.90","118.50","117.85","118.40","+","1.70","118.35","62","118.40","111","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.17","5","7.22","5","0.00",
="00631L","元大台灣50正2","7,905,939","8,917","1,976,143,476","248.65","251.35","248.35","250.90","+","6.25","250.85","7","250.90","60","0.00",
="00632R","元大台灣50反1","20,199,392","4,750","450,664,010","22.37","22.39","22.25","22.27","-","0.28","22.27","393","22.28","22","0.00",
="00633L","富邦上証正2","16,431,775","2,849","604,055,447","37.62","37.65","36.27","36.27","-","1.48","36.27","103","36.28","7","0.00",
="00634R","富邦上証反1","1,212,300","50","5,066,822","4.13","4.20","4.13","4.19","+","0.07","4.19","430","4.20","201","0.00",
="00635U","期元大S&P黃金","1,244,927","681","39,038,836","31.28","31.43","31.28","31.39","+","0.26","31.38","58","31.39","7","0.00",
="00636","國泰中國A50","805,401","417","17,852,206","22.42","22.46","22.08","22.09","-","0.34","22.08","18","22.09","33","0.00",
="00636K","國泰中國A50+U","200","2","1,362","6.81","6.81","6.81","6.81","-","0.08","6.76","10","6.80","6","0.00",
="00637L","元大滬深300正2","130,305,666","15,565","1,943,569,714","15.24","15.28","14.70","14.70","-","0.56","14.70","3,118","14.71","46","0.00",
="00638R","元大滬深300反1","2,438,133","144","21,645,369","8.76","8.92","8.72","8.92","+","0.20","8.91","122","8.92","5","0.00",
="00639","富邦深100","2,197,006","283","25,860,667","11.93","11.93","11.71","11.74","-","0.12","11.73","16","11.74","186","0.00",
="00640L","富邦日本正2","742,810","231","39,337,400","52.75","53.15","52.75","53.00","+","1.05","53.00","186","53.05","11","0.00",
="00641R","富邦日本反1","1,339,438","101","8,121,464","6.09","6.09","6.06","6.07","-","0.06","6.06","3","6.07","549","0.00",
="00642U","期元大S&P石油","3,371,629","611","61,306,865","18.20","18.21","18.16","18.19","-","0.23","18.18","2,087","18.19","7","0.00",
="00643","群益深証中小","4,599,658","270","59,152,085","12.99","13.00","12.78","12.82","-","0.10","12.82","66","12.83","188","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.91","1","2.92","1","0.00",
="00645","富邦日本","581,430","481","21,960,054","37.54","37.81","37.54","37.80","+","0.40","37.80","13","37.81","104","0.00",
="00646","元大S&P500","6,062,176","2,317","376,928,733","61.90","62.25","61.85","62.25","+","0.75","62.25","186","62.30","680","0.00",
="00647L","元大S&P500正2","389,602","323","40,038,284","102.65","103.00","102.60","102.95","+","2.05","102.95","8","103.00","81","0.00",
="00648R","元大S&P500反1","2,393,843","148","12,136,791","5.07","5.08","5.06","5.07","-","0.05","5.06","2,159","5.07","35","0.00",
="00650L","復華香港正2","11,280,450","1,658","134,212,640","12.01","12.11","11.75","11.76","-","0.44","11.76","1,712","11.77","112","0.00",
="00651R","復華香港反1","676,130","135","5,084,715","7.47","7.58","7.47","7.58","+","0.15","7.56","10","7.58","527","0.00",
="00652","富邦印度","392,027","378","14,195,102","36.29","36.29","36.17","36.24","-","0.11","36.24","13","36.26","50","0.00",
="00653L","富邦印度正2","366,422","258","19,813,407","54.10","54.20","53.80","54.10"," ","0.00","53.95","41","54.10","3","0.00",
