"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","119,706,336","117,731","7,282,646,193","61.00","61.15","60.60","61.15","-","0.55","61.10","1,385","61.15","269","0.00",
="0051","元大中型100","87,175","361","7,684,836","88.10","88.45","87.75","88.45","+","0.35","88.30","1","88.45","1","0.00",
="0052","富邦科技","1,122,510","3,218","272,804,105","242.55","244.10","241.85","244.10","-","2.35","244.05","10","244.10","45","0.00",
="0053","元大電子","13,725","138","1,828,393","134.60","134.60","132.30","133.85","-","1.00","132.65","14","133.60","1","0.00",
="0055","元大MSCI金融","239,966","320","7,391,001","30.71","30.89","30.71","30.81","+","0.10","30.75","3","30.81","2","0.00",
="0056","元大高股息","39,464,282","24,739","1,475,790,807","37.41","37.46","37.31","37.43","-","0.03","37.43","705","37.44","13","0.00",
="0057","富邦摩台","16,072","100","2,869,454","178.40","178.90","177.80","178.85","-","2.00","178.50","10","179.00","1","0.00",
="0061","元大寶滬深","297,126","235","6,547,954","22.00","22.18","21.96","22.07","-","0.02","22.05","54","22.07","1","0.00",
="006203","元大MSCI台灣","6,143","88","680,960","110.65","111.20","110.65","111.20","-","1.05","110.50","1","110.85","1","0.00",
="006204","永豐臺灣加權","4,181","116","577,489","138.10","138.35","138.10","138.35","-","1.10","138.30","1","138.50","1","0.00",
="006205","富邦上証","1,041,977","356","39,099,764","37.67","37.74","37.35","37.55","-","0.13","37.54","1","37.55","10","0.00",
="006206","元大上證50","172,866","166","5,920,442","34.40","34.58","34.06","34.19","-","0.19","34.19","81","34.24","1","0.00",
="006207","復華滬深","528,034","125","15,338,349","29.15","29.19","28.92","29.05","-","0.07","29.04","5","29.05","51","0.00",
="006208","富邦台50","4,229,591","14,409","600,665,855","141.80","142.55","141.50","142.40","-","1.65","142.35","77","142.40","246","0.00",
