"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","14,332,324","17,437","2,592,059,727","180.65","181.50","180.30","180.65","-","0.20","180.60","51","180.65","14","0.00",
="0051","元大中型100","358,695","303","26,025,440","72.60","73.20","72.30","72.60"," ","0.00","72.45","2","72.60","3","0.00",
="0052","富邦科技","230,097","802","39,911,046","173.50","174.15","173.00","173.50","+","0.05","173.50","7","173.55","1","0.00",
="0053","元大電子","15,537","129","1,479,257","95.70","95.70","95.00","95.25","-","0.30","94.70","50","95.55","1","0.00",
="0055","元大MSCI金融","112,595","459","3,196,812","28.41","28.48","28.30","28.37","-","0.03","28.30","1","28.37","1","0.00",
="0056","元大高股息","29,268,178","26,905","1,001,831,834","34.29","34.34","34.17","34.20","-","0.09","34.20","45","34.21","90","0.00",
="0057","富邦摩台","16,342","105","2,190,342","133.70","134.20","133.65","133.90","-","0.15","133.80","1","133.90","10","0.00",
="0061","元大寶滬深","175,448","388","3,127,786","18.07","18.07","17.75","17.76","-","0.31","17.76","3","17.77","15","0.00",
="006203","元大MSCI台灣","2,217","86","185,251","83.80","83.80","83.80","83.80"," ","0.00","83.05","23","83.50","1","0.00",
="006204","永豐臺灣加權","34,030","129","3,703,723","108.75","108.90","108.70","108.90","+","0.15","108.40","50","108.70","1","0.00",
="006205","富邦上証","770,592","355","23,763,459","31.10","31.10","30.63","30.71","-","0.39","30.70","81","30.71","3","0.00",
="006206","元大上證50","149,543","290","4,451,316","30.06","30.06","29.60","29.69","-","0.38","29.66","82","29.69","6","0.00",
="006207","復華滬深","113,704","230","2,645,457","23.30","23.46","23.18","23.22","-","0.36","23.16","107","23.22","103","0.00",
="006208","富邦台50","7,026,494","10,333","744,865,408","106.05","106.30","105.65","105.85","-","0.25","105.80","6","105.85","16","0.00",
="00625K","富邦上証+R","3,000","3","22,380","7.46","7.46","7.46","7.46","X","0.00","7.42","5","7.50","5","0.00",
="00631L","元大台灣50正2","8,111,397","6,331","1,575,170,703","194.15","195.25","193.25","193.60","-","1.15","193.55","24","193.60","23","0.00",
="00632R","元大台灣50反1","86,935,889","12,768","2,017,357,287","23.17","23.25","23.12","23.23","+","0.05","23.23","215","23.24","482","0.00",
="00633L","富邦上証正2","9,761,341","1,866","367,036,181","38.48","38.48","37.10","37.18","-","1.67","37.18","89","37.20","1","0.00",
="00634R","富邦上証反1","237,000","39","893,560","3.76","3.79","3.75","3.78","+","0.07","3.78","572","3.79","28","0.00",
="00635U","期元大S&P黃金","3,117,223","1,464","114,934,955","36.80","36.96","36.76","36.88","+","0.20","36.87","107","36.88","1","0.00",
="00636","國泰中國A50","1,781,284","627","38,701,819","21.94","21.94","21.52","21.60","-","0.42","21.59","5","21.60","46","0.00",
="00636K","國泰中國A50+U","200","2","1,464","7.32","7.32","7.32","7.32","-","0.12","7.13","2","7.35","2","0.00",
="00637L","元大滬深300正2","85,248,689","9,855","1,278,585,573","15.30","15.32","14.78","14.82","-","0.64","14.82","2,648","14.83","407","0.00",
="00638R","元大滬深300反1","606,000","106","4,752,050","7.77","7.88","7.77","7.86","+","0.15","7.86","262","7.87","5","0.00",
="00639","富邦深100","1,479,857","435","15,833,506","10.87","10.87","10.63","10.63","-","0.27","10.62","143","10.63","3","0.00",
="00640L","富邦日本正2","650,404","165","32,957,141","50.25","50.95","50.25","50.85","+","0.60","50.75","28","50.85","189","0.00",
="00641R","富邦日本反1","631,940","80","3,673,753","5.82","5.83","5.80","5.81","-","0.03","5.81","83","5.82","440","0.00",
="00642U","期元大S&P石油","2,519,079","444","37,732,382","14.98","15.01","14.93","14.98","+","0.17","14.97","780","14.98","22","0.00",
="00643","群益深証中小","2,619,340","201","31,413,740","12.16","12.16","11.96","11.98","-","0.22","11.98","18","11.99","58","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.89","2","2.92","1","0.00",
="00645","富邦日本","372,585","788","14,180,253","37.91","38.14","37.91","38.09","+","0.24","38.07","4","38.09","20","0.00",
="00646","元大S&P500","2,609,247","1,997","142,970,290","54.85","54.95","54.70","54.85","+","0.10","54.80","173","54.85","794","0.00",
="00647L","元大S&P500正2","86,470","93","7,469,758","86.30","86.65","86.25","86.65","+","0.40","86.55","1","86.70","83","0.00",
="00648R","元大S&P500反1","2,768,077","165","13,802,066","5.01","5.01","4.98","4.98","-","0.03","4.98","557","5.00","1,061","0.00",
="00650L","復華香港正2","19,272,753","2,075","274,466,090","14.55","14.55","14.04","14.04","-","0.60","14.04","1,235","14.05","14","0.00",
="00651R","復華香港反1","1,094,255","100","6,546,310","5.96","6.02","5.95","6.01","+","0.08","6.01","464","6.02","20","0.00",
="00652","富邦印度","378,970","498","13,820,026","36.45","36.58","36.24","36.53","+","0.31","36.45","52","36.53","82","0.00",
="00653L","富邦印度正2","260,946","105","14,876,341","56.55","57.45","56.55","57.15","+","0.35","57.10","2","57.15","79","0.00",
="00654R","富邦印度反1","126,480","27","797,274","6.31","6.32","6.28","6.32","-","0.01","6.30","4","6.32","48","0.00",
="00655L","國泰中國A50正2","3,987,636","816","104,012,325","26.58","26.58","25.69","25.73","-","1.16","25.73","165","25.77","255","0.00",
="00656R","國泰中國A50反1","361,999","39","2,512,812","6.90","6.99","6.90","6.99","+","0.15","6.98","185","6.99","111","0.00",
