"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","95,128,957","81,505","5,555,757,681","58.70","58.95","58.10","58.40","-","0.05","58.40","1,037","58.45","303","0.00",
="0051","元大中型100","323,902","319","27,881,822","86.80","86.80","85.95","86.50","-","0.25","86.40","1","86.45","3","0.00",
="0052","富邦科技","977,850","2,027","226,480,005","232.60","232.60","230.05","232.15","+","0.25","231.95","10","232.25","1","0.00",
="0053","元大電子","23,727","156","3,023,491","128.15","128.15","126.80","127.10","-","1.05","126.95","14","127.45","1","0.00",
="0055","元大MSCI金融","91,042","232","2,806,679","30.74","30.92","30.74","30.80","+","0.06","30.80","17","30.81","8","0.00",
="0056","元大高股息","38,370,853","20,574","1,415,112,072","37.00","37.05","36.79","36.89","-","0.05","36.88","195","36.89","200","0.00",
="0057","富邦摩台","14,915","23","2,551,167","171.85","171.85","170.85","171.00","-","0.45","171.20","10","171.95","10","0.00",
="0061","元大寶滬深","691,506","268","14,861,998","21.31","21.55","21.31","21.52","+","0.25","21.51","2","21.52","5","0.00",
="006203","元大MSCI台灣","6,180","107","655,994","106.80","106.80","105.60","106.00","+","0.45","106.05","21","106.35","1","0.00",
="006204","永豐臺灣加權","61,284","111","8,172,257","133.35","133.55","132.95","133.15","-","0.60","133.35","50","133.70","1","0.00",
="006205","富邦上証","742,544","280","27,195,095","36.65","36.77","36.37","36.65","+","0.51","36.65","65","36.74","99","0.00",
="006206","元大上證50","866,205","225","29,161,352","33.50","33.80","33.35","33.73","+","0.45","33.72","32","33.76","12","0.00",
="006207","復華滬深","143,048","96","4,043,927","28.16","28.35","28.09","28.35","+","0.55","28.31","1","28.35","13","0.00",
="006208","富邦台50","7,793,118","10,793","1,060,766,650","137.05","137.05","135.55","136.35","+","0.05","136.30","130","136.35","5","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.61","6","8.71","6","0.00",
="00631L","元大台灣50正2","3,624,136","4,530","1,092,837,173","304.35","304.40","298.80","302.80","+","0.35","302.70","5","302.80","13","0.00",
="00632R","元大台灣50反1","42,479,155","5,755","778,482,798","18.27","18.41","18.25","18.31","+","0.02","18.31","53","18.32","2,615","0.00",
="00633L","富邦上証正2","4,117,855","774","196,084,991","47.50","47.90","47.15","47.68","+","0.48","47.68","107","47.70","21","0.00",
="00634R","富邦上証反1","394,003","44","1,298,519","3.30","3.31","3.29","3.30","-","0.01","3.29","31","3.30","558","0.00",
="00635U","期元大S&P黃金","2,854,574","1,443","116,512,385","40.80","40.93","40.68","40.93","+","0.25","40.92","9","40.93","239","0.00",
="00636","國泰中國A50","1,921,917","308","48,203,422","25.00","25.19","25.00","25.15","+","0.25","25.14","332","25.15","6","0.00",
="00636K","國泰中國A50+U","200","2","1,670","8.35","8.35","8.35","8.35","+","0.08","8.28","2","8.37","2","0.00",
="00637L","元大滬深300正2","47,219,637","5,078","907,516,270","19.16","19.35","19.05","19.28","+","0.24","19.27","12","19.28","110","0.00",
="00638R","元大滬深300反1","231,000","41","1,599,880","6.93","6.95","6.91","6.93"," ","0.00","6.92","4","6.93","265","0.00",
="00639","富邦深100","1,918,987","554","27,419,594","14.20","14.40","14.17","14.39","+","0.28","14.39","116","14.40","156","0.00",
="00640L","富邦日本正2","370,142","96","24,567,862","66.25","66.60","66.15","66.50","-","0.30","66.50","14","66.55","1","0.00",
="00641R","富邦日本反1","298,702","37","1,496,638","5.02","5.02","5.00","5.00"," ","0.00","5.00","454","5.01","17","0.00",
="00642U","期元大S&P石油","8,241,671","1,326","134,869,876","16.38","16.39","16.32","16.32","+","0.32","16.32","2,665","16.33","110","0.00",
="00643","群益深証中小","3,317,632","375","52,951,466","15.89","16.11","15.74","16.09","+","0.41","16.09","44","16.10","3","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.75","3","3.81","1","0.00",
="00645","富邦日本","388,627","261","17,049,215","44.01","44.01","43.80","43.95","-","0.06","43.94","1","43.95","36","0.00",
="00646","元大S&P500","3,949,680","1,773","250,113,179","63.40","63.45","63.20","63.45"," ","0.00","63.40","10","63.45","796","0.00",
="00647L","元大S&P500正2","90,651","323","9,973,038","110.20","110.25","109.90","110.25","-","0.70","110.20","159","110.25","2","0.00",
="00648R","元大S&P500反1","6,606,615","105","29,202,787","4.42","4.44","4.41","4.41"," ","0.00","4.41","5,680","4.42","3,490","0.00",
="00650L","復華香港正2","7,498,743","993","137,440,580","18.17","18.48","17.97","18.45","+","0.43","18.44","5","18.45","242","0.00",
="00651R","復華香港反1","501,999","65","2,630,929","5.28","5.29","5.22","5.23","-","0.04","5.22","242","5.23","156","0.00",
="00652","富邦印度","252,885","328","9,001,638","35.60","35.63","35.55","35.57","-","0.08","35.57","1","35.59","2","0.00",
="00653L","富邦印度正2","85,366","59","4,751,566","56.00","56.00","55.40","55.60","-","0.05","55.60","1","55.65","78","0.00",
="00654R","富邦印度反1","39,000","10","247,060","6.31","6.36","6.31","6.36","+","0.03","6.34","43","6.36","67","0.00",
