"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","33,496,023","88,274","6,232,920,254","185.00","187.25","184.65","186.80","-","1.25","186.80","31","186.85","2","0.00",
="0051","元大中型100","83,895","351","6,539,144","78.25","78.75","77.45","78.40","-","0.40","78.40","3","78.50","1","0.00",
="0052","富邦科技","738,660","2,175","136,254,984","183.10","185.90","182.85","185.70","-","0.50","185.65","11","185.70","54","0.00",
="0053","元大電子","22,091","128","2,187,930","98.55","99.95","98.55","99.70","-","0.40","99.50","1","99.60","1","0.00",
="0055","元大MSCI金融","99,103","296","2,862,920","29.00","29.03","28.78","28.96","-","0.17","28.96","8","28.99","1","0.00",
="0056","元大高股息","48,673,695","36,710","1,762,295,049","36.14","36.50","36.00","36.46","-","0.07","36.46","71","36.47","467","0.00",
="0057","富邦摩台","17,145","110","2,384,862","138.35","139.75","138.20","139.75","-","0.40","138.80","21","139.70","30","0.00",
="0061","元大寶滬深","865,102","293","16,682,551","19.45","19.45","19.21","19.35","-","0.19","19.34","10","19.35","6","0.00",
="006203","元大MSCI台灣","11,970","128","1,039,900","87.00","87.35","86.15","87.35","-","0.30","87.10","1","96.35","1","0.00",
="006204","永豐臺灣加權","11,267","116","1,268,772","112.00","113.40","112.00","113.40","-","0.35","113.00","1","113.60","15","0.00",
="006205","富邦上証","821,103","226","26,981,825","33.10","33.14","32.71","32.94","-","0.20","32.94","21","32.98","80","0.00",
="006206","元大上證50","191,312","138","5,932,201","31.38","31.38","30.81","31.05","-","0.33","31.04","27","31.08","1","0.00",
="006207","復華滬深","400,586","104","10,053,315","25.30","25.30","25.00","25.15","-","0.20","25.12","11","25.15","3","0.00",
="006208","富邦台50","19,346,546","55,917","2,115,841,074","108.65","109.95","108.50","109.70","-","0.75","109.65","73","109.70","261","0.00",
="00625K","富邦上証+R","2,000","2","14,740","7.37","7.37","7.37","7.37","X","0.00","7.38","5","7.43","4","0.00",
="00631L","元大台灣50正2","8,804,445","14,279","1,971,076,169","221.60","228.00","220.90","226.95","-","2.50","226.90","14","226.95","72","0.00",
="00632R","元大台灣50反1","36,748,744","5,715","864,024,940","23.63","23.65","23.30","23.36","+","0.14","23.36","1,581","23.37","168","0.00",
="00633L","富邦上証正2","7,882,877","1,961","300,832,226","38.59","38.59","37.88","37.96","-","1.15","37.96","94","37.98","1","0.00",
="00634R","富邦上証反1","453,984","38","1,855,705","4.09","4.11","4.07","4.09","+","0.04","4.09","694","4.10","22","0.00",
="00635U","期元大S&P黃金","1,530,948","594","49,973,747","32.66","32.69","32.59","32.69","+","0.35","32.69","11","32.70","62","0.00",
="00636","國泰中國A50","1,346,360","525","30,641,606","22.90","22.90","22.68","22.73","-","0.30","22.73","6","22.76","178","0.00",
="00636K","國泰中國A50+U","200","2","1,384","6.92","6.92","6.92","6.92","-","0.10","6.91","10","6.95","10","0.00",
