"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","59,170,020","53,723","3,377,484,467","57.00","57.40","56.75","57.40","+","0.40","57.35","603","57.40","805","0.00",
="0051","元大中型100","100,722","282","8,687,539","86.10","86.40","86.10","86.30","+","0.45","86.20","1","86.35","1","0.00",
="0052","富邦科技","818,563","1,475","184,870,674","224.85","226.90","223.80","226.25","+","1.40","226.05","2","226.25","5","0.00",
="0053","元大電子","10,803","141","1,345,124","124.00","125.55","123.95","125.55","+","1.15","125.00","2","125.60","1","0.00",
="0055","元大MSCI金融","49,984","268","1,536,521","30.65","30.80","30.65","30.74","+","0.09","30.74","1","30.75","1","0.00",
="0056","元大高股息","36,716,148","22,200","1,347,859,480","36.58","36.83","36.58","36.80","+","0.24","36.80","24","36.81","329","0.00",
="0057","富邦摩台","24,323","12","4,092,652","167.45","168.95","167.45","168.95","+","1.40","168.85","10","169.20","1","0.00",
="0061","元大寶滬深","257,976","196","5,507,812","21.24","21.42","21.24","21.39","+","0.05","21.36","55","21.39","31","0.00",
="006203","元大MSCI台灣","10,850","90","1,127,556","103.40","104.45","103.40","104.45","+","0.40","103.00","10","104.30","1","0.00",
="006204","永豐臺灣加權","4,411","29","582,235","131.40","132.25","131.40","132.25","+","1.20","131.85","50","132.35","20","0.00",
="006205","富邦上証","328,401","244","11,986,334","36.36","36.66","36.36","36.66","+","0.27","36.58","176","36.66","2","0.00",
="006206","元大上證50","113,896","165","3,806,829","33.37","33.65","33.37","33.60","+","0.20","33.59","1","33.62","80","0.00",
="006207","復華滬深","21,195","111","595,647","28.03","28.15","28.03","28.15","+","0.12","28.21","1","28.22","50","0.00",
="006208","富邦台50","5,729,898","11,329","763,264,325","132.60","133.85","132.40","133.70","+","1.00","133.70","183","133.75","18","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.59","6","8.69","5","0.00",
="00631L","元大台灣50正2","2,258,806","3,271","662,456,055","291.00","295.45","290.00","294.90","+","4.05","294.85","2","294.90","82","0.00",
="00632R","元大台灣50反1","38,188,758","6,681","708,977,975","18.64","18.67","18.50","18.51","-","0.14","18.51","3,404","18.52","347","0.00",
="00633L","富邦上証正2","3,348,911","713","158,604,242","47.21","47.94","46.91","47.81","+","0.53","47.81","90","47.84","11","0.00",
="00634R","富邦上証反1","594,271","39","1,958,303","3.30","3.31","3.28","3.29","-","0.02","3.28","255","3.29","275","0.00",
="00635U","期元大S&P黃金","2,996,681","1,533","120,051,026","40.01","40.12","40.01","40.12","+","0.47","40.12","6","40.13","443","0.00",
="00636","國泰中國A50","728,690","312","18,212,395","24.92","25.14","24.91","25.14","+","0.24","25.12","11","25.14","106","0.00",
="00636K","國泰中國A50+U","200","2","1,662","8.31","8.31","8.31","8.31","+","0.01","8.27","2","8.36","2","0.00",
="00637L","元大滬深300正2","32,718,183","3,746","626,537,262","19.04","19.34","18.94","19.31","+","0.26","19.30","18","19.31","1,011","0.00",
="00638R","元大滬深300反1","316,000","89","2,195,410","6.95","6.98","6.90","6.91","-","0.03","6.91","5","6.92","369","0.00",
="00639","富邦深100","615,268","292","8,725,535","14.21","14.24","14.13","14.22","+","0.12","14.20","70","14.22","2","0.00",
="00640L","富邦日本正2","259,841","118","17,382,338","66.60","67.10","66.60","66.75","+","0.65","66.75","1","66.80","228","0.00",
="00641R","富邦日本反1","208,536","40","1,041,272","5.00","5.01","4.98","5.01","-","0.02","5.00","10","5.01","476","0.00",
="00642U","期元大S&P石油","1,735,893","425","28,021,946","16.11","16.19","16.10","16.19","-","0.03","16.18","27","16.19","1,139","0.00",
="00643","群益深証中小","2,543,878","205","40,358,294","15.70","15.89","15.70","15.89","+","0.17","15.88","50","15.89","35","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.70","3","3.77","1","0.00",
="00645","富邦日本","366,371","333","16,131,262","43.87","44.08","43.87","44.00","+","0.17","43.99","1","44.00","198","0.00",
="00646","元大S&P500","6,096,664","2,388","385,584,165","63.00","63.35","63.00","63.20","+","0.55","63.20","58","63.25","1,210","0.00",
="00647L","元大S&P500正2","88,686","455","9,759,372","109.80","110.15","109.80","110.10","+","1.15","110.05","3","110.10","47","0.00",
="00648R","元大S&P500反1","467,611","51","2,069,981","4.43","4.44","4.42","4.43"," ","0.00","4.42","4,411","4.43","848","0.00",
="00650L","復華香港正2","6,564,529","1,140","120,511,744","18.58","18.58","18.22","18.30","-","0.18","18.30","1,004","18.33","62","0.00",
="00651R","復華香港反1","525,444","62","2,747,465","5.21","5.25","5.20","5.24","+","0.04","5.23","323","5.25","492","0.00",
="00652","富邦印度","381,406","268","13,717,493","36.10","36.10","35.94","36.00","+","0.06","35.98","8","36.00","10","0.00",
="00653L","富邦印度正2","168,672","81","9,522,176","56.50","56.65","56.35","56.60","+","0.05","56.60","60","56.70","14","0.00",
="00654R","富邦印度反1","19,000","6","119,590","6.30","6.30","6.27","6.29"," ","0.00","6.27","177","6.29","59","0.00",
="00655L","國泰中國A50正2","1,538,936","317","50,623,030","32.83","33.33","32.60","33.27","+","0.44","33.22","284","33.27","161","0.00",
="00656R","國泰中國A50反1","209,005","25","1,283,750","6.15","6.17","6.10","6.11","-","0.02","6.11","2","6.12","974","0.00",
="00657","國泰日經225","40,315","103","2,157,612","53.30","53.75","53.30","53.55","+","0.70","53.50","1","53.55","230","0.00",
="00657K","國泰日經225+U","200","2","3,564","17.82","17.82","17.82","17.82"," ","0.00","17.64","4","17.80","1","0.00",
="00660","元大歐洲50","38,992","137","1,541,086","39.42","39.56","39.42","39.55","+","0.05","39.53","1","39.54","1","0.00",
="00661","元大日經225","67,082","204","3,925,727","58.40","58.65","58.40","58.45","+","0.70","58.40","10","58.45","100","0.00",
="00662","富邦NASDAQ","7,185,440","3,288","689,239,550","95.65","96.05","95.65","95.90","+","0.85","95.85","80","95.90","100","0.00",
="00663L","國泰臺灣加權正2","4,228,597","2,008","161,985,092","38.08","38.62","37.94","38.54","+","0.52","38.53","51","38.54","275","0.00",
