"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0051","元大中型100","52,145","279","3,871,617","74.65","74.65","73.65","74.20","-","0.45","74.15","2","74.20","1","0.00",
="0052","富邦科技","881,627","1,086","160,214,702","182.05","182.85","180.95","181.25","-","3.15","181.25","9","181.35","2","0.00",
="0053","元大電子","20,509","124","2,044,981","99.95","99.95","99.35","99.75","-","1.25","99.00","51","99.50","1","0.00",
="0055","元大MSCI金融","128,735","356","3,697,688","28.70","28.85","28.55","28.67","-","0.03","28.66","4","28.73","1","0.00",
="0056","元大高股息","39,602,226","30,153","1,368,792,211","34.52","34.67","34.39","34.59"," ","0.00","34.58","119","34.59","443","0.00",
="0057","富邦摩台","37,033","113","5,144,712","138.85","139.20","138.80","138.90","-","1.45","138.85","2","139.10","20","0.00",
="0061","元大寶滬深","347,126","188","6,115,409","17.83","17.83","17.54","17.57","-","0.26","17.57","18","17.59","3","0.00",
="006203","元大MSCI台灣","5,600","98","485,895","86.90","86.90","86.65","86.65","-","1.20","86.25","23","86.60","1","0.00",
="006204","永豐臺灣加權","158,022","127","17,705,384","111.80","112.35","111.80","111.85","-","1.00","111.20","20","111.95","10","0.00",
="006205","富邦上証","138,188","187","4,210,823","30.53","30.61","30.40","30.41","-","0.28","30.41","74","30.43","1","0.00",
="006206","元大上證50","38,660","95","1,127,950","29.10","29.50","29.10","29.17","-","0.33","29.17","1","29.20","2","0.00",
="006207","復華滬深","24,461","30","562,415","23.02","23.02","22.96","22.96","-","0.25","22.96","50","22.97","1","0.00",
="006208","富邦台50","11,201,957","13,694","1,234,164,860","110.25","110.70","109.45","109.90","-","1.50","109.85","24","109.90","121","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.39","5","7.47","5","0.00",
="00631L","元大台灣50正2","14,522,481","10,179","2,974,235,487","203.80","207.05","202.50","204.15","-","4.85","204.10","21","204.15","16","0.00",
="00632R","元大台灣50反1","127,334,634","12,227","2,870,467,975","22.53","22.64","22.41","22.59","+","0.28","22.58","497","22.59","631","0.00",
="00633L","富邦上証正2","5,254,381","984","191,513,538","36.80","36.80","36.20","36.34","-","0.67","36.34","44","36.35","1","0.00",
="00634R","富邦上証反1","217,068","21","821,778","3.79","3.80","3.78","3.80","+","0.03","3.79","596","3.81","759","0.00",
="00635U","期元大S&P黃金","5,755,748","2,733","216,459,853","37.48","37.78","37.47","37.55","+","0.53","37.55","26","37.56","54","0.00",
="00636","國泰中國A50","2,776,993","539","58,872,738","21.36","21.37","21.14","21.16","-","0.27","21.16","42","21.17","149","0.00",
="00636K","國泰中國A50+U","200","2","1,446","7.23","7.23","7.23","7.23","-","0.05","7.08","2","7.27","2","0.00",
="00637L","元大滬深300正2","47,725,005","5,040","693,691,255","14.68","14.68","14.44","14.47","-","0.27","14.47","1,033","14.48","5","0.00",
="00638R","元大滬深300反1","296,028","74","2,325,059","7.83","7.89","7.82","7.89","+","0.07","7.88","5","7.89","449","0.00",
="00639","富邦深100","835,734","230","8,801,322","10.61","10.61","10.50","10.50","-","0.18","10.50","191","10.51","8","0.00",
="00640L","富邦日本正2","1,432,965","351","72,311,928","50.55","50.75","50.20","50.65","-","1.15","50.60","7","50.65","70","0.00",
="00641R","富邦日本反1","1,619,752","106","9,417,191","5.81","5.83","5.79","5.81","+","0.06","5.81","5","5.82","431","0.00",
="00642U","期元大S&P石油","44,488,588","4,833","791,483,705","17.41","18.29","17.40","17.62","+","1.27","17.62","439","17.63","2","0.00",
="00643","群益深証中小","2,472,770","158","29,416,037","12.05","12.05","11.86","11.88","-","0.16","11.88","24","11.90","77","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.93","2","2.96","1","0.00",
="00645","富邦日本","382,209","822","14,525,253","37.99","38.10","37.91","38.07","-","0.45","38.06","1","38.07","1","0.00",
="00646","元大S&P500","5,786,128","2,577","317,958,835","55.25","55.25","54.75","55.15","-","0.60","55.10","171","55.15","258","0.00",
="00647L","元大S&P500正2","509,358","300","45,056,983","88.70","88.70","87.90","88.65","-","1.70","88.60","2","88.65","1","0.00",
="00648R","元大S&P500反1","1,913,212","131","9,375,795","4.89","4.91","4.88","4.91","+","0.04","4.90","103","4.91","3,284","0.00",
="00650L","復華香港正2","13,075,512","1,625","193,377,040","15.05","15.05","14.62","14.65","-","0.45","14.65","27","14.66","72","0.00",
="00651R","復華香港反1","1,176,379","140","6,839,181","5.80","5.85","5.78","5.83","+","0.07","5.82","666","5.83","1","0.00",
="00652","富邦印度","695,984","531","24,737,038","35.88","35.89","35.32","35.47","-","0.82","35.47","2","35.49","1","0.00",
="00653L","富邦印度正2","624,068","408","34,292,557","55.85","55.85","54.40","55.00","-","1.75","54.90","5","55.00","55","0.00",
="00654R","富邦印度反1","212,650","43","1,358,295","6.35","6.41","6.35","6.40","+","0.12","6.37","76","6.40","131","0.00",
="00655L","國泰中國A50正2","2,015,720","354","50,936,703","25.43","25.50","25.12","25.19","-","0.44","25.19","173","25.21","1","0.00",
="00656R","國泰中國A50反1","261,044","30","1,820,342","6.95","7.00","6.94","6.99","+","0.05","6.98","817","7.00","557","0.00",
="00657","國泰日經225","34,258","73","1,510,769","44.14","44.20","44.02","44.20","-","0.68","44.20","222","44.28","83","0.00",
="00657K","國泰日經225+U","200","2","3,012","15.06","15.06","15.06","15.06","-","0.11","14.93","4","15.12","2","0.00",
="00660","元大歐洲50","193,499","442","7,466,230","38.77","38.77","38.48","38.62","-","0.41","38.62","2","38.66","1","0.00",
="00661","元大日經225","105,070","156","5,063,393","48.31","48.32","48.00","48.23","-","0.67","48.23","126","48.25","1","0.00",
="00662","富邦NASDAQ","2,043,333","2,231","167,239,450","82.15","82.15","81.60","82.00","-","1.25","82.00","2","82.10","200","0.00",
="00663L","國泰臺灣加權正2","22,273,040","3,111","595,553,777","26.70","27.07","26.49","26.63","-","0.72","26.63","5","26.65","1","0.00",
="00664R","國泰臺灣加權反1","24,816,541","846","90,385,685","3.65","3.66","3.62","3.65","+","0.04","3.64","1,807","3.65","124","0.00",
="00665L","富邦恒生國企正2","34,475,538","4,036","346,780,083","10.17","10.21","9.95","9.99","-","0.36","9.99","73","10.00","1,929","0.00",
="00666R","富邦恒生國企反1","858,228","98","7,945,665","9.18","9.32","9.18","9.32","+","0.18","9.29","107","9.32","104","0.00",
="00668","國泰美國道瓊","113,348","154","5,172,630","45.86","45.86","45.52","45.71","-","0.51","45.71","143","45.76","1","0.00",
="00668K","國泰美國道瓊+U","200","2","3,136","15.68","15.68","15.68","15.68","+","0.04","15.60","1","15.72","1","0.00",
="00669R","國泰美國道瓊反1","1,518,458","199","9,566,908","6.29","6.32","6.28","6.30","+","0.05","6.29","2,204","6.30","995","0.00",
="00670L","富邦NASDAQ正2","2,683,409","1,650","333,564,153","124.25","125.05","123.60","124.25","-","3.40","124.20","47","124.25","13","0.00",
="00671R","富邦NASDAQ反1","32,297,540","630","108,096,657","3.35","3.36","3.33","3.35","+","0.04","3.34","1,276","3.35","18,213","0.00",
="00673R","期元大S&P原油反1","183,031,155","12,573","1,147,532,576","6.36","6.38","6.19","6.28","-","0.53","6.28","941","6.29","301","0.00",
="00674R","期元大S&P黃金反1","6,937,949","699","51,031,037","7.39","7.39","7.32","7.37","-","0.12","7.37","2,747","7.38","25","0.00",
="00675L","富邦臺灣加權正2","8,982,909","4,752","731,265,323","81.20","82.35","80.60","81.20","-","1.95","81.15","3","81.20","125","0.00",
="00676R","富邦臺灣加權反1","2,543,049","310","31,352,790","12.36","12.39","12.27","12.35","+","0.14","12.35","1,186","12.37","20","0.00",
="00678","群益那斯達克生技","411,641","116","10,118,615","24.68","24.68","24.52","24.58","-","0.19","24.58","69","24.64","50","0.00",
="00680L","元大美債20正2","66,119,325","3,687","470,200,134","7.11","7.14","7.08","7.13","+","0.18","7.13","1,040","7.14","2,910","0.00",
="00681R","元大美債20反1","141,100","34","2,946,430","20.91","20.91","20.85","20.87","-","0.27","20.83","214","20.87","67","0.00",
="00682U","期元大美元指數","24,125","13","481,247","19.96","19.97","19.92","19.97","X","0.00","19.99","20","20.02","24","0.00",
="00683L","期元大美元指正2","124,942","58","2,547,739","20.46","20.46","20.31","20.46","+","0.06","20.46","4","20.47","10","0.00",
