"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","111,187,957","136,880","6,952,850,646","62.65","62.75","62.40","62.55","-","0.75","62.55","380","62.60","1,018","0.00",
="0051","元大中型100","42,616","333","3,888,260","90.75","91.75","90.75","91.00","-","0.90","91.00","5","91.05","1","0.00",
="0052","富邦科技","3,564,264","11,186","896,588,623","252.60","252.60","250.75","251.50","-","3.35","251.45","2","251.50","62","0.00",
="0053","元大電子","20,137","148","2,772,275","138.30","138.30","137.00","138.10","-","1.90","137.50","2","137.80","1","0.00",
="0055","元大MSCI金融","150,905","375","4,630,099","30.85","30.85","30.60","30.61","-","0.24","30.58","2","30.61","57","0.00",
="0056","元大高股息","55,517,646","42,975","2,032,137,718","36.77","36.78","36.52","36.55","-","0.40","36.55","716","36.56","207","0.00",
="0057","富邦摩台","23,303","114","4,257,485","182.70","182.95","182.55","182.85","-","2.45","181.90","10","182.60","10","0.00",
="0061","元大寶滬深","258,105","140","5,820,591","22.50","22.61","22.50","22.58","+","0.07","22.58","1","22.59","2","0.00",
="006203","元大MSCI台灣","4,561","107","517,175","113.55","113.55","113.40","113.40","-","1.60","113.00","1","113.25","1","0.00",
="006204","永豐臺灣加權","4,146","106","576,007","139.35","139.35","138.50","138.50","-","2.20","138.60","1","139.20","1","0.00",
="006205","富邦上証","436,100","343","16,906,138","38.72","38.90","38.62","38.83","+","0.12","38.83","109","38.87","1","0.00",
="006206","元大上證50","89,468","117","3,194,872","35.66","35.79","35.62","35.79","+","0.13","35.77","1","35.80","13","0.00",
="006207","復華滬深","196,995","95","5,886,144","29.91","30.00","29.85","29.96","+","0.12","29.94","51","29.96","1","0.00",
="006208","富邦台50","7,525,527","22,988","1,101,813,534","146.80","146.85","146.00","146.25","-","2.15","146.25","22","146.45","101","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.94","5","9.04","6","0.00",
="00631L","元大台灣50正2","4,827,472","9,400","1,619,654,578","336.35","337.80","332.80","335.40","-","9.35","335.25","32","335.45","59","0.00",
