"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","8,367,367","16,044","1,544,811,823","184.65","185.50","184.00","184.65","+","1.90","184.65","42","184.70","8","0.00",
="0051","元大中型100","54,428","347","4,176,822","77.40","77.40","76.30","76.75","+","0.20","76.75","1","76.80","51","0.00",
="0052","富邦科技","481,602","825","87,972,173","182.00","183.60","182.00","182.70","+","2.45","182.65","1","182.70","1","0.00",
="0053","元大電子","6,897","116","678,232","98.65","98.65","98.20","98.20","+","0.70","98.05","1","98.35","1","0.00",
="0055","元大MSCI金融","53,857","292","1,550,783","28.78","28.85","28.75","28.76","-","0.02","28.72","6","28.77","55","0.00",
="0056","元大高股息","35,446,685","25,994","1,285,388,514","36.45","36.51","36.17","36.25","-","0.05","36.24","10","36.25","167","0.00",
="0057","富邦摩台","16,474","103","2,264,974","137.90","137.90","137.40","137.50","+","1.20","137.50","10","137.85","20","0.00",
="0061","元大寶滬深","372,071","127","7,335,329","19.70","19.79","19.68","19.70","+","0.05","19.70","48","19.71","2","0.00",
="006203","元大MSCI台灣","2,256","85","193,566","85.95","85.95","85.95","85.95","+","0.60","81.35","10","86.05","1","0.00",
="006204","永豐臺灣加權","9,934","111","1,111,564","111.95","112.10","111.80","111.80","+","0.75","111.70","1","112.15","1","0.00",
="006205","富邦上証","122,716","178","4,152,352","33.98","33.98","33.74","33.87","+","0.17","33.87","129","33.88","60","0.00",
="006206","元大上證50","136,110","143","4,399,537","32.76","32.76","32.27","32.52","+","0.20","32.52","100","32.57","103","0.00",
="006207","復華滬深","51,593","87","1,330,256","25.74","25.85","25.74","25.85","+","0.11","25.85","49","25.86","1","0.00",
="006208","富邦台50","5,981,853","11,138","648,869,432","108.35","109.10","108.00","108.65","+","1.50","108.65","4","108.70","62","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.44","5","7.49","5","0.00",
="00631L","元大台灣50正2","3,788,107","3,940","836,158,155","221.50","222.85","218.45","220.25","+","3.40","220.25","2","220.30","4","0.00",
="00632R","元大台灣50反1","17,616,344","3,509","416,034,563","23.59","23.74","23.51","23.63","-","0.19","23.63","161","23.64","177","0.00",
="00633L","富邦上証正2","5,141,730","736","207,353,967","40.41","40.62","40.18","40.48","+","0.27","40.48","75","40.49","32","0.00",
="00634R","富邦上証反1","38,000","9","150,970","3.96","3.98","3.96","3.97","-","0.02","3.96","1","3.97","678","0.00",
="00635U","期元大S&P黃金","1,010,698","584","34,287,109","33.95","34.04","33.87","34.04","+","0.01","34.02","5","34.04","76","0.00",
="00636","國泰中國A50","1,263,062","374","29,838,051","23.57","23.70","23.57","23.66","+","0.07","23.66","7","23.67","1","0.00",
="00636K","國泰中國A50+U","200","2","1,432","7.16","7.16","7.16","7.16","+","0.01","7.15","10","7.20","2","0.00",
="00637L","元大滬深300正2","53,059,682","4,808","870,743,770","16.41","16.52","16.33","16.45","+","0.15","16.45","764","16.46","234","0.00",
="00638R","元大滬深300反1","1,837,561","70","15,532,660","8.44","8.47","8.42","8.44","-","0.01","8.44","12","8.45","213","0.00",
="00639","富邦深100","672,076","228","8,174,970","12.20","12.24","12.12","12.17","+","0.05","12.17","134","12.18","5","0.00",
="00640L","富邦日本正2","280,464","99","15,532,657","55.60","55.60","55.00","55.30","+","0.20","55.30","125","55.35","2","0.00",
