"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","29,982,445","30,431","5,126,154,837","169.95","172.10","169.35","171.00","-","0.95","170.95","54","171.00","175","0.00",
="0051","元大中型100","54,678","341","3,824,594","69.45","70.20","69.45","69.95","+","0.25","69.95","2","70.00","3","0.00",
="0052","富邦科技","930,595","1,096","152,177,496","162.55","164.65","161.75","163.70","-","1.20","163.40","2","163.75","1","0.00",
="0053","元大電子","37,420","132","3,364,476","89.65","90.80","89.60","89.85","-","1.25","90.20","1","95.00","1","0.00",
="0055","元大MSCI金融","297,150","518","7,922,154","26.40","26.88","26.36","26.74","+","0.34","26.71","55","26.74","1","0.00",
="0056","元大高股息","39,378,145","18,693","1,282,582,404","32.32","32.74","32.20","32.68","+","0.31","32.68","14","32.69","92","0.00",
="0057","富邦摩台","17,958","109","2,295,905","127.15","128.30","126.90","127.70","-","0.70","127.00","5","128.25","1","0.00",
="0061","元大寶滬深","229,363","469","4,026,661","17.45","17.78","17.40","17.61","+","0.16","17.61","51","17.65","6","0.00",
="006203","元大MSCI台灣","8,411","99","668,466","79.40","79.95","79.40","79.55","-","0.75","79.60","1","--","0","0.00",
="006204","永豐臺灣加權","11,813","74","1,219,746","103.15","103.95","103.15","103.95","-","0.15","102.40","1","104.70","5","0.00",
="006205","富邦上証","920,792","528","27,890,930","29.99","30.80","29.70","30.56","+","0.32","30.56","5","30.59","20","0.00",
="006206","元大上證50","547,005","396","15,888,167","28.80","29.47","28.50","29.14","-","0.03","29.11","2","29.14","2","0.00",
="006207","復華滬深","225,428","283","5,120,304","22.30","22.98","22.30","22.91","+","0.17","22.88","5","22.91","1","0.00",
="006208","富邦台50","10,722,650","12,889","1,073,599,862","99.55","100.80","99.25","100.15","-","0.55","100.15","91","100.20","50","0.00",
="00625K","富邦上証+R","4,000","4","28,380","6.89","7.28","6.89","7.28","X","0.00","7.25","5","7.33","5","0.00",
="00631L","元大台灣50正2","15,863,736","7,953","2,767,320,686","172.55","176.15","171.35","174.75","-","0.40","174.70","6","174.75","35","0.00",
="00632R","元大台灣50反1","90,597,006","10,264","2,224,009,808","24.67","24.74","24.43","24.59","+","0.13","24.59","67","24.60","2,204","0.00",
="00633L","富邦上証正2","8,268,602","1,019","292,942,169","35.33","35.76","35.16","35.42","+","0.02","35.42","39","35.49","1","0.00",
="00634R","富邦上証反1","1,095,800","24","4,231,546","3.83","3.90","3.82","3.88","+","0.02","3.88","699","3.90","720","0.00",
="00635U","期元大S&P黃金","11,011,570","3,367","409,346,476","36.44","37.44","36.42","37.15","+","1.15","37.15","36","37.17","12","0.00",
="00636","國泰中國A50","3,497,703","675","73,535,505","20.89","21.21","20.58","21.17","+","0.27","21.17","12","21.18","174","0.00",
="00636K","國泰中國A50+U","200","2","1,426","7.13","7.13","7.13","7.13","+","0.17","6.84","3","7.17","2","0.00",
="00637L","元大滬深300正2","46,958,004","4,334","664,416,438","14.01","14.28","13.99","14.11","+","0.05","14.11","765","14.12","12","0.00",
="00638R","元大滬深300反1","1,607,116","70","13,002,055","8.00","8.16","8.00","8.12","+","0.09","8.12","206","8.13","1","0.00",
="00639","富邦深100","2,846,873","509","29,843,510","10.45","10.56","10.30","10.55","+","0.23","10.55","18","10.56","58","0.00",
="00640L","富邦日本正2","833,265","135","40,817,120","48.99","49.15","48.89","49.04","+","0.45","49.04","4","49.05","50","0.00",
="00641R","富邦日本反1","838,311","140","4,964,907","5.93","5.94","5.91","5.92","-","0.03","5.91","535","5.92","9","0.00",
="00642U","期元大S&P石油","7,359,677","1,305","102,734,423","13.89","14.04","13.87","14.03","+","0.43","14.02","157","14.03","14","0.00",
="00643","群益深証中小","3,426,417","219","40,281,854","11.64","11.87","11.48","11.87","+","0.22","11.87","22","11.88","61","0.00",
="00643K","群益深証中小+R","3,000","3","8,190","2.72","2.74","2.72","2.74","-","0.02","2.73","2","2.83","1","0.00",
="00645","富邦日本","838,248","584","31,265,109","37.22","37.40","37.22","37.30","+","0.15","37.29","1","37.30","5","0.00",
="00646","元大S&P500","3,625,332","2,719","192,190,757","52.55","53.25","52.50","53.05","+","0.75","53.00","74","53.05","93","0.00",
="00647L","元大S&P500正2","218,019","131","17,588,664","80.20","80.90","80.20","80.50","+","0.05","80.50","107","80.60","1","0.00",
="00648R","元大S&P500反1","1,731,713","114","8,978,170","5.20","5.20","5.17","5.19","+","0.01","5.18","2,454","5.19","261","0.00",
