"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","14,351,450","29,832","2,335,488,916","163.90","164.05","161.30","161.90","-","0.95","161.85","38","161.90","11","0.00",
="0051","元大中型100","37,280","213","2,487,093","67.00","67.00","66.40","66.50","-","0.10","66.30","3","66.50","1","0.00",
="0052","富邦科技","504,541","1,026","79,126,810","158.00","158.00","154.90","155.45","-","1.85","155.40","1","155.45","2","0.00",
="0053","元大電子","3,121","101","266,742","85.70","85.70","85.50","85.50","-","0.55","85.30","1","86.05","3","0.00",
="0055","元大MSCI金融","246,068","534","6,330,844","25.86","25.88","25.69","25.85","-","0.01","25.75","1","25.85","49","0.00",
="0056","元大高股息","46,041,551","36,436","1,452,698,748","31.76","31.78","31.45","31.46","-","0.16","31.46","267","31.47","40","0.00",
="0057","富邦摩台","14,037","107","1,700,891","122.00","122.05","120.85","120.85","-","0.75","120.55","20","121.20","20","0.00",
="0061","元大寶滬深","382,690","140","7,145,908","18.66","18.75","18.61","18.66"," ","0.00","18.66","54","18.67","3","0.00",
="006203","元大MSCI台灣","9,816","103","740,050","75.80","75.80","75.20","75.20","-","0.75","72.00","1","75.15","5","0.00",
="006204","永豐臺灣加權","3,400","64","335,747","98.55","98.55","98.55","98.55","-","0.50","98.40","1","98.85","20","0.00",
="006205","富邦上証","174,157","201","5,638,205","32.39","32.43","32.28","32.36","+","0.06","32.31","100","32.33","1","0.00",
="006206","元大上證50","19,626","104","613,426","31.16","31.47","31.16","31.34","+","0.18","31.27","89","31.30","1","0.00",
="006207","復華滬深","66,513","18","1,620,574","24.31","24.46","24.31","24.34","+","0.01","24.32","50","24.34","1","0.00",
="006208","富邦台50","6,686,736","10,319","640,521,434","96.50","96.50","94.85","95.10","-","0.55","95.10","66","95.15","4","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.23","5","7.32","5","0.00",
="00631L","元大台灣50正2","9,179,254","6,550","1,471,593,727","162.20","162.50","158.30","158.60","-","2.50","158.60","197","158.65","6","0.00",
="00632R","元大台灣50反1","37,485,501","7,217","960,686,122","25.51","25.80","25.47","25.74","+","0.12","25.74","1,953","25.75","59","0.00",
="00633L","富邦上証正2","3,010,399","647","114,236,153","37.76","38.24","37.70","37.99","+","0.28","37.97","4","37.99","114","0.00",
="00634R","富邦上証反1","166,070","24","658,167","3.97","3.97","3.96","3.96","-","0.01","3.96","684","3.97","511","0.00",
="00635U","期元大S&P黃金","13,966,772","4,537","521,145,732","37.14","37.54","37.05","37.07","-","0.09","37.07","60","37.08","10","0.00",
="00636","國泰中國A50","506,420","376","11,481,163","22.66","22.78","22.63","22.68","+","0.06","22.67","164","22.68","10","0.00",
="00636K","國泰中國A50+U","200","2","1,400","7.00","7.00","7.00","7.00","+","0.01","6.98","10","7.03","2","0.00",
="00637L","元大滬深300正2","37,250,124","3,965","573,034,689","15.35","15.51","15.29","15.36","+","0.09","15.36","1,779","15.37","26","0.00",
="00638R","元大滬深300反1","226,381","49","1,896,669","8.41","8.42","8.36","8.40"," ","0.00","8.39","5","8.40","206","0.00",
="00639","富邦深100","393,455","311","4,401,253","11.21","11.25","11.11","11.14","-","0.06","11.14","3","11.15","5","0.00",
="00640L","富邦日本正2","864,951","337","39,898,369","46.09","46.55","45.78","45.78","+","0.31","45.78","88","45.81","1","0.00",
="00641R","富邦日本反1","1,546,839","211","9,529,622","6.16","6.20","6.15","6.19","-","0.02","6.18","173","6.19","265","0.00",
