"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","61,781,569","40,208","3,297,972,688","53.40","53.55","53.25","53.35","+","0.50","53.30","124","53.35","186","0.00",
="0051","元大中型100","82,097","358","6,961,849","84.25","85.00","84.25","84.95","+","0.70","84.75","50","84.90","1","0.00",
="0052","富邦科技","1,238,330","1,346","259,511,211","209.15","210.10","209.00","209.80","+","2.30","209.80","1","209.85","1","0.00",
="0053","元大電子","14,274","148","1,664,965","117.10","117.10","116.35","116.85","+","1.30","116.40","2","116.65","1","0.00",
="0055","元大MSCI金融","102,351","364","3,096,316","30.25","30.36","30.15","30.22","-","0.03","30.21","1","30.22","1","0.00",
="0056","元大高股息","49,259,569","22,801","1,740,794,785","35.30","35.45","35.23","35.41","+","0.30","35.40","464","35.41","45","0.00",
="0057","富邦摩台","143,457","111","22,719,504","158.30","158.75","158.15","158.60","+","1.55","158.10","10","158.70","10","0.00",
="0061","元大寶滬深","411,810","338","8,743,293","21.13","21.35","21.13","21.18","+","0.19","21.18","20","21.20","1","0.00",
="006203","元大MSCI台灣","8,229","113","803,872","97.80","98.10","97.80","98.00","+","0.80","97.70","26","97.80","1","0.00",
="006204","永豐臺灣加權","41,544","140","5,203,354","125.40","125.60","125.05","125.05","+","0.70","125.00","50","125.30","1","0.00",
="006205","富邦上証","444,706","373","16,184,582","36.32","36.59","36.21","36.36","+","0.28","36.36","8","36.37","3","0.00",
="006206","元大上證50","301,596","216","10,219,973","33.80","34.03","33.64","33.85","+","0.10","33.83","4","33.85","2","0.00",
="006207","復華滬深","30,303","83","846,444","27.90","28.01","27.85","27.97","+","0.28","27.94","1","27.97","57","0.00",
="006208","富邦台50","10,393,500","10,934","1,296,364,277","124.75","125.05","124.40","124.85","+","1.50","124.75","1","124.85","462","0.00",
