"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","104,776,108","64,536","6,669,961,671","63.75","63.90","63.45","63.80","+","1.45","63.75","95","63.80","1,555","0.00",
="0051","元大中型100","102,302","335","9,219,828","89.55","90.50","89.55","90.30","+","1.55","90.00","1","90.15","1","0.00",
="0052","富邦科技","3,057,982","4,455","781,557,951","255.75","256.15","254.85","255.80","+","6.85","255.70","5","255.80","38","0.00",
="0053","元大電子","20,475","202","2,857,624","139.50","140.15","139.50","140.15","+","3.85","140.00","6","140.15","2","0.00",
="0055","元大MSCI金融","288,821","453","8,980,749","31.30","31.38","30.90","31.03","+","0.01","31.01","2","31.03","7","0.00",
="0056","元大高股息","75,123,538","32,354","2,795,014,603","37.20","37.32","37.10","37.24","+","0.43","37.23","211","37.24","698","0.00",
="0057","富邦摩台","18,471","42","3,440,734","185.00","186.70","185.00","186.70","+","4.70","185.85","10","186.55","10","0.00",
="0061","元大寶滬深","1,068,699","562","24,135,465","22.20","22.65","22.20","22.65","+","0.71","22.65","60","22.66","10","0.00",
="006203","元大MSCI台灣","10,664","157","1,228,020","114.90","115.80","114.90","115.45","+","2.40","115.00","22","115.35","1","0.00",
="006204","永豐臺灣加權","25,119","150","3,544,984","141.00","141.25","140.90","141.25","+","2.90","141.00","2","141.25","1","0.00",
="006205","富邦上証","1,529,198","608","59,224,671","38.35","38.90","38.35","38.88","+","1.24","38.88","53","38.89","3","0.00",
="006206","元大上證50","297,071","294","10,624,214","35.67","35.88","35.64","35.80","+","0.93","35.80","2","35.81","12","0.00",
="006207","復華滬深","350,924","264","10,471,714","29.52","29.90","29.52","29.87","+","0.97","29.85","104","29.87","13","0.00",
="006208","富邦台50","11,744,261","14,273","1,753,421,190","149.15","149.75","148.90","149.35","+","3.65","149.30","14","149.35","111","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.96","1","8.97","3","0.00",
="00631L","元大台灣50正2","4,462,079","6,182","1,546,787,217","347.20","348.70","344.40","347.75","+","15.35","347.70","9","347.75","42","0.00",
="00632R","元大台灣50反1","63,086,837","11,905","1,073,227,813","17.00","17.08","16.97","16.98","-","0.41","16.98","1,846","16.99","153","0.00",
="00633L","富邦上証正2","9,922,552","1,845","510,554,521","51.00","51.90","50.45","51.75","+","3.16","51.75","241","51.80","152","0.00",
="00634R","富邦上証反1","552,999","89","1,756,196","3.23","3.23","3.17","3.17","-","0.11","3.16","486","3.17","281","0.00",
="00635U","期元大S&P黃金","10,280,956","7,629","452,844,171","44.10","44.29","43.83","44.06","-","0.13","44.06","12","44.07","3","0.00",
="00636","國泰中國A50","3,796,774","875","100,495,425","26.16","26.64","26.16","26.56","+","0.84","26.56","130","26.57","83","0.00",
="00636K","國泰中國A50+U","200","2","1,734","8.67","8.67","8.67","8.67","+","0.27","8.61","2","8.70","2","0.00",
="00637L","元大滬深300正2","75,632,795","9,195","1,581,563,351","20.73","21.09","20.73","21.02","+","1.28","21.02","1,169","21.03","272","0.00",
="00638R","元大滬深300反1","1,196,450","195","7,997,534","6.75","6.75","6.67","6.68","-","0.20","6.67","1","6.68","106","0.00",
="00639","富邦深100","2,210,322","666","32,901,129","14.75","14.97","14.75","14.91","+","0.60","14.90","100","14.91","60","0.00",
="00640L","富邦日本正2","1,419,462","329","104,774,970","73.45","74.20","73.40","73.95","+","3.20","73.90","1","73.95","63","0.00",
="00641R","富邦日本反1","837,693","112","3,962,283","4.73","4.74","4.71","4.74","-","0.10","4.73","108","4.74","466","0.00",
="00642U","期元大S&P石油","24,449,279","3,304","390,769,843","16.00","16.02","15.94","16.02","+","0.26","16.02","872","16.03","105","0.00",
="00643","群益深証中小","5,012,658","658","81,783,201","16.20","16.38","16.18","16.35","+","0.65","16.35","60","16.36","14","0.00",
="00643K","群益深証中小+R","1,000","1","3,800","3.80","3.80","3.80","3.80","X","0.00","3.72","3","3.81","1","0.00",
="00645","富邦日本","261,996","494","12,133,093","46.22","46.45","46.20","46.37","+","1.02","46.34","2","46.37","4","0.00",
="00646","元大S&P500","5,231,217","2,655","344,652,252","66.00","66.00","65.70","66.00","+","1.50","65.95","651","66.00","562","0.00",
="00647L","元大S&P500正2","126,215","371","14,667,947","116.30","116.50","116.00","116.35","+","4.45","116.35","120","116.40","1","0.00",
="00648R","元大S&P500反1","5,276,202","230","22,853,286","4.35","4.35","4.32","4.33","-","0.11","4.32","1,591","4.33","5,719","0.00",
="00650L","復華香港正2","12,468,245","1,711","230,575,693","18.51","18.64","18.37","18.48","+","0.92","18.48","1,518","18.49","46","0.00",
="00651R","復華香港反1","1,365,019","106","7,059,907","5.08","5.23","5.08","5.18","-","0.17","5.18","301","5.20","326","0.00",
="00652","富邦印度","653,884","594","24,514,334","37.62","37.62","37.36","37.54","-","0.08","37.53","56","37.55","2","0.00",
="00653L","富邦印度正2","365,196","236","21,508,274","59.70","59.70","58.65","59.20","-","0.50","59.20","3","59.25","1","0.00",
="00654R","富邦印度反1","509,070","35","3,139,412","6.20","6.22","6.14","6.15","+","0.02","6.16","10","6.17","20","0.00",
="00655L","國泰中國A50正2","6,015,032","900","215,740,602","35.50","36.16","35.50","36.08","+","2.25","36.05","31","36.08","235","0.00",
="00656R","國泰中國A50反1","493,951","101","2,925,779","6.00","6.00","5.90","5.91","-","0.19","5.90","315","5.91","415","0.00",
="00657","國泰日經225","175,944","124","10,433,635","59.05","59.50","59.05","59.40","+","2.15","59.35","101","59.40","9","0.00",
="00657K","國泰日經225+U","200","2","3,854","19.27","19.27","19.27","19.27","+","0.61","19.22","4","19.40","1","0.00",
="00660","元大歐洲50","39,909","184","1,628,140","40.74","40.95","40.74","40.75","+","0.31","40.79","59","40.82","1","0.00",
="00661","元大日經225","511,282","377","33,097,192","64.35","64.95","64.25","64.80","+","2.20","64.80","103","64.90","27","0.00",
="00662","富邦NASDAQ","3,513,607","2,965","355,367,107","101.05","101.35","100.95","101.35","+","2.85","101.35","3","101.40","45","0.00",
="00663L","國泰臺灣加權正2","9,262,637","4,215","418,166,413","45.30","45.41","44.86","45.28","+","1.94","45.28","170","45.29","326","0.00",
="00664R","國泰臺灣加權反1","21,146,685","1,064","58,090,807","2.74","2.76","2.74","2.74","-","0.07","2.74","4,639","2.75","2,560","0.00",
="00665L","富邦恒生國企正2","43,176,424","4,122","519,551,638","11.98","12.17","11.93","12.07","+","0.65","12.07","82","12.08","201","0.00",
="00666R","富邦恒生國企反1","270,000","35","2,277,480","8.46","8.46","8.38","8.41","-","0.25","8.40","81","8.41","13","0.00",
