"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","107,016,033","83,702","5,401,314,116","51.05","51.05","50.25","50.45","-","0.60","50.40","1,328","50.45","219","0.00",
="0051","元大中型100","48,838","213","3,810,817","78.15","78.50","77.65","77.70","-","0.45","77.45","1","77.75","6","0.00",
="0052","富邦科技","732,939","1,235","145,446,087","200.70","200.70","197.20","198.05","-","2.65","198.05","8","198.30","13","0.00",
="0053","元大電子","12,786","123","1,383,187","109.05","109.45","107.60","108.00","-","1.05","107.95","3","108.25","1","0.00",
="0055","元大MSCI金融","143,398","360","4,176,374","29.32","29.32","29.00","29.00","-","0.43","29.00","44","29.11","1","0.00",
="0056","元大高股息","42,723,814","26,535","1,484,160,314","34.95","34.95","34.60","34.70","-","0.26","34.69","428","34.70","363","0.00",
="0057","富邦摩台","74,946","121","11,273,791","150.70","151.00","149.80","149.80","-","1.75","149.20","20","150.15","5","0.00",
="0061","元大寶滬深","448,564","190","8,511,961","18.92","19.06","18.91","19.06","+","0.15","19.03","1","19.06","3","0.00",
="006203","元大MSCI台灣","19,841","89","1,842,202","93.20","93.75","92.75","92.75","-","0.85","92.10","27","92.60","1","0.00",
="006204","永豐臺灣加權","65,098","102","7,757,087","119.95","120.00","118.75","119.20","-","1.10","119.00","1","119.15","20","0.00",
="006205","富邦上証","378,331","299","12,422,512","32.61","32.95","32.61","32.94","+","0.32","32.94","73","32.95","3","0.00",
="006206","元大上證50","352,850","129","10,996,026","31.05","31.23","31.05","31.22","+","0.16","31.18","56","31.23","101","0.00",
="006207","復華滬深","113,523","87","2,833,904","24.88","25.00","24.86","24.99","+","0.15","24.99","49","25.00","1","0.00",
="006208","富邦台50","12,600,795","13,884","1,486,915,105","118.95","118.95","117.40","117.80","-","1.50","117.80","87","117.85","295","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.97","1","8.05","6","0.00",
="00631L","元大台灣50正2","13,279,277","8,035","3,137,185,312","239.50","240.35","233.70","235.60","-","5.00","235.60","166","235.65","32","0.00",
="00632R","元大台灣50反1","38,458,655","5,018","800,812,290","20.68","20.95","20.66","20.86","+","0.24","20.85","322","20.86","3,903","0.00",
="00633L","富邦上証正2","3,186,016","445","130,231,484","40.70","41.22","40.66","41.00","+","0.19","41.00","42","41.02","60","0.00",
="00634R","富邦上証反1","242,010","16","861,793","3.56","3.57","3.55","3.55","-","0.01","3.55","91","3.56","478","0.00",
="00635U","期元大S&P黃金","1,331,401","1,211","48,152,089","36.11","36.23","36.10","36.20","-","0.20","36.19","2","36.20","2","0.00",
="00636","國泰中國A50","964,753","292","21,699,821","22.44","22.58","22.42","22.56","+","0.09","22.56","53","22.58","9","0.00",
="00636K","國泰中國A50+U","200","2","1,528","7.64","7.64","7.64","7.64","-","0.03","7.58","2","7.66","2","0.00",
="00637L","元大滬深300正2","20,212,931","3,187","330,620,087","16.27","16.46","16.23","16.39","+","0.13","16.39","1,005","16.40","414","0.00",
="00638R","元大滬深300反1","647,019","30","4,794,290","7.41","7.42","7.39","7.41","+","0.02","7.39","458","7.41","118","0.00",
="00639","富邦深100","1,067,068","299","12,423,546","11.56","11.72","11.56","11.70","+","0.14","11.70","109","11.71","10","0.00",
="00640L","富邦日本正2","534,560","313","30,054,009","56.35","56.40","56.10","56.25","-","1.00","56.20","2","56.25","63","0.00",
="00641R","富邦日本反1","795,636","93","4,345,692","5.46","5.47","5.45","5.47","+","0.04","5.46","1,038","5.47","31","0.00",
="00642U","期元大S&P石油","2,802,712","679","46,864,155","16.74","16.75","16.69","16.69","+","0.24","16.69","4","16.70","38","0.00",
="00643","群益深証中小","2,023,919","153","26,701,104","13.19","13.21","13.11","13.20","+","0.07","13.20","67","13.21","56","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.19","1","3.23","1","0.00",
="00645","富邦日本","416,138","447","16,736,841","40.26","40.28","40.19","40.24","-","0.37","40.23","5","40.24","187","0.00",
="00646","元大S&P500","1,822,934","1,549","108,233,956","59.30","59.55","59.20","59.45","+","0.20","59.45","488","59.50","54","0.00",
="00647L","元大S&P500正2","533,679","222","54,235,446","101.50","101.80","101.25","101.65","-","0.20","101.60","60","101.65","2","0.00",
="00648R","元大S&P500反1","347,150","34","1,588,169","4.57","4.59","4.57","4.59","+","0.02","4.58","1,388","4.59","4,404","0.00",
="00650L","復華香港正2","7,566,374","1,023","125,167,427","16.71","16.71","16.41","16.51","-","0.20","16.51","1,107","16.54","244","0.00",
="00651R","復華香港反1","588,630","57","3,213,185","5.44","5.47","5.43","5.46","+","0.04","5.46","300","5.47","563","0.00",
="00652","富邦印度","225,547","334","7,963,708","35.35","35.40","35.26","35.34","-","0.19","35.30","1","35.35","10","0.00",
="00653L","富邦印度正2","311,287","209","16,951,253","54.70","54.75","54.30","54.50","-","0.70","54.45","3","54.50","9","0.00",
="00654R","富邦印度反1","275,100","48","1,761,099","6.39","6.41","6.38","6.41","+","0.07","6.39","175","6.41","21","0.00",
="00655L","國泰中國A50正2","1,671,469","260","47,353,288","28.29","28.57","28.16","28.42","+","0.08","28.42","243","28.44","10","0.00",
="00656R","國泰中國A50反1","303,500","17","1,991,210","6.58","6.58","6.54","6.56"," ","0.00","6.56","559","6.57","203","0.00",
="00657","國泰日經225","26,778","111","1,271,687","47.61","47.61","47.44","47.44","-","0.59","47.44","119","47.49","141","0.00",
="00657K","國泰日經225+U","200","2","3,226","16.13","16.13","16.13","16.13","-","0.32","15.97","4","16.13","1","0.00",
