"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","14,373,334","20,351","2,627,429,657","180.90","183.85","180.90","183.60","+","2.80","183.55","4","183.60","75","0.00",
="0051","元大中型100","39,798","272","2,903,937","72.80","73.50","72.60","73.50","+","1.30","73.50","1","73.55","1","0.00",
="0052","富邦科技","312,137","820","54,910,563","175.50","176.80","174.95","176.80","+","2.65","176.75","1","176.80","2","0.00",
="0053","元大電子","7,521","108","723,451","96.15","96.60","96.00","96.60","+","1.00","96.05","58","96.65","1","0.00",
="0055","元大MSCI金融","262,874","311","7,402,925","28.00","28.34","28.00","28.34","+","0.42","28.23","52","28.34","3","0.00",
="0056","元大高股息","43,246,305","16,292","1,493,293,764","34.19","34.62","34.19","34.56","+","0.37","34.55","197","34.56","211","0.00",
="0057","富邦摩台","38,234","126","5,163,656","134.70","135.45","134.50","135.40","+","1.05","135.55","10","135.90","10","0.00",
="0061","元大寶滬深","190,476","133","3,455,568","18.08","18.20","18.01","18.20","+","0.13","18.15","61","18.20","5","0.00",
="006203","元大MSCI台灣","4,669","88","392,842","84.40","84.40","84.00","84.40","+","0.55","84.15","23","84.95","1","0.00",
="006204","永豐臺灣加權","3,717","88","406,426","109.50","109.80","109.50","109.80","+","1.15","109.50","1","110.15","1","0.00",
="006205","富邦上証","1,410,426","535","44,009,093","31.17","31.29","31.10","31.19","-","0.01","31.19","60","31.21","13","0.00",
="006206","元大上證50","250,079","216","7,552,708","30.47","30.47","30.03","30.15","+","0.06","30.12","1","30.15","1","0.00",
="006207","復華滬深","58,446","8","1,384,564","23.67","23.72","23.66","23.72","+","0.20","23.69","50","23.72","1","0.00",
="006208","富邦台50","6,397,723","8,757","685,092,066","106.50","107.65","106.45","107.55","+","1.40","107.50","3","107.55","1","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.47","5","7.55","3","0.00",
="00631L","元大台灣50正2","5,447,941","4,772","1,077,999,074","196.10","200.00","196.05","199.50","+","4.90","199.50","4","199.55","1","0.00",
