"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","14,434,475","44,627","2,605,408,836","181.10","181.15","179.55","180.50","-","0.60","180.50","32","180.55","4","0.00",
="0051","元大中型100","41,374","280","3,156,008","76.25","76.50","76.10","76.30","+","0.25","76.30","3","76.35","1","0.00",
="0052","富邦科技","463,826","1,590","82,583,635","178.50","179.20","177.10","178.10","-","0.85","178.05","1","178.30","54","0.00",
="0053","元大電子","10,340","102","993,435","96.55","96.55","95.55","96.35","-","0.45","95.35","54","96.10","1","0.00",
="0055","元大MSCI金融","56,090","278","1,600,372","28.48","28.62","28.48","28.49","+","0.01","28.49","10","28.50","2","0.00",
="0056","元大高股息","42,101,746","36,540","1,510,668,902","35.93","36.02","35.81","35.89","-","0.04","35.89","159","35.90","91","0.00",
="0057","富邦摩台","18,313","81","2,467,716","135.30","135.30","134.70","134.85","-","1.15","134.50","2","134.55","3","0.00",
="0061","元大寶滬深","1,538,935","591","30,803,066","19.70","20.20","19.67","20.07","+","0.47","20.06","1","20.07","13","0.00",
="006203","元大MSCI台灣","13,748","98","1,157,454","84.20","84.55","83.95","84.45","-","0.30","83.85","2","84.20","1","0.00",
="006204","永豐臺灣加權","4,012","97","442,374","110.50","110.50","110.35","110.45","-","0.10","110.05","1","110.55","8","0.00",
="006205","富邦上証","1,007,004","590","34,484,816","33.53","34.59","33.53","34.34","+","0.82","34.32","3","34.34","4","0.00",
="006206","元大上證50","527,182","327","17,283,967","31.88","33.09","31.88","32.93","+","0.94","32.93","1","32.96","66","0.00",
="006207","復華滬深","157,651","115","4,125,571","25.80","26.45","25.80","26.28","+","0.64","26.26","3","26.28","47","0.00",
="006208","富邦台50","8,817,100","26,158","934,900,797","106.35","106.50","105.50","105.90","-","0.45","105.85","81","105.90","36","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.56","5","7.61","4","0.00",
="00631L","元大台灣50正2","3,885,850","4,983","831,483,048","214.85","215.35","212.20","213.80","-","0.15","213.70","2","213.80","64","0.00",
="00632R","元大台灣50反1","36,755,207","4,318","883,272,342","24.00","24.14","23.96","24.04"," ","0.00","24.04","805","24.05","66","0.00",
="00633L","富邦上証正2","25,141,307","4,918","1,034,409,182","39.61","42.20","39.58","41.59","+","2.28","41.59","292","41.60","8","0.00",
