"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","80,703,644","30,768","4,113,939,185","51.00","51.10","50.80","51.00","+","0.30","51.00","845","51.05","811","0.00",
="0051","元大中型100","74,984","206","5,807,111","77.05","77.65","77.05","77.50","+","0.45","77.35","54","77.50","1","0.00",
="0052","富邦科技","912,314","1,243","182,628,379","200.00","200.45","199.85","200.40","+","1.30","200.35","1","200.40","6","0.00",
="0053","元大電子","15,364","112","1,668,952","108.65","108.80","108.50","108.65","+","0.15","108.30","17","108.90","1","0.00",
="0055","元大MSCI金融","34,182","278","1,010,972","29.68","29.70","29.51","29.51","-","0.17","29.51","57","29.53","2","0.00",
="0056","元大高股息","26,976,759","11,865","940,101,332","34.86","34.92","34.78","34.85","+","0.07","34.84","588","34.85","41","0.00",
="0057","富邦摩台","47,285","19","7,136,397","150.65","151.15","150.65","150.90","+","0.85","150.75","20","151.35","10","0.00",
="0061","元大寶滬深","109,075","123","2,057,433","18.83","18.92","18.80","18.86","-","0.07","18.86","57","18.87","1","0.00",
="006203","元大MSCI台灣","7,855","112","733,437","93.50","93.80","93.40","93.40","+","0.60","93.20","23","93.50","1","0.00",
="006204","永豐臺灣加權","62,989","79","7,548,006","119.90","120.00","119.65","119.70","+","0.55","119.65","50","119.85","1","0.00",
="006205","富邦上証","331,296","190","10,749,009","32.41","32.57","32.28","32.54","-","0.04","32.54","69","32.57","1","0.00",
="006206","元大上證50","43,636","141","1,349,007","30.94","31.00","30.80","30.97","-","0.11","30.88","62","31.21","60","0.00",
="006207","復華滬深","47,732","14","1,179,042","24.67","24.72","24.67","24.72","-","0.06","24.71","105","24.72","1","0.00",
="006208","富邦台50","9,784,537","7,276","1,165,105,153","119.10","119.35","118.80","119.15","+","0.50","119.10","422","119.15","40","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.96","6","8.04","1","0.00",
="00631L","元大台灣50正2","4,494,060","3,828","1,073,787,847","239.15","239.85","237.90","239.65","+","2.80","239.60","1","239.65","53","0.00",
="00632R","元大台灣50反1","18,947,446","3,481","392,301,639","20.69","20.76","20.67","20.70","-","0.08","20.69","323","20.70","18","0.00",
="00633L","富邦上証正2","4,606,662","918","189,605,994","41.38","41.44","40.90","41.20","-","0.49","41.20","340","41.26","1","0.00",
="00634R","富邦上証反1","43,277","12","152,891","3.54","3.54","3.53","3.53","+","0.01","3.52","379","3.53","82","0.00",
="00635U","期元大S&P黃金","2,023,749","1,090","74,717,170","37.04","37.04","36.83","36.86","-","0.56","36.86","236","36.87","2","0.00",
="00636","國泰中國A50","1,317,488","287","29,617,639","22.50","22.53","22.38","22.49","-","0.09","22.49","9","22.50","1","0.00",
="00636K","國泰中國A50+U","200","2","1,544","7.72","7.72","7.72","7.72","-","0.03","7.66","2","7.74","2","0.00",
="00637L","元大滬深300正2","38,081,189","4,821","623,284,444","16.43","16.48","16.27","16.41","-","0.18","16.41","154","16.42","156","0.00",
="00638R","元大滬深300反1","727,078","31","5,324,390","7.33","7.35","7.31","7.33","+","0.03","7.31","207","7.33","354","0.00",
="00639","富邦深100","629,193","209","7,242,037","11.51","11.56","11.48","11.56"," ","0.00","11.56","13","11.57","154","0.00",
="00640L","富邦日本正2","1,394,780","669","82,459,211","58.75","59.55","58.75","59.05","+","1.65","59.00","1","59.05","23","0.00",
="00641R","富邦日本反1","3,112,345","298","16,685,640","5.38","5.38","5.34","5.37","-","0.07","5.36","231","5.37","61","0.00",
="00642U","期元大S&P石油","517,740","213","8,488,522","16.41","16.43","16.37","16.41","-","0.01","16.40","17","16.41","950","0.00",
="00643","群益深証中小","2,373,068","164","30,708,292","12.94","12.97","12.85","12.96","+","0.01","12.96","116","12.97","21","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.17","1","3.21","1","0.00",
="00645","富邦日本","1,067,046","745","44,021,571","41.08","41.34","41.08","41.26","+","0.66","41.24","1","41.25","10","0.00",
="00646","元大S&P500","1,606,876","977","93,681,956","58.20","58.35","58.20","58.30","+","0.35","58.25","55","58.30","220","0.00",
="00647L","元大S&P500正2","376,944","266","37,648,298","99.80","99.95","99.75","99.80","+","1.10","99.80","61","99.85","3","0.00",
="00648R","元大S&P500反1","620,296","83","2,845,610","4.59","4.60","4.58","4.60","-","0.01","4.59","226","4.60","5,274","0.00",
="00650L","復華香港正2","9,005,722","1,532","151,057,401","16.68","16.91","16.59","16.90","+","0.25","16.88","13","16.90","384","0.00",
="00651R","復華香港反1","2,009,510","119","10,830,340","5.40","5.43","5.37","5.38","-","0.03","5.37","12","5.38","212","0.00",
="00652","富邦印度","141,859","206","5,080,424","35.72","35.87","35.72","35.75","+","0.05","35.72","1","35.75","57","0.00",
="00653L","富邦印度正2","224,314","157","12,726,085","56.55","56.95","56.45","56.45","+","0.10","56.40","13","56.45","6","0.00",
="00654R","富邦印度反1","195,054","11","1,211,846","6.23","6.23","6.21","6.23","-","0.04","6.23","156","6.25","37","0.00",
="00655L","國泰中國A50正2","2,342,552","533","66,825,792","28.58","28.72","28.38","28.63","-","0.32","28.62","1","28.63","387","0.00",
="00656R","國泰中國A50反1","239,088","20","1,551,501","6.49","6.50","6.48","6.49","+","0.05","6.48","221","6.49","279","0.00",
="00657","國泰日經225","87,308","150","4,277,245","48.83","49.19","48.83","48.91","+","0.70","48.91","2","48.95","10","0.00",
="00657K","國泰日經225+U","200","2","3,366","16.83","16.83","16.83","16.83","+","0.38","16.65","4","16.81","1","0.00",
="00660","元大歐洲50","279,714","279","11,107,919","39.54","39.83","39.53","39.83","+","0.64","39.82","3","39.83","19","0.00",
="00661","元大日經225","839,897","504","44,917,293","53.20","53.70","53.20","53.45","+","0.90","53.45","27","53.50","69","0.00",
="00662","富邦NASDAQ","1,174,081","1,209","102,704,541","87.50","87.60","87.35","87.45","+","0.35","87.40","41","87.45","2","0.00",
="00663L","國泰臺灣加權正2","4,477,983","1,473","140,050,101","31.30","31.37","31.12","31.34","+","0.28","31.33","8","31.34","435","0.00",
="00664R","國泰臺灣加權反1","10,795,578","455","36,139,039","3.34","3.36","3.34","3.35","-","0.01","3.34","3,472","3.35","1,350","0.00",
="00665L","富邦恒生國企正2","24,086,943","2,704","273,760,594","11.32","11.48","11.24","11.45","+","0.12","11.44","51","11.45","349","0.00",
="00666R","富邦恒生國企反1","728,320","101","6,251,716","8.64","8.64","8.56","8.56","-","0.06","8.56","8","8.58","61","0.00",
="00668","國泰美國道瓊","25,395","104","1,218,205","47.92","48.01","47.92","47.97","+","0.21","47.98","21","47.99","1","0.00",
="00668K","國泰美國道瓊+U","200","2","3,286","16.43","16.43","16.43","16.43","+","0.18","16.22","1","16.71","1","0.00",
="00669R","國泰美國道瓊反1","1,395,051","182","8,251,240","5.91","5.93","5.91","5.93","-","0.03","5.92","246","5.93","3,449","0.00",
="00670L","富邦NASDAQ正2","646,498","891","92,499,068","142.95","143.30","142.80","142.90","+","1.55","142.85","1","142.90","1","0.00",
