"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","229,413,552","276,109","14,391,151,897","62.95","63.15","62.30","63.15","-","0.80","63.10","388","63.15","1,449","0.00",
="0051","元大中型100","129,886","667","11,606,501","90.25","90.55","88.05","90.30","-","0.35","90.45","1","90.55","1","0.00",
="0052","富邦科技","4,728,977","16,107","1,194,856,588","253.00","254.35","250.60","253.60","-","3.75","253.60","36","253.65","80","0.00",
="0053","元大電子","136,886","209","18,859,781","138.00","138.35","136.25","138.20","-","2.60","138.00","1","138.20","1","0.00",
="0055","元大MSCI金融","109,013","359","3,333,100","30.66","30.69","30.44","30.69","-","0.04","30.66","1","30.69","2","0.00",
="0056","元大高股息","131,885,420","79,167","4,809,122,196","36.42","36.80","36.30","36.78","-","0.18","36.77","1,076","36.78","11","0.00",
="0057","富邦摩台","89,722","45","16,416,386","182.95","184.05","182.45","183.85","-","2.70","183.40","1","183.75","5","0.00",
="0061","元大寶滬深","247,609","247","5,479,465","22.12","22.26","21.98","22.19","+","0.02","22.19","59","22.23","3","0.00",
="006203","元大MSCI台灣","2,300","118","261,178","113.95","113.95","113.95","113.95","-","1.80","113.95","1","114.05","1","0.00",
="006204","永豐臺灣加權","3,985","32","553,343","138.15","139.30","138.15","139.30","-","3.65","139.30","1","139.45","1","0.00",
="006205","富邦上証","820,622","302","31,081,266","38.03","38.12","37.59","38.12","-","0.07","38.11","8","38.14","105","0.00",
="006206","元大上證50","338,371","254","11,858,878","35.14","35.31","34.83","35.30","-","0.07","35.25","3","35.30","106","0.00",
="006207","復華滬深","238,090","173","6,975,474","29.24","29.47","29.03","29.47","-","0.03","29.45","2","29.47","49","0.00",
="006208","富邦台50","13,117,642","40,726","1,928,122,408","147.00","147.90","146.00","147.55","-","2.20","147.55","111","147.60","9","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.78","6","8.88","3","0.00",
="00631L","元大台灣50正2","9,387,002","17,885","3,127,992,194","333.35","338.65","328.30","338.30","-","7.80","338.25","12","338.30","2","0.00",
="00632R","元大台灣50反1","107,110,564","14,197","1,855,969,053","17.31","17.45","17.19","17.21","+","0.16","17.21","1,766","17.22","332","0.00",
="00633L","富邦上証正2","4,820,955","1,032","235,452,261","48.90","49.50","48.26","49.38","-","0.14","49.32","2","49.38","64","0.00",
="00634R","富邦上証反1","1,157,022","35","3,782,471","3.25","3.28","3.25","3.26","+","0.03","3.24","210","3.26","483","0.00",
="00635U","期元大S&P黃金","3,899,152","3,308","166,097,844","42.55","42.89","42.48","42.89","-","0.13","42.88","22","42.89","25","0.00",
="00636","國泰中國A50","2,525,777","455","65,588,921","25.99","26.10","25.84","26.08","+","0.03","26.06","100","26.08","143","0.00",
="00636K","國泰中國A50+U","300","3","2,525","8.37","8.44","8.37","8.44","-","0.04","8.40","2","8.49","2","0.00",
="00637L","元大滬深300正2","37,906,045","5,161","755,356,653","19.89","20.17","19.66","20.06","-","0.09","20.06","1,676","20.07","1","0.00",
="00638R","元大滬深300反1","1,662,250","71","11,467,143","6.88","6.93","6.85","6.87","+","0.03","6.85","352","6.87","261","0.00",
="00639","富邦深100","1,996,811","487","28,982,438","14.50","14.67","14.29","14.66","+","0.01","14.63","10","14.66","161","0.00",
="00640L","富邦日本正2","1,586,678","895","111,469,557","71.25","71.75","68.70","71.75","-","2.30","71.70","124","71.75","152","0.00",
="00641R","富邦日本反1","2,788,612","273","13,505,994","4.80","4.88","4.80","4.80","+","0.06","4.80","12","4.81","476","0.00",
="00642U","期元大S&P石油","2,470,584","531","38,674,224","15.69","15.73","15.59","15.73","-","0.06","15.73","3","15.74","1,006","0.00",
="00643","群益深証中小","2,996,759","217","48,004,852","16.10","16.16","15.78","16.11","-","0.10","16.07","111","16.11","81","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.68","2","3.75","1","0.00",
="00645","富邦日本","2,253,671","936","101,435,623","45.59","45.66","44.74","45.66","-","0.76","45.65","22","45.70","1","0.00",
="00646","元大S&P500","12,999,905","4,638","846,109,816","64.95","65.50","64.80","65.45","-","0.50","65.45","170","65.50","505","0.00",
="00647L","元大S&P500正2","253,853","293","28,699,393","113.50","114.20","112.65","114.00","-","1.40","114.00","70","114.05","5","0.00",
="00648R","元大S&P500反1","1,450,390","152","6,391,353","4.39","4.42","4.39","4.40","+","0.04","4.39","23","4.40","2,852","0.00",
="00650L","復華香港正2","16,188,965","1,768","283,652,635","17.56","17.84","17.26","17.78","-","0.29","17.77","7","17.78","598","0.00",
