"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","56,031,630","59,230","3,133,893,488","56.00","56.05","55.80","56.00"," ","0.00","55.95","258","56.00","2,889","0.00",
="0051","元大中型100","343,424","565","29,112,792","85.35","86.00","84.20","84.50","-","0.70","84.50","1","84.70","3","0.00",
="0052","富邦科技","482,644","1,319","106,059,982","221.00","221.30","219.00","220.05","-","0.45","220.00","1","220.05","2","0.00",
="0053","元大電子","19,620","165","2,389,344","121.70","122.55","121.25","121.60","-","0.30","121.60","2","122.05","1","0.00",
="0055","元大MSCI金融","115,362","397","3,557,853","30.70","31.00","30.65","30.70","+","0.06","30.64","5","30.76","1","0.00",
="0056","元大高股息","33,388,753","20,195","1,211,029,693","36.30","36.38","36.16","36.22","+","0.04","36.21","275","36.22","75","0.00",
="0057","富邦摩台","15,995","49","2,647,074","165.50","165.80","165.35","165.35","-","0.15","164.95","10","165.85","45","0.00",
="0061","元大寶滬深","494,147","245","10,630,704","21.47","21.58","21.37","21.49","-","0.05","21.48","3","21.49","118","0.00",
="006203","元大MSCI台灣","8,375","112","856,678","102.25","102.70","102.05","102.35","+","0.20","102.10","1","102.70","1","0.00",
="006204","永豐臺灣加權","22,611","26","2,930,861","132.70","132.70","129.15","129.65","+","0.25","129.20","50","129.50","25","0.00",
="006205","富邦上証","354,612","269","13,075,216","36.69","36.99","36.68","36.85","-","0.02","36.85","75","36.87","1","0.00",
="006206","元大上證50","122,304","171","4,184,037","34.27","34.30","34.08","34.18","-","0.11","34.18","1","34.23","84","0.00",
="006207","復華滬深","170,125","94","4,833,225","28.32","28.50","28.32","28.43","+","0.11","28.41","2","28.43","48","0.00",
="006208","富邦台50","10,411,782","13,130","1,359,858,564","130.95","131.00","130.25","130.70","-","0.05","130.70","30","130.75","101","0.00",
="00625K","富邦上証+R","1,000","1","8,760","8.76","8.76","8.76","8.76"," ","0.00","8.68","6","8.78","5","0.00",
="00631L","元大台灣50正2","2,389,163","3,504","675,922,688","284.25","284.30","281.05","282.75","-","2.05","282.70","4","282.75","24","0.00",
="00632R","元大台灣50反1","23,626,905","3,596","447,446,431","18.89","19.00","18.89","18.93","+","0.05","18.93","2,978","18.94","596","0.00",
="00633L","富邦上証正2","10,116,983","1,318","492,926,157","48.20","49.17","48.06","48.76","+","0.42","48.73","1","48.76","63","0.00",
="00634R","富邦上証反1","222,003","28","723,479","3.28","3.28","3.24","3.26"," ","0.00","3.25","568","3.26","5","0.00",
="00635U","期元大S&P黃金","2,015,535","1,264","79,644,285","39.48","39.62","39.38","39.60","-","0.11","39.59","30","39.60","22","0.00",
="00636","國泰中國A50","1,729,272","438","43,758,748","25.22","25.45","25.10","25.32","+","0.10","25.31","322","25.32","16","0.00",
="00636K","國泰中國A50+U","200","2","1,688","8.44","8.44","8.44","8.44","+","0.07","8.34","2","8.43","2","0.00",
="00637L","元大滬深300正2","47,981,739","7,071","944,474,775","19.42","19.85","19.37","19.69","+","0.22","19.68","285","19.69","1,541","0.00",
