"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","166,191,884","150,480","10,319,476,518","62.05","62.30","61.90","62.05","-","0.95","62.05","726","62.10","1,413","0.00",
="0051","元大中型100","57,226","328","5,046,892","88.35","88.60","87.60","87.75","-","0.75","87.75","1","87.85","1","0.00",
="0052","富邦科技","4,260,582","9,996","1,060,013,680","249.60","249.60","248.15","248.15","-","4.65","248.10","19","248.15","53","0.00",
="0053","元大電子","38,218","192","5,204,334","136.75","136.75","135.50","135.95","-","2.10","135.75","1","135.85","26","0.00",
="0055","元大MSCI金融","207,269","386","6,437,448","31.03","31.12","30.96","31.09","-","0.01","30.98","23","31.09","18","0.00",
="0056","元大高股息","134,291,558","38,785","4,989,603,324","37.17","37.36","37.01","37.11","-","0.08","37.11","670","37.12","184","0.00",
="0057","富邦摩台","13,842","129","2,515,458","182.00","182.00","181.35","181.70","-","2.30","180.90","1","181.55","10","0.00",
="0061","元大寶滬深","349,914","187","7,661,915","21.97","22.10","21.79","21.79","-","0.17","21.79","47","21.81","2","0.00",
="006203","元大MSCI台灣","5,436","135","613,137","113.45","113.45","112.30","112.30","-","1.70","112.05","1","112.50","1","0.00",
="006204","永豐臺灣加權","28,814","165","4,045,904","141.15","141.15","140.15","140.40","-","1.15","139.95","1","140.15","1","0.00",
="006205","富邦上証","282,223","253","10,659,085","37.90","38.05","37.53","37.61","-","0.29","37.58","2","37.60","14","0.00",
="006206","元大上證50","131,034","153","4,559,106","34.84","35.02","34.63","34.74","-","0.09","34.71","1","34.74","103","0.00",
="006207","復華滬深","123,979","82","3,572,843","29.06","29.10","28.75","28.82","-","0.19","28.76","1","28.78","51","0.00",
="006208","富邦台50","10,988,752","18,835","1,596,832,943","145.35","145.65","144.90","145.10","-","2.25","145.05","34","145.10","48","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.73","5","8.83","5","0.00",
="00631L","元大台灣50正2","4,463,732","9,023","1,471,259,514","329.35","331.55","327.70","328.05","-","9.65","328.00","35","328.05","41","0.00",
="00632R","元大台灣50反1","44,243,519","6,769","773,222,523","17.48","17.53","17.42","17.52","+","0.24","17.52","41","17.53","715","0.00",
="00633L","富邦上証正2","8,791,081","986","419,928,286","48.22","48.49","47.25","47.60","-","0.26","47.60","43","47.63","1","0.00",
="00634R","富邦上証反1","101,496","25","333,380","3.28","3.31","3.27","3.30"," ","0.00","3.29","577","3.30","198","0.00",
="00635U","期元大S&P黃金","19,433,084","8,223","911,637,282","47.04","47.28","46.19","47.10","+","1.45","47.09","24","47.10","141","0.00",
="00636","國泰中國A50","4,785,867","699","121,135,235","25.43","25.56","25.24","25.32","-","0.07","25.31","97","25.32","51","0.00",
="00636K","國泰中國A50+U","200","2","1,672","8.36","8.36","8.36","8.36","+","0.01","8.26","2","8.35","2","0.00",
="00637L","元大滬深300正2","43,438,998","5,026","840,559,472","19.46","19.65","19.16","19.29","-","0.11","19.29","695","19.30","501","0.00",
