"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","124,303,290","129,615","7,767,140,110","62.60","62.85","62.25","62.70","-","0.50","62.70","906","62.75","3,605","0.00",
="0051","元大中型100","86,114","328","7,691,720","89.20","89.55","89.00","89.30","+","0.10","89.25","3","89.45","1","0.00",
="0052","富邦科技","3,685,947","10,620","923,061,025","250.45","251.55","249.35","251.20","-","2.00","251.20","2","251.25","58","0.00",
="0053","元大電子","23,689","146","3,244,795","137.40","137.45","136.55","136.80","-","1.90","136.80","1","137.20","1","0.00",
="0055","元大MSCI金融","206,758","318","6,437,421","31.13","31.16","31.05","31.08","-","0.03","31.08","5","31.10","1","0.00",
="0056","元大高股息","86,606,460","37,898","3,259,684,234","37.61","37.75","37.48","37.75","+","0.09","37.75","652","37.76","674","0.00",
="0057","富邦摩台","47,342","119","8,654,651","181.95","183.80","181.95","183.80","-","1.60","183.15","10","183.80","8","0.00",
="0061","元大寶滬深","386,074","248","8,515,488","22.02","22.15","21.94","22.15","+","0.15","21.96","79","22.15","33","0.00",
="006203","元大MSCI台灣","8,862","150","1,003,571","113.75","113.85","112.80","113.80","-","1.15","112.90","1","113.55","1","0.00",
="006204","永豐臺灣加權","52,963","193","7,510,389","142.00","142.30","141.20","142.10","-","0.20","142.15","1","142.35","1","0.00",
="006205","富邦上証","280,134","205","10,557,206","37.81","37.81","37.50","37.80","-","0.03","37.80","172","37.81","2","0.00",
="006206","元大上證50","91,134","120","3,171,479","34.85","34.90","34.60","34.89","+","0.04","34.89","101","34.90","1","0.00",
="006207","復華滬深","140,624","104","4,069,095","29.05","29.08","28.90","29.05","-","0.02","29.04","50","29.09","53","0.00",
="006208","富邦台50","8,240,012","13,826","1,205,926,052","146.10","147.20","145.70","146.85","-","0.75","146.80","8","146.85","61","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.71","6","8.81","5","0.00",
="00631L","元大台灣50正2","3,163,841","6,594","1,057,864,341","332.70","337.60","331.55","336.90","-","2.05","336.85","1","336.90","23","0.00",
="00632R","元大台灣50反1","36,012,997","5,006","623,961,687","17.34","17.40","17.24","17.26","+","0.05","17.26","2,926","17.27","42","0.00",
="00633L","富邦上証正2","6,366,311","840","311,417,046","48.70","49.17","48.50","49.13","+","0.02","49.13","115","49.14","22","0.00",
="00634R","富邦上証反1","212,000","11","690,920","3.26","3.27","3.25","3.25"," ","0.00","3.25","9","3.26","663","0.00",
="00635U","期元大S&P黃金","23,696,959","13,462","1,051,462,598","44.27","44.78","43.91","44.71","-","2.05","44.71","9","44.72","172","0.00",
="00636","國泰中國A50","543,305","271","13,957,460","25.68","25.79","25.59","25.77","-","0.02","25.77","269","25.78","7","0.00",
="00636K","國泰中國A50+U","200","2","1,682","8.41","8.41","8.41","8.41","-","0.03","8.39","2","8.48","2","0.00",
