"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","19,827,286","37,396","3,265,491,048","164.05","165.50","163.30","165.35","+","1.65","165.30","15","165.35","31","0.00",
="0051","元大中型100","156,750","385","10,531,491","66.20","67.80","66.20","67.70","+","1.50","67.70","2","67.85","20","0.00",
="0052","富邦科技","629,915","1,269","101,124,455","160.00","161.65","159.20","161.10","+","1.95","161.10","9","161.20","1","0.00",
="0053","元大電子","10,105","101","873,733","86.00","87.05","86.00","87.05","+","1.50","86.90","1","90.00","1","0.00",
="0055","元大MSCI金融","106,549","417","2,815,468","26.27","26.50","26.26","26.50","+","0.37","26.46","1","26.55","1","0.00",
="0056","元大高股息","70,924,441","40,172","2,343,174,174","32.87","33.23","32.72","33.14","+","0.48","33.14","63","33.15","88","0.00",
="0057","富邦摩台","17,362","93","2,134,931","122.30","123.30","122.30","123.25","+","0.80","122.90","10","123.35","2","0.00",
="0061","元大寶滬深","203,290","329","3,736,474","18.40","18.49","18.32","18.35","-","0.05","18.35","61","18.37","1","0.00",
="006203","元大MSCI台灣","14,047","99","1,074,074","76.45","77.05","76.40","77.05","+","0.65","76.65","1","76.80","1","0.00",
="006204","永豐臺灣加權","21,426","91","2,136,311","99.80","100.50","99.55","100.50","+","1.60","100.30","1","100.70","1","0.00",
="006205","富邦上証","691,027","373","21,973,005","31.90","31.90","31.68","31.74","-","0.16","31.73","6","31.74","5","0.00",
="006206","元大上證50","169,138","303","5,181,634","30.50","30.78","30.50","30.67","-","0.03","30.67","7","30.68","1","0.00",
="006207","復華滬深","62,424","24","1,491,207","23.88","23.91","23.88","23.89","-","0.06","23.89","104","23.94","100","0.00",
="006208","富邦台50","7,196,633","17,334","696,158,088","96.40","97.20","96.00","97.00","+","1.05","97.00","27","97.05","12","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.15","5","7.24","5","0.00",
="00631L","元大台灣50正2","10,939,187","7,715","1,787,097,316","161.35","165.20","160.05","165.00","+","5.25","164.95","6","165.00","25","0.00",
="00632R","元大台灣50反1","59,281,277","11,999","1,512,905,102","25.63","25.76","25.40","25.42","-","0.41","25.41","935","25.42","81","0.00",
