"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0051","元大中型100","70,080","269","5,224,448","74.45","74.90","74.35","74.35","-","0.10","74.35","50","74.55","1","0.00",
="0052","富邦科技","931,549","1,274","172,499,575","185.20","185.50","184.55","185.50","+","1.90","185.45","10","185.50","44","0.00",
="0053","元大電子","23,743","146","2,393,021","100.55","101.25","100.55","101.00","+","0.95","101.00","56","101.05","1","0.00",
="0055","元大MSCI金融","251,266","295","7,155,558","28.60","28.64","28.26","28.58","-","0.05","28.58","36","28.60","10","0.00",
="0056","元大高股息","30,909,210","19,238","1,070,520,494","34.64","34.79","34.57","34.59","+","0.06","34.59","6","34.60","156","0.00",
="0057","富邦摩台","26,487","30","3,734,670","140.70","141.35","140.70","141.35","+","1.60","141.10","20","141.30","10","0.00",
="0061","元大寶滬深","194,249","196","3,477,476","17.74","17.98","17.73","17.94","+","0.26","17.88","32","17.94","39","0.00",
="006203","元大MSCI台灣","10,831","140","950,295","87.75","88.20","87.70","88.20","+","1.10","87.95","27","88.05","1","0.00",
="006204","永豐臺灣加權","27,310","99","3,080,124","112.85","113.15","112.50","113.15","+","0.90","112.80","70","113.15","2","0.00",
="006205","富邦上証","352,999","163","10,915,158","30.64","31.00","30.64","30.89","+","0.25","30.86","1","30.88","3","0.00",
="006206","元大上證50","41,577","136","1,237,175","29.50","29.80","29.50","29.75","+","0.30","29.63","1","29.66","1","0.00",
="006207","復華滬深","54,844","93","1,280,920","23.43","23.46","23.30","23.32","+","0.13","23.32","62","23.35","50","0.00",
="006208","富邦台50","15,487,705","15,619","1,727,344,981","111.20","112.00","111.10","111.70","+","1.05","111.65","58","111.70","46","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.43","5","7.52","4","0.00",
="00631L","元大台灣50正2","6,401,481","5,399","1,341,076,140","209.70","210.80","207.80","210.60","+","3.80","210.45","1","210.65","23","0.00",
="00632R","元大台灣50反1","47,914,248","9,210","1,065,993,231","22.25","22.35","22.18","22.20","-","0.19","22.20","20","22.21","3","0.00",
