"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","12,309,880","21,505","2,415,311,176","194.75","196.95","194.75","196.95","+","2.95","196.90","5","196.95","71","0.00",
="0051","元大中型100","255,782","486","20,226,370","78.50","79.25","78.50","79.25","+","0.85","79.15","19","79.25","7","0.00",
="0052","富邦科技","1,612,698","2,078","316,187,330","194.50","196.60","194.50","196.15","+","2.50","196.15","9","196.20","3","0.00",
="0053","元大電子","49,780","133","5,191,993","104.20","104.75","103.90","104.65","+","1.25","104.20","1","104.75","1","0.00",
="0055","元大MSCI金融","281,483","842","8,169,807","28.90","29.10","28.90","29.03","+","0.17","29.03","1","29.07","5","0.00",
="0056","元大高股息","32,514,485","22,339","1,188,586,194","36.30","36.68","36.30","36.60","+","0.31","36.60","220","36.61","158","0.00",
="0057","富邦摩台","16,544","103","2,416,507","144.75","146.40","144.75","146.40","+","2.20","146.25","20","146.60","20","0.00",
="0061","元大寶滬深","579,689","1,184","11,441,247","19.75","19.82","19.65","19.69","+","0.15","19.68","1","19.69","2","0.00",
="006203","元大MSCI台灣","11,338","121","1,033,984","90.70","91.55","90.70","91.55","+","1.40","91.25","3","91.40","1","0.00",
="006204","永豐臺灣加權","18,104","137","2,116,304","116.80","117.20","116.80","117.20","+","1.55","117.10","1","117.30","1","0.00",
="006205","富邦上証","691,586","644","23,135,345","33.43","33.64","33.30","33.41","+","0.21","33.40","2","33.42","115","0.00",
="006206","元大上證50","249,782","698","7,872,121","31.61","31.77","31.30","31.49","+","0.07","31.45","4","31.49","56","0.00",
="006207","復華滬深","175,562","554","4,496,301","25.57","25.72","25.45","25.57","+","0.16","25.51","50","25.57","156","0.00",
="006208","富邦台50","8,960,488","17,281","1,032,734,588","114.30","115.70","114.30","115.60","+","1.60","115.55","21","115.60","103","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.45","5","7.50","5","0.00",
="00631L","元大台灣50正2","6,784,112","7,580","1,660,532,963","241.95","246.40","241.95","246.35","+","7.35","246.30","11","246.35","90","0.00",
="00632R","元大台灣50反1","31,538,414","5,162","709,576,862","22.62","22.62","22.43","22.45","-","0.28","22.44","560","22.45","371","0.00",
="00633L","富邦上証正2","9,458,421","1,860","376,052,122","40.06","40.24","39.38","39.52","-","0.13","39.51","205","39.52","44","0.00",
="00634R","富邦上証反1","597,999","26","2,392,296","3.99","4.02","3.97","4.02"," ","0.00","4.00","803","4.02","699","0.00",
="00635U","期元大S&P黃金","2,005,762","1,368","65,576,775","32.55","32.82","32.53","32.81","-","0.46","32.80","2","32.81","194","0.00",
="00636","國泰中國A50","1,921,514","956","44,550,508","23.17","23.30","23.05","23.13","+","0.11","23.12","2","23.13","20","0.00",
="00636K","國泰中國A50+U","200","2","1,422","7.11","7.11","7.11","7.11","+","0.10","7.07","10","7.11","10","0.00",
="00637L","元大滬深300正2","94,647,629","11,389","1,526,453,154","16.30","16.33","15.96","16.04","-","0.05","16.04","454","16.05","2,172","0.00",
="00638R","元大滬深300反1","531,000","82","4,494,870","8.46","8.51","8.41","8.49"," ","0.00","8.49","20","8.50","265","0.00",
="00639","富邦深100","2,580,507","1,057","31,746,950","12.30","12.35","12.25","12.29","+","0.08","12.29","11","12.30","154","0.00",
="00640L","富邦日本正2","99,964","72","5,412,594","53.85","54.35","53.85","54.15","+","0.30","54.15","8","54.20","57","0.00",
="00641R","富邦日本反1","510,400","48","3,063,429","6.03","6.03","5.99","6.01"," ","0.00","6.00","9","6.01","545","0.00",
="00642U","期元大S&P石油","2,724,240","637","46,456,786","17.05","17.14","16.99","17.14","-","0.09","17.13","42","17.14","863","0.00",
="00643","群益深証中小","7,566,268","434","104,485,491","13.76","13.88","13.76","13.78","+","0.07","13.77","414","13.78","167","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.06","3","3.10","2","0.00",
="00645","富邦日本","704,063","803","26,860,296","38.08","38.20","38.02","38.14","+","0.12","38.14","227","38.15","1","0.00",
="00646","元大S&P500","7,484,282","4,110","469,737,852","62.70","62.85","62.65","62.80","-","0.05","62.75","435","62.80","125","0.00",
="00647L","元大S&P500正2","66,700","149","6,932,920","103.70","104.20","103.70","104.20","+","0.15","104.10","1","104.20","58","0.00",
="00648R","元大S&P500反1","597,400","53","3,005,720","5.03","5.04","5.02","5.02"," ","0.00","5.02","2,326","5.03","80","0.00",
="00650L","復華香港正2","37,965,578","4,585","583,267,302","15.15","15.73","15.03","15.13","+","0.16","15.12","23","15.13","77","0.00",
="00651R","復華香港反1","4,993,494","491","32,996,518","6.68","6.68","6.54","6.65","-","0.06","6.65","21","6.66","351","0.00",
="00652","富邦印度","1,113,514","1,314","39,976,366","35.99","36.00","35.75","35.88","-","0.11","35.88","2","35.90","10","0.00",
