"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","83,010,418","34,626","4,262,147,126","51.10","51.60","51.10","51.55","+","0.55","51.50","997","51.55","432","0.00",
="0051","元大中型100","97,442","240","7,628,671","78.00","78.60","77.90","78.45","+","0.40","78.20","1","78.35","1","0.00",
="0052","富邦科技","1,021,087","1,594","206,267,299","200.85","203.10","200.85","203.00","+","2.80","203.00","3","203.05","9","0.00",
="0053","元大電子","23,391","140","2,576,090","109.65","110.50","109.65","110.50","+","1.45","109.65","11","110.60","1","0.00",
="0055","元大MSCI金融","92,602","237","2,702,591","29.12","29.25","29.08","29.13","-","0.15","29.13","2","29.16","1","0.00",
="0056","元大高股息","30,056,808","16,809","1,044,424,338","34.77","34.83","34.62","34.79","+","0.02","34.79","12","34.80","94","0.00",
="0057","富邦摩台","199,416","105","30,313,102","151.65","152.75","151.55","152.75","+","1.60","152.35","35","153.10","20","0.00",
="0061","元大寶滬深","213,945","177","4,066,953","19.17","19.17","18.94","18.95","-","0.23","18.95","12","18.97","67","0.00",
="006203","元大MSCI台灣","13,826","118","1,300,206","93.95","94.30","93.95","94.30","+","0.80","93.80","1","94.40","1","0.00",
="006204","永豐臺灣加權","24,537","119","2,966,513","120.95","121.20","120.90","121.20","+","0.75","121.30","1","121.50","25","0.00",
="006205","富邦上証","595,688","242","19,617,405","33.16","33.16","32.79","32.79","-","0.54","32.79","73","32.80","2","0.00",
="006206","元大上證50","153,206","112","4,773,597","31.44","31.44","31.03","31.14","-","0.48","31.11","1","31.14","56","0.00",
="006207","復華滬深","99,925","38","2,498,051","24.94","25.03","24.90","24.90","-","0.39","24.87","1","24.90","57","0.00",
="006208","富邦台50","13,409,237","14,751","1,609,759,969","119.35","120.80","119.35","120.60","+","1.50","120.55","158","120.60","206","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.91","5","7.97","1","0.00",
="00631L","元大台灣50正2","5,818,523","6,104","1,416,017,746","240.40","245.70","240.25","245.20","+","5.10","245.20","32","245.30","16","0.00",
="00632R","元大台灣50反1","48,067,043","9,034","985,722,929","20.60","20.64","20.40","20.42","-","0.21","20.42","2,167","20.43","46","0.00",
="00633L","富邦上証正2","12,703,398","1,737","513,612,277","41.22","41.22","40.04","40.10","-","1.51","40.10","363","40.11","20","0.00",
="00634R","富邦上証反1","458,263","40","1,639,971","3.56","3.60","3.56","3.60","+","0.07","3.59","386","3.60","78","0.00",
="00635U","期元大S&P黃金","2,565,962","1,519","92,103,363","35.86","35.99","35.83","35.95","-","0.37","35.95","13","35.96","9","0.00",
="00636","國泰中國A50","1,726,224","362","38,902,062","22.70","22.70","22.41","22.46","-","0.28","22.45","12","22.46","87","0.00",
="00636K","國泰中國A50+U","200","2","1,510","7.55","7.55","7.55","7.55","-","0.17","7.48","2","7.56","2","0.00",
="00637L","元大滬深300正2","65,665,127","7,426","1,064,762,542","16.50","16.50","16.03","16.11","-","0.51","16.10","376","16.11","902","0.00",
="00638R","元大滬深300反1","1,322,050","94","9,901,423","7.35","7.53","7.35","7.52","+","0.16","7.51","428","7.52","18","0.00",
="00639","富邦深100","1,913,987","274","22,297,669","11.73","11.73","11.59","11.59","-","0.19","11.57","19","11.59","73","0.00",
="00640L","富邦日本正2","313,338","177","18,047,525","57.20","57.85","57.20","57.85","+","1.15","57.80","51","57.85","36","0.00",
="00641R","富邦日本反1","895,603","104","4,838,535","5.42","5.42","5.38","5.38","-","0.06","5.38","464","5.39","14","0.00",
="00642U","期元大S&P石油","4,977,422","758","87,543,738","17.60","17.63","17.53","17.54","+","0.17","17.54","2,029","17.55","23","0.00",
="00643","群益深証中小","2,746,481","197","36,223,313","13.23","13.24","13.13","13.13","-","0.19","13.12","9","13.13","15","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.17","1","3.19","1","0.00",
="00645","富邦日本","174,006","304","7,082,538","40.54","40.79","40.54","40.75","+","0.35","40.71","214","40.75","14","0.00",
="00646","元大S&P500","2,481,575","2,286","149,033,960","59.75","60.20","59.75","60.15","+","0.80","60.15","29","60.20","483","0.00",
="00647L","元大S&P500正2","208,197","329","21,395,051","102.25","103.10","102.25","102.95","+","1.75","102.90","1","103.00","52","0.00",
="00648R","元大S&P500反1","662,057","53","3,028,668","4.58","4.58","4.57","4.58","-","0.02","4.57","86","4.58","2,502","0.00",
="00650L","復華香港正2","13,386,771","2,157","215,643,920","16.26","16.26","15.96","16.01","-","0.58","16.00","182","16.01","64","0.00",
="00651R","復華香港反1","2,313,240","191","12,811,387","5.50","5.57","5.50","5.57","+","0.12","5.57","208","5.58","352","0.00",
="00652","富邦印度","309,875","388","10,895,126","35.40","35.40","35.06","35.25","-","0.15","35.25","1","35.28","3","0.00",
="00653L","富邦印度正2","205,582","140","11,214,851","54.55","54.80","54.35","54.80","-","0.35","54.75","6","54.80","80","0.00",
="00654R","富邦印度反1","206,572","29","1,325,342","6.43","6.43","6.40","6.40","+","0.04","6.39","179","6.40","1","0.00",
="00655L","國泰中國A50正2","4,158,689","786","116,772,671","28.61","28.61","27.75","27.86","-","1.01","27.86","217","27.90","11","0.00",
="00656R","國泰中國A50反1","352,051","35","2,332,187","6.57","6.67","6.57","6.66","+","0.13","6.66","792","6.67","8","0.00",
="00657","國泰日經225","171,126","138","8,222,579","47.89","48.10","47.89","48.07","+","0.47","48.11","1","48.15","121","0.00",
="00657K","國泰日經225+U","200","2","3,226","16.13","16.13","16.13","16.13","+","0.03","16.03","4","16.19","1","0.00",
="00660","元大歐洲50","32,632","236","1,286,428","39.36","39.41","39.35","39.40","+","0.23","39.44","1","39.45","12","0.00",
="00661","元大日經225","205,884","292","10,790,038","52.15","52.55","52.15","52.55","+","0.65","52.50","46","52.55","5","0.00",
="00662","富邦NASDAQ","5,565,431","2,782","505,647,739","90.20","91.10","90.20","91.00","+","1.85","90.95","83","91.00","633","0.00",
="00663L","國泰臺灣加權正2","4,796,649","1,842","152,592,396","31.52","32.14","31.43","32.05","+","0.64","32.03","126","32.05","22","0.00",
="00664R","國泰臺灣加權反1","14,465,076","986","47,995,946","3.33","3.34","3.30","3.30","-","0.04","3.30","2,771","3.31","49","0.00",
="00665L","富邦恒生國企正2","47,245,371","5,642","506,707,993","10.83","10.85","10.61","10.64","-","0.45","10.64","646","10.65","2,338","0.00",
="00666R","富邦恒生國企反1","1,075,125","101","9,608,719","8.87","9.00","8.87","8.98","+","0.22","8.98","125","8.99","4","0.00",
="00668","國泰美國道瓊","176,673","123","8,587,645","48.46","48.70","48.46","48.70","+","0.24","48.64","50","48.67","11","0.00",
="00668K","國泰美國道瓊+U","200","2","3,244","16.22","16.22","16.22","16.22","-","0.07","--","0","--","0","0.00",
="00669R","國泰美國道瓊反1","3,860,469","167","23,179,430","6.00","6.01","6.00","6.00","+","0.02","6.00","1,851","6.01","1,600","0.00",
="00670L","富邦NASDAQ正2","1,342,815","1,198","198,468,921","147.40","148.20","147.35","148.10","+","3.60","148.05","5","148.10","106","0.00",
="00671R","富邦NASDAQ反1","19,199,048","551","58,736,506","3.07","3.07","3.05","3.05","-","0.05","3.05","4,590","3.06","3,028","0.00",
="00673R","期元大S&P原油反1","33,973,797","2,092","208,611,200","6.13","6.16","6.12","6.16","-","0.05","6.15","4,249","6.16","3,986","0.00",
="00674R","期元大S&P黃金反1","2,921,715","240","22,476,817","7.70","7.71","7.68","7.70","+","0.11","7.69","21","7.70","1,197","0.00",
="00675L","富邦臺灣加權正2","6,463,515","3,702","624,982,748","95.85","97.70","95.65","97.45","+","1.90","97.40","35","97.45","13","0.00",
="00676R","富邦臺灣加權反1","4,041,255","564","45,461,110","11.34","11.34","11.20","11.23","-","0.12","11.22","505","11.23","393","0.00",
="00678","群益那斯達克生技","292,550","20","7,662,962","26.14","26.22","26.08","26.19","+","0.11","26.19","5","26.22","1","0.00",
="00680L","元大美債20正2","32,141,964","1,504","225,876,290","7.01","7.05","7.00","7.05","-","0.02","7.05","18","7.06","5,041","0.00",
="00681R","元大美債20反1","113,000","6","2,366,270","20.97","20.97","20.94","20.94","+","0.05","20.93","212","20.97","256","0.00",
="00682U","期元大美元指數","26,387","12","537,211","20.36","20.37","20.34","20.34","+","0.20","20.32","30","20.36","20","0.00",
="00683L","期元大美元指正2","551,564","128","11,611,188","20.99","21.11","20.96","21.03","+","0.36","21.02","10","21.06","2","0.00",
="00684R","期元大美元指反1","120,700","34","1,874,461","15.58","15.58","15.51","15.52","-","0.14","15.52","60","15.53","4","0.00",
="00685L","群益臺灣加權正2","882,790","601","76,652,352","85.90","87.60","85.90","87.45","+","1.80","87.30","10","87.45","9","0.00",
="00686R","群益臺灣加權反1","4,591,449","237","9,291,524","2.03","2.03","2.01","2.01","-","0.02","2.01","2,775","2.02","185","0.00",
="00688L","國泰20年美債正2","16,282,367","758","113,983,084","6.99","7.02","6.98","7.01","-","0.03","7.01","5,872","7.02","608","0.00",
="00689R","國泰20年美債反1","225,000","4","4,846,510","21.54","21.56","21.53","21.53","+","0.09","21.52","110","21.54","100","0.00",
="00690","兆豐藍籌30","862,322","504","31,891,328","36.66","37.14","36.66","37.13","+","0.47","37.12","2","37.13","2","0.00",
="00692","富邦公司治理","2,886,686","2,231","134,626,634","46.46","46.85","46.46","46.81","+","0.50","46.80","51","46.81","87","0.00",
="00693U","期街口S&P黃豆","3,236,386","663","63,039,800","19.65","19.65","19.44","19.45","-","0.21","19.44","144","19.45","34","0.00",
="00700","富邦恒生國企","587,154","280","10,170,155","17.45","17.45","17.22","17.29","-","0.30","17.29","1","17.30","56","0.00",
="00701","國泰股利精選30","854,043","494","24,432,941","28.64","28.69","28.54","28.64","-","0.16","28.63","13","28.70","9","0.00",
="00702","國泰標普低波高息","125,521","105","2,738,678","21.88","21.88","21.80","21.84","-","0.07","21.82","3","21.86","3","0.00",
="00703","台新MSCI中國","258,479","97","5,101,727","19.71","19.80","19.60","19.70","-","0.19","19.61","20","19.66","63","0.00",
="00706L","期元大S&P日圓正2","10,034,564","972","58,699,690","5.84","5.89","5.82","5.87","-","0.08","5.87","488","5.88","7,874","0.00",
="00707R","期元大S&P日圓反1","3,000","2","87,570","29.19","29.19","29.19","29.19","X","0.00","29.06","23","29.17","22","0.00",
="00708L","期元大S&P黃金正2","3,574,013","1,833","196,673,246","54.90","55.35","54.85","55.30","-","1.10","55.25","30","55.30","603","0.00",
="00709","富邦歐洲","466,940","286","14,890,185","31.90","31.93","31.84","31.93","-","0.05","31.92","3","31.93","39","0.00",
="00710B","復華彭博非投等債","310,041","58","5,666,376","18.21","18.29","18.21","18.28","+","0.08","18.28","37","18.29","1","0.00",
="00711B","復華彭博新興債","132,896","70","2,003,293","14.99","15.08","14.99","15.08","+","0.13","15.06","30","15.07","1","0.00",
="00712","復華富時不動產","21,254,375","4,862","182,510,811","8.61","8.61","8.54","8.59","-","0.10","8.58","2,171","8.59","617","0.00",
="00713","元大台灣高息低波","9,410,511","7,986","477,609,083","50.85","50.85","50.65","50.75","-","0.15","50.75","127","50.80","6","0.00",
="00714","群益道瓊美國地產","194,366","74","3,793,673","19.59","19.65","19.49","19.52","-","0.20","19.52","1","19.53","1","0.00",
="00715L","期街口布蘭特正2","47,445,670","3,920","611,048,181","12.90","12.92","12.80","12.81","+","0.23","12.81","2,901","12.82","1,052","0.00",
