"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","87,937,880","63,289","4,892,216,242","55.55","55.90","55.25","55.45","+","0.50","55.40","77","55.45","7","0.00",
="0051","元大中型100","95,543","385","8,190,922","85.90","86.30","84.70","84.70","-","1.15","84.70","4","84.90","2","0.00",
="0052","富邦科技","2,303,583","2,208","506,052,204","219.00","220.70","218.05","218.45","+","2.25","218.45","17","218.50","15","0.00",
="0053","元大電子","24,930","166","3,040,341","122.00","122.70","121.50","121.50","+","0.80","120.70","2","121.15","1","0.00",
="0055","元大MSCI金融","258,134","366","7,866,066","30.60","30.60","30.34","30.51","+","0.07","30.51","7","30.52","61","0.00",
="0056","元大高股息","69,170,467","28,293","2,502,820,633","36.13","36.32","35.97","35.97","-","0.10","35.97","19","35.98","21","0.00",
="0057","富邦摩台","24,670","31","4,072,493","164.60","165.40","163.35","163.35","+","0.65","163.40","10","164.00","10","0.00",
="0061","元大寶滬深","617,357","367","13,138,013","21.07","21.50","20.97","21.47","+","0.40","21.45","50","21.47","6","0.00",
="006203","元大MSCI台灣","3,015","94","307,283","102.30","102.30","102.00","102.00","+","1.15","92.55","1","101.35","1","0.00",
="006204","永豐臺灣加權","14,660","102","1,896,732","129.45","129.45","128.95","128.95","+","0.50","128.35","1","128.55","25","0.00",
="006205","富邦上証","996,759","368","36,315,017","36.13","36.81","35.98","36.75","+","0.49","36.75","5","36.76","3","0.00",
="006206","元大上證50","297,303","183","10,108,230","33.70","34.22","33.64","34.20","+","0.35","34.19","77","34.20","17","0.00",
="006207","復華滬深","224,743","136","6,298,905","27.63","28.31","27.63","28.31","+","0.52","28.30","12","28.31","1","0.00",
="006208","富邦台50","14,346,526","14,336","1,866,775,651","130.00","130.65","129.30","129.60","+","1.10","129.60","64","129.65","58","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.62","6","8.72","5","0.00",
="00631L","元大台灣50正2","5,655,292","6,528","1,598,803,978","283.55","285.10","278.75","279.75","+","0.15","279.75","75","279.80","2","0.00",
="00632R","元大台灣50反1","109,925,846","14,517","2,081,593,648","18.93","19.07","18.85","19.03","-","0.02","19.02","616","19.03","1,042","0.00",
="00633L","富邦上証正2","9,534,806","1,663","450,932,628","46.20","48.01","46.13","47.97","+","1.33","47.97","21","47.98","4","0.00",
="00634R","富邦上証反1","589,103","70","1,948,439","3.34","3.35","3.29","3.30","-","0.03","3.29","52","3.30","387","0.00",
