"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","92,296,251","54,882","4,662,017,863","50.15","50.70","50.15","50.40","+","0.40","50.40","518","50.45","89","0.00",
="0051","元大中型100","61,181","275","4,674,713","76.50","76.55","76.10","76.40","+","0.65","76.30","1","76.35","1","0.00",
="0052","富邦科技","1,160,356","1,590","227,964,379","195.30","197.20","195.30","196.85","+","2.55","196.85","8","196.90","1","0.00",
="0053","元大電子","27,274","122","2,918,114","107.30","107.30","106.75","106.80","+","1.05","106.65","10","106.95","1","0.00",
="0055","元大MSCI金融","156,939","418","4,685,234","29.63","29.90","29.63","29.81","+","0.18","29.81","45","29.86","2","0.00",
="0056","元大高股息","54,924,643","24,057","1,948,741,303","35.26","35.56","35.25","35.48","+","0.22","35.47","96","35.48","474","0.00",
="0057","富邦摩台","81,821","115","12,158,475","148.00","149.30","147.85","148.70","+","1.15","148.15","35","149.20","5","0.00",
="0061","元大寶滬深","120,035","185","2,194,506","18.27","18.37","18.25","18.25","+","0.02","18.24","51","18.25","1","0.00",
="006203","元大MSCI台灣","6,626","102","611,938","92.30","92.60","92.30","92.40","+","1.00","92.40","25","92.50","2","0.00",
="006204","永豐臺灣加權","4,292","112","505,576","118.45","118.45","118.45","118.45","+","1.90","117.75","1","118.30","21","0.00",
="006205","富邦上証","1,095,182","799","34,269,141","31.38","31.50","31.19","31.23","-","0.10","31.23","26","31.25","1","0.00",
="006206","元大上證50","81,694","192","2,455,373","30.24","30.30","29.91","29.95","-","0.29","29.95","29","29.97","8","0.00",
="006207","復華滬深","37,487","75","894,703","23.85","24.03","23.82","23.82","-","0.02","23.82","59","23.85","1","0.00",
="006208","富邦台50","14,178,674","13,627","1,661,921,332","116.55","117.60","116.55","117.20","X","0.00","117.15","7","117.20","176","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.65","6","7.73","6","0.00",
="00631L","元大台灣50正2","8,802,154","8,913","2,033,611,787","227.90","232.85","227.85","230.65","+","3.95","230.65","95","230.70","3","0.00",
="00632R","元大台灣50反1","63,947,150","10,611","1,349,065,262","21.25","21.25","21.02","21.08","-","0.19","21.08","772","21.09","81","0.00",
="00633L","富邦上証正2","4,286,653","1,056","167,754,136","39.40","39.58","38.94","39.03","-","0.22","39.03","195","39.04","1","0.00",
="00634R","富邦上証反1","285,004","25","1,036,663","3.63","3.64","3.63","3.64"," ","0.00","3.63","381","3.64","6","0.00",
="00635U","期元大S&P黃金","1,672,517","852","60,847,871","36.40","36.47","36.33","36.46","-","0.25","36.45","11","36.46","16","0.00",
="00636","國泰中國A50","2,041,624","1,064","44,666,722","21.95","22.01","21.78","21.84","-","0.09","21.82","96","21.84","46","0.00",
="00636K","國泰中國A50+U","200","2","1,494","7.47","7.47","7.47","7.47","-","0.02","7.42","2","7.50","2","0.00",
="00637L","元大滬深300正2","35,952,917","3,946","560,753,762","15.72","15.74","15.50","15.52","-","0.08","15.52","1,579","15.53","192","0.00",
="00638R","元大滬深300反1","568,049","43","4,283,847","7.53","7.57","7.50","7.55","+","0.02","7.54","206","7.55","86","0.00",
="00639","富邦深100","1,746,245","424","19,394,859","11.12","11.15","11.07","11.07","+","0.02","11.07","61","11.08","16","0.00",
