"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","83,829,139","167,496","12,545,864,892","152.50","154.15","145.00","146.20","-","7.05","146.15","12","146.20","47","0.00",
="0051","元大中型100","336,936","1,080","19,949,651","62.20","62.20","57.40","57.75","-","4.45","57.65","4","57.75","5","0.00",
="0052","富邦科技","3,074,955","3,640","442,299,824","147.10","148.80","139.00","140.35","-","8.05","140.35","5","140.40","29","0.00",
="0053","元大電子","32,147","139","2,492,903","79.05","79.40","75.00","75.60","-","3.80","74.30","1","75.80","1","0.00",
="0055","元大MSCI金融","521,680","752","12,970,555","25.55","25.63","24.12","24.20","-","1.33","24.18","3","24.20","53","0.00",
="0056","元大高股息","431,050,205","294,804","12,757,407,026","30.60","30.63","28.49","28.69","-","1.91","28.69","50","28.70","103","0.00",
="0057","富邦摩台","27,277","117","3,049,126","113.25","113.60","108.30","109.75","-","4.80","108.20","20","108.80","2","0.00",
="0061","元大寶滬深","1,833,925","409","32,469,893","17.52","18.00","17.31","17.86","+","0.31","17.83","2","17.86","2","0.00",
="006203","元大MSCI台灣","24,108","186","1,668,625","70.55","70.55","67.85","67.85","-","4.40","67.80","2","68.00","1","0.00",
="006204","永豐臺灣加權","52,020","153","4,727,489","92.55","92.55","88.00","88.35","-","4.50","88.00","52","88.35","1","0.00",
="006205","富邦上証","1,015,564","509","31,516,596","30.88","31.37","30.29","31.22","+","0.48","31.22","98","31.27","76","0.00",
="006206","元大上證50","453,631","194","13,634,326","29.32","30.35","29.24","29.94","+","0.21","29.94","97","30.05","4","0.00",
="006207","復華滬深","257,499","73","6,020,581","23.13","23.58","23.09","23.49","+","0.24","23.46","61","23.48","2","0.00",
="006208","富邦台50","42,398,544","90,222","3,719,462,476","89.90","90.40","85.10","85.90","-","4.00","85.85","71","85.90","163","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.98","5","7.06","5","0.00",
="00631L","元大台灣50正2","47,487,411","37,453","6,361,184,659","140.50","143.65","125.15","126.45","-","15.85","126.45","35","126.50","11","0.00",
