"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","20,895,891","34,108","4,052,034,043","193.65","194.55","193.05","193.85","+","1.15","193.55","1","193.85","15","0.00",
="0051","元大中型100","131,656","469","9,919,879","75.75","75.85","75.00","75.00","-","0.60","75.00","1","75.15","50","0.00",
="0052","富邦科技","699,170","1,741","135,641,050","193.60","194.85","193.00","194.35","+","2.05","194.00","10","194.40","32","0.00",
="0053","元大電子","27,302","104","2,824,906","103.50","103.95","103.00","103.25","+","1.35","102.70","1","102.95","1","0.00",
="0055","元大MSCI金融","250,588","400","7,129,404","28.43","28.60","28.20","28.20","-","0.23","28.20","3","28.23","2","0.00",
="0056","元大高股息","69,632,221","65,093","2,460,872,383","35.50","35.75","35.18","35.20","-","0.25","35.20","479","35.22","29","0.00",
="0057","富邦摩台","11,643","86","1,674,038","143.95","144.35","143.10","143.10","+","0.60","143.20","20","143.80","10","0.00",
="0061","元大寶滬深","643,377","252","12,279,656","18.84","19.23","18.84","18.96","+","0.12","18.93","62","18.96","5","0.00",
="006203","元大MSCI台灣","7,045","54","633,458","90.00","90.15","89.75","89.80","+","0.80","89.75","1","90.30","1","0.00",
="006204","永豐臺灣加權","9,168","94","1,047,170","114.30","114.60","114.00","114.00","+","0.20","113.75","50","114.60","15","0.00",
="006205","富邦上証","353,256","399","11,482,607","32.59","32.70","32.14","32.38","+","0.13","32.38","29","32.42","5","0.00",
="006206","元大上證50","74,259","138","2,288,794","30.80","31.00","30.59","30.59","+","0.09","30.59","57","30.67","1","0.00",
="006207","復華滬深","400,437","165","9,940,977","24.60","24.99","24.55","24.73","+","0.18","24.73","47","24.82","163","0.00",
="006208","富邦台50","13,018,338","25,234","1,483,509,011","113.95","114.35","113.50","113.55","+","0.40","113.55","662","113.60","10","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.22","5","7.27","5","0.00",
="00631L","元大台灣50正2","4,435,274","5,800","1,031,826,250","234.00","234.10","230.05","230.65","+","1.15","230.65","50","230.70","3","0.00",
="00632R","元大台灣50反1","17,246,910","2,823","397,427,041","23.02","23.17","22.97","23.15","-","0.09","23.14","364","23.15","862","0.00",
="00633L","富邦上証正2","9,855,449","2,291","371,819,553","37.29","38.47","36.89","37.65","+","0.92","37.65","170","37.69","2","0.00",
="00634R","富邦上証反1","376,000","33","1,544,880","4.15","4.15","4.09","4.15","-","0.05","4.13","220","4.14","499","0.00",
="00635U","期元大S&P黃金","1,673,269","711","53,617,942","31.98","32.14","31.98","32.01","+","0.33","32.01","6","32.02","150","0.00",
="00636","國泰中國A50","1,209,103","552","27,248,409","22.23","22.73","22.23","22.48","+","0.26","22.48","9","22.49","1","0.00",
="00636K","國泰中國A50+U","200","2","1,376","6.88","6.88","6.88","6.88"," ","0.00","--","0","--","0","0.00",
="00637L","元大滬深300正2","101,484,184","14,825","1,556,599,282","15.16","15.62","15.00","15.30","+","0.38","15.30","1,511","15.31","98","0.00",
="00638R","元大滬深300反1","1,335,742","150","11,671,824","8.86","8.87","8.67","8.78","-","0.16","8.78","200","8.80","100","0.00",
="00639","富邦深100","2,593,157","702","30,750,496","11.84","11.94","11.73","11.82","+","0.11","11.81","109","11.82","4","0.00",
="00640L","富邦日本正2","650,280","184","34,712,475","53.50","53.85","52.65","53.10","+","0.80","53.10","181","53.25","150","0.00",
="00641R","富邦日本反1","2,648,146","139","16,010,220","6.05","6.09","6.03","6.08","-","0.08","6.06","726","6.08","555","0.00",
="00642U","期元大S&P石油","4,944,922","699","85,712,883","17.39","17.42","17.29","17.34","-","0.47","17.34","471","17.37","1,799","0.00",
="00643","群益深証中小","3,438,370","260","44,758,480","12.98","13.12","12.83","12.92","+","0.07","12.97","102","12.99","50","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.91","3","2.95","2","0.00",
="00645","富邦日本","678,091","532","25,731,834","38.02","38.12","37.78","37.84","+","0.31","37.84","78","37.87","5","0.00",
="00646","元大S&P500","4,294,393","3,289","265,829,526","62.00","62.05","61.50","61.70","+","0.30","61.70","411","61.80","100","0.00",
="00647L","元大S&P500正2","325,293","265","32,717,980","101.30","101.35","99.50","99.95","+","1.60","99.95","65","100.05","1","0.00",
