"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","20,206,452","62,764","3,764,109,128","186.80","187.00","185.80","186.35","-","1.75","186.30","31","186.35","26","0.00",
="0051","元大中型100","73,229","379","5,745,203","78.35","78.60","78.20","78.20","-","0.15","78.20","2","78.25","1","0.00",
="0052","富邦科技","793,764","2,945","146,712,889","185.15","185.90","184.30","184.35","-","2.30","184.35","49","184.40","5","0.00",
="0053","元大電子","8,852","122","883,634","100.20","100.20","99.60","99.60","-","0.80","98.90","1","99.20","1","0.00",
="0055","元大MSCI金融","181,974","427","5,232,312","28.90","28.90","28.71","28.75","-","0.22","28.73","4","28.76","5","0.00",
="0056","元大高股息","24,459,714","20,492","896,749,514","36.63","36.79","36.53","36.60","-","0.16","36.60","1,325","36.61","308","0.00",
="0057","富邦摩台","16,894","91","2,351,743","139.40","139.50","139.15","139.15","-","1.20","138.80","21","139.20","5","0.00",
="0061","元大寶滬深","730,807","250","14,497,478","19.79","19.90","19.74","19.85","+","0.12","19.85","71","19.89","17","0.00",
="006203","元大MSCI台灣","4,198","118","366,785","87.05","87.10","87.05","87.10","-","0.70","86.85","1","87.05","1","0.00",
="006204","永豐臺灣加權","4,920","100","556,812","113.70","113.70","112.95","112.95","-","1.05","112.60","51","113.45","61","0.00",
="006205","富邦上証","492,241","964","16,651,655","33.94","33.98","33.70","33.97","+","0.25","33.96","8","33.97","102","0.00",
="006206","元大上證50","324,354","225","10,386,632","32.09","32.10","31.85","32.07","+","0.19","32.04","8","32.09","3","0.00",
="006207","復華滬深","137,703","172","3,551,584","25.78","25.88","25.74","25.87","+","0.09","25.87","12","25.89","1","0.00",
="006208","富邦台50","10,577,835","40,817","1,157,534,735","109.55","109.85","109.20","109.30","-","1.00","109.25","110","109.30","56","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.50","5","7.55","3","0.00",
="00631L","元大台灣50正2","5,457,730","9,925","1,233,387,458","226.35","228.45","224.50","225.40","-","4.25","225.40","103","225.45","13","0.00",
="00632R","元大台灣50反1","25,196,032","3,818","589,850,222","23.38","23.48","23.30","23.44","+","0.24","23.43","123","23.44","74","0.00",
="00633L","富邦上証正2","6,024,848","1,104","237,865,794","39.35","39.85","39.24","39.75","+","0.56","39.73","15","39.75","449","0.00",
="00634R","富邦上証反1","81,000","16","325,130","4.03","4.03","4.00","4.01","-","0.01","4.00","3","4.01","694","0.00",
="00635U","期元大S&P黃金","607,751","351","19,923,781","32.79","32.83","32.75","32.81","-","0.09","32.81","246","32.83","8","0.00",
="00636","國泰中國A50","1,889,752","744","43,905,804","23.19","23.36","23.16","23.33","+","0.18","23.32","10","23.33","97","0.00",
="00636K","國泰中國A50+U","200","2","1,412","7.06","7.06","7.06","7.06"," ","0.00","7.08","10","7.12","10","0.00",
="00637L","元大滬深300正2","65,292,296","6,795","1,046,493,326","15.98","16.17","15.92","16.12","+","0.19","16.11","84","16.12","122","0.00",
