證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"413,764",235,"10,644,707",25.75,26.14,25.62,25.62,-,0.13,25.62,6,25.63,1,
00679B,元大美債20年,"45,785,488","6,313","1,239,236,147",27.07,27.11,27.04,27.05,-,0.0,27.05,975,27.06,537,
00687B,國泰20年美債,"56,673,801","5,075","1,592,901,824",28.08,28.15,28.07,28.10,-,0.01,28.09,1953,28.10,653,
00687C,國泰20年美債+櫃U,"62,600",4,"585,684",9.34,9.36,9.34,9.36,-,0.0,9.35,102,9.36,2,
00694B,富邦美債1-3,"373,867",92,"15,594,544",41.67,41.75,41.67,41.70,+,0.02,41.69,1,41.70,1,
00695B,富邦美債7-10,"580,328",62,"20,693,197",35.65,35.69,35.63,35.64,-,0.01,35.64,38,35.65,1,
00696B,富邦美債20年,"7,347,693",424,"216,173,250",29.44,29.46,29.40,29.41,-,0.03,29.41,6,29.42,11,
00697B,元大美債7-10,"491,698",272,"17,670,369",35.93,35.97,35.92,35.92,+,0.01,35.92,42,35.93,1,
00719B,元大美債1-3,"3,475,338",764,"108,361,778",31.16,31.21,31.15,31.18,+,0.03,31.17,68,31.18,147,
00720B,元大投資級公司債,"7,270,813","2,060","243,565,686",33.50,33.53,33.48,33.50,-,0.02,33.50,52,33.51,293,
00722B,群益投資級電信債,"3,555,423",433,"130,451,004",36.67,36.75,36.67,36.69,-,0.04,36.68,125,36.69,40,
00723B,群益投資級科技債,"122,000",7,"3,837,760",31.49,31.50,31.45,31.45,+,0.02,31.43,55,31.44,1,
00724B,群益投資級金融債,"4,013,576",307,"138,919,261",34.63,34.66,34.60,34.61,-,0.02,34.60,72,34.62,100,
00725B,國泰投資級公司債,"6,712,859","1,556","238,830,813",35.55,35.62,35.55,35.57,-,0.02,35.56,239,35.57,10,
00726B,國泰新興投等債,"365,302",141,"12,300,641",33.66,33.76,33.65,33.72,+,0.03,33.69,3,33.73,96,
