證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"137,404",114,"3,737,230",26.85,27.35,26.85,27.35,+,0.59,27.35,3,27.36,2,
00679B,元大美債20年,"29,485,154","4,134","808,624,701",27.44,27.47,27.39,27.40,-,0.02,27.40,1338,27.41,643,
00687B,國泰20年美債,"31,244,200","3,855","890,331,968",28.50,28.54,28.46,28.48,-,0.02,28.47,2615,28.48,28,
00687C,國泰20年美債+櫃U,"45,900",5,"431,919",9.41,9.41,9.41,9.41,-,0.01,9.41,105,9.42,103,
00694B,富邦美債1-3,"424,704",62,"17,844,008",41.96,42.05,41.96,42.00,-,0.01,41.98,1,41.99,56,
00695B,富邦美債7-10,"505,594",51,"18,174,305",35.93,35.98,35.92,35.95,+,0.02,35.92,25,35.93,5,
00696B,富邦美債20年,"3,493,062",247,"104,224,931",29.85,29.86,29.81,29.82,-,0.02,29.82,403,29.83,303,
00697B,元大美債7-10,"593,292",279,"21,502,181",36.24,36.27,36.19,36.25,+,0.01,36.24,3,36.25,4,
00719B,元大美債1-3,"2,150,885",979,"67,522,761",31.39,31.44,31.34,31.37,-,0.02,31.37,58,31.38,76,
00720B,元大投資級公司債,"4,477,105","1,488","152,525,265",34.04,34.11,34.03,34.04,+,0.04,34.04,105,34.05,44,
00722B,群益投資級電信債,"3,298,565",340,"123,024,001",37.26,37.38,37.26,37.31,+,0.05,37.29,15,37.31,50,
00723B,群益投資級科技債,"117,330",15,"3,747,278",31.96,31.96,31.92,31.94,+,0.02,31.90,55,31.92,1,
00724B,群益投資級金融債,"3,733,902",209,"131,103,175",35.11,35.18,35.09,35.11,+,0.01,35.09,68,35.11,4,
00725B,國泰投資級公司債,"4,301,308",918,"155,492,167",36.12,36.19,36.12,36.14,+,0.06,36.13,106,36.14,5,
00726B,國泰新興投等債,"361,893",106,"12,271,673",33.91,33.95,33.88,33.91,-,0.0,33.90,12,33.91,30,
00727B,國泰優選非投等債,"173,340",29,"7,040,183",40.67,40.67,40.60,40.63,-,0.02,40.63,5,40.65,61,
00734B,台新JPM新興債,"113,146",6,"1,811,466",16.01,16.01,16.01,16.01,+,0.05,15.97,50,16.01,22,
00740B,富邦全球投等債,"5,205,104",287,"206,442,367",39.60,39.73,39.60,39.68,+,0.08,39.65,419,39.68,153,
00741B,富邦全球非投等債,"61,478",28,"2,346,010",38.18,38.18,38.09,38.12,-,0.06,38.12,11,38.14,1,
00746B,富邦A級公司債,"1,975,204",53,"72,381,033",36.60,36.69,36.60,36.64,+,0.01,36.60,201,36.63,19,
00749B,凱基新興債10+,"134,100",15,"4,330,873",32.31,32.34,32.29,32.29,-,0.07,32.29,6,32.30,1,
00750B,凱基科技債10+,"126,129",12,"4,310,249",34.14,34.18,34.14,34.18,+,0.03,34.13,10,34.16,1,
00751B,元大AAA至A公司債,"5,330,228","1,285","173,028,705",32.43,32.50,32.43,32.44,+,0.03,32.44,148,32.45,47,
00754B,群益AAA-AA公司債,"101,116",7,"3,499,667",34.64,34.64,34.61,34.61,-,0.0,34.55,20,34.58,1,
