證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"304,905",181,"9,002,404",29.40,29.68,29.34,29.48,+,0.19,29.46,31,29.56,2,
00679B,元大美債20年,"29,466,159","4,949","806,622,616",27.34,27.41,27.34,27.36,+,0.07,27.35,2266,27.36,111,
00687B,國泰20年美債,"22,953,984","3,271","652,926,233",28.42,28.48,28.42,28.42,+,0.05,28.42,1684,28.43,783,
00687C,國泰20年美債+櫃U,"25,000",3,"236,250",9.45,9.45,9.45,9.45,+,0.01,9.44,103,9.47,192,
00694B,富邦美債1-3,"286,276",40,"11,872,571",41.47,41.51,41.45,41.46,+,0.08,41.45,22,41.46,21,
00695B,富邦美債7-10,"354,694",40,"12,538,059",35.26,35.38,35.26,35.32,+,0.03,35.32,55,35.34,12,
00696B,富邦美債20年,"1,877,775",200,"55,393,341",29.47,29.54,29.47,29.48,+,0.05,29.48,305,29.50,24,
00697B,元大美債7-10,"511,498",182,"18,349,518",35.84,35.92,35.84,35.86,+,0.02,35.86,40,35.88,18,
00719B,元大美債1-3,"1,641,944",481,"50,747,359",30.89,30.97,30.88,30.90,+,0.05,30.90,44,30.91,139,
00720B,元大投資級公司債,"6,564,129","1,291","220,227,959",33.54,33.58,33.53,33.55,+,0.02,33.54,1426,33.55,18,
00722B,群益投資級電信債,"2,474,276",258,"90,703,454",36.65,36.70,36.63,36.65,-,0.0,36.65,33,36.66,97,
00723B,群益投資級科技債,"104,004",10,"3,258,585",31.38,31.38,31.32,31.32,+,0.01,31.32,1,31.33,20,
00724B,群益投資級金融債,"4,005,619",230,"138,252,981",34.52,34.57,34.49,34.49,+,0.01,34.49,63,34.50,1,
00725B,國泰投資級公司債,"4,699,894",955,"167,132,524",35.59,35.61,35.52,35.54,+,0.01,35.53,533,35.54,88,
00726B,國泰新興投等債,"926,998",181,"30,822,982",33.35,33.35,33.20,33.25,,,33.25,2,33.26,47,
00727B,國泰優選非投等債,"237,586",18,"9,467,963",39.90,39.90,39.80,39.85,+,0.06,39.80,7,39.83,62,
00734B,台新JPM新興債,"2,050,020",77,"32,407,799",15.83,15.83,15.77,15.79,-,0.01,15.79,19,15.81,20,
00740B,富邦全球投等債,"1,596,446",194,"62,872,066",39.41,39.41,39.36,39.37,+,0.03,39.36,7,39.37,69,
00741B,富邦全球非投等債,"165,074",20,"6,226,664",37.71,37.74,37.70,37.73,+,0.05,37.71,1,37.73,50,
00746B,富邦A級公司債,"140,782",88,"5,079,405",36.07,36.10,36.06,36.06,+,0.01,36.05,239,36.07,1,
00749B,凱基新興債10+,"100,000",4,"3,181,000",31.81,31.81,31.81,31.81,+,0.05,31.75,10,31.81,1,
00750B,凱基科技債10+,"100,000",4,"3,362,000",33.62,33.62,33.62,33.62,+,0.04,33.54,13,33.60,1,
00751B,元大AAA至A公司債,"6,436,096",984,"208,786,727",32.43,32.48,32.41,32.42,-,0.0,32.42,135,32.43,220,
00754B,群益AAA-AA公司債,"125,703",17,"4,340,930",34.55,34.56,34.51,34.51,-,0.0,34.51,19,34.52,1,
00755B,群益投資級公用債,"103,085",65,"3,463,607",33.67,33.67,33.60,33.60,+,0.03,33.60,1,33.62,10,
00756B,群益投等新興公債,"132,533",94,"4,255,564",32.10,32.15,32.10,32.10,+,0.01,32.10,3,32.11,1,
00758B,復華能源債,"100,000",2,"5,225,000",52.25,52.25,52.25,52.25,+,0.05,52.05,28,52.40,10,
00759B,復華製藥債,"100,000",4,"5,575,000",55.75,55.75,55.75,55.75,-,0.0,55.65,38,55.70,1,
00760B,復華新興企業債,"108,286",19,"5,993,796",55.35,55.40,55.30,55.30,-,0.0,55.30,6,55.35,1,
