證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
00411A,主動統一前沿科技,"30,415,234","2,487","309,775,901",10.10,10.25,10.10,10.22,+,0.09,10.22,297,10.23,100,
006201,元大富櫃50,"153,504","1,258","7,077,534",46.49,46.49,45.90,46.12,+,0.07,46.09,2,46.15,4,
00679B,元大美債20年,"9,934,962","2,173","254,587,707",25.63,25.65,25.60,25.64,-,0.05,25.63,1030,25.64,60,
00687B,國泰20年美債,"10,692,869","1,529","284,680,459",26.63,26.65,26.60,26.63,-,0.07,26.63,397,26.64,354,
00687C,國泰20年美債+櫃U,"29,800",4,"269,690",9.05,9.05,9.05,9.05,-,0.01,9.04,23,9.06,38,
00694B,富邦美債1-3,"475,212",38,"19,749,386",41.49,41.60,41.49,41.56,-,0.1,41.56,58,41.61,61,
00695B,富邦美債7-10,"235,135",34,"8,029,708",34.30,34.30,34.13,34.16,-,0.09,34.16,1,34.18,25,
00696B,富邦美債20年,"1,610,984",162,"44,986,758",27.91,27.94,27.90,27.93,-,0.06,27.93,14,27.94,16,
00697B,元大美債7-10,"278,719",272,"9,589,534",34.61,34.61,34.36,34.42,,,34.41,35,34.42,183,
00719B,元大美債1-3,"3,417,602",687,"105,702,019",30.98,30.98,30.90,30.96,-,0.02,30.95,154,30.96,152,
00720B,元大投資級公司債,"2,231,725",899,"71,260,979",31.95,31.96,31.90,31.94,-,0.05,31.94,859,31.95,135,
00722B,群益投資級電信債,"2,840,654",258,"97,231,926",34.28,34.28,34.16,34.23,-,0.14,34.23,9,34.24,28,
00723B,群益投資級科技債,"192,060",17,"5,642,260",29.40,29.40,29.36,29.39,-,0.08,29.37,50,29.38,1,
00724B,群益投資級金融債,"3,600,201",259,"117,174,931",32.59,32.59,32.52,32.57,-,0.02,32.57,23,32.58,12,
