證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"409,384",257,"13,939,647",33.65,34.33,33.65,33.97,-,0.03,33.95,2,33.99,1,
00679B,元大美債20年,"35,339,019","3,795","967,076,450",27.35,27.42,27.30,27.38,-,0.12,27.37,977,27.38,1294,
00687B,國泰20年美債,"49,931,985","3,014","1,417,105,077",28.38,28.45,28.30,28.42,-,0.16,28.42,290,28.43,451,
00687C,國泰20年美債+櫃U,"50,000",4,"469,000",9.38,9.38,9.38,9.38,-,0.1,9.38,105,9.39,104,
00694B,富邦美債1-3,"875,422",64,"36,907,560",42.10,42.21,42.10,42.21,+,0.09,42.18,22,42.21,48,
00695B,富邦美債7-10,"500,895",46,"18,023,631",36.02,36.02,35.94,36.02,-,0.09,35.99,1,36.02,44,
00696B,富邦美債20年,"6,454,742",218,"192,040,114",29.68,29.80,29.68,29.78,-,0.16,29.77,1,29.78,131,
00697B,元大美債7-10,"652,787",220,"23,845,904",36.56,36.58,36.49,36.55,-,0.14,36.54,5,36.55,4,
00719B,元大美債1-3,"3,158,996",433,"99,303,239",31.39,31.46,31.39,31.45,+,0.07,31.45,16,31.46,127,
00720B,元大投資級公司債,"3,769,813","1,163","125,168,438",33.17,33.24,33.17,33.21,-,0.15,33.21,475,33.22,4,
00722B,群益投資級電信債,"5,823,657",342,"212,635,680",36.48,36.53,36.42,36.51,-,0.16,36.50,1,36.51,17,
00723B,群益投資級科技債,"120,308",12,"3,742,778",31.11,31.12,31.10,31.10,-,0.17,31.08,58,31.09,1,
00724B,群益投資級金融債,"4,129,917",194,"140,775,339",34.12,34.13,34.04,34.11,-,0.12,34.11,25,34.12,136,
00725B,國泰投資級公司債,"5,097,438",744,"179,831,579",35.26,35.33,35.24,35.28,-,0.17,35.28,222,35.29,49,
00726B,國泰新興投等債,"275,414",39,"9,164,425",33.33,33.33,33.24,33.31,-,0.12,33.30,36,33.33,4,
00727B,國泰優選非投等債,"110,342",9,"4,413,604",40.00,40.00,39.99,40.00,+,0.1,39.99,24,40.01,6,
00734B,台新JPM新興債,"101,001",4,"1,602,895",15.88,15.88,15.87,15.87,-,0.01,15.86,1,15.88,33,
00740B,富邦全球投等債,"2,314,519",243,"89,543,843",38.69,38.73,38.65,38.72,-,0.18,38.71,56,38.72,156,
00741B,富邦全球非投等債,"192,048",21,"7,217,904",37.34,37.62,37.34,37.60,-,0.0,37.58,20,37.60,6,
00746B,富邦A級公司債,"1,483,506",92,"53,239,404",35.81,35.93,35.81,35.93,-,0.14,35.89,122,35.92,112,
00749B,凱基新興債10+,"111,000",6,"3,544,830",31.99,31.99,31.93,31.93,-,0.22,31.87,10,31.95,1,
00750B,凱基科技債10+,"100,000",2,"3,336,000",33.36,33.36,33.36,33.36,-,0.21,33.31,1,33.37,1,
00751B,元大AAA至A公司債,"5,831,887","1,220","187,405,794",32.16,32.17,32.07,32.14,-,0.11,32.14,128,32.15,21,
00754B,群益AAA-AA公司債,"121,001",8,"4,103,903",33.90,33.92,33.87,33.92,-,0.13,33.90,3,33.92,2,
00755B,群益投資級公用債,"103,000",7,"3,394,760",32.93,32.96,32.91,32.96,-,0.11,32.95,1,32.97,1,
00756B,群益投等新興公債,"163,298",126,"5,154,592",31.72,31.72,31.50,31.60,-,0.15,31.59,1,31.60,9,
00758B,復華能源債,"100,009",4,"5,135,460",51.35,51.35,51.35,51.35,-,0.45,51.30,1,51.45,10,
00759B,復華製藥債,"100,010",3,"5,465,550",54.65,54.65,54.65,54.65,-,0.35,54.55,95,54.70,1,
00760B,復華新興企業債,"123,944",26,"6,674,274",53.85,53.90,53.80,53.90,-,0.35,53.85,3,53.95,1,
00761B,國泰A級公司債,"111,925",83,"3,886,860",34.76,34.76,34.67,34.72,-,0.13,34.71,2,34.73,1,
00764B,群益25年美債,"6,779,323",220,"192,456,452",28.38,28.41,28.35,28.40,-,0.12,28.39,1328,28.40,129,
00768B,復華20年美債,"533,525",64,"27,540,755",51.75,51.75,51.55,51.65,-,0.25,51.60,8,51.65,2,
00772B,中信高評級公司債,"1,706,913",686,"57,733,726",33.80,33.87,33.77,33.84,-,0.13,33.83,33,33.84,20,
00773B,中信優先金融債,"556,982",186,"20,040,963",35.95,36.03,35.94,36.00,-,0.15,35.99,103,36.00,5,
00777B,凱基AAA至A公司債,"103,001",5,"3,379,412",32.81,32.81,32.79,32.79,-,0.15,32.71,10,32.82,1,
00778B,凱基金融債20+,"101,003",4,"3,487,633",34.53,34.53,34.53,34.53,-,0.14,34.44,10,34.54,1,
00779B,凱基美債25+,"762,966",27,"21,973,126",28.77,28.82,28.77,28.77,-,0.16,28.77,63,28.82,29,
00780B,國泰A級金融債,"104,006",8,"3,934,426",37.81,37.83,37.77,37.83,-,0.05,37.81,58,37.83,1,
00781B,國泰A級科技債,"120,561",19,"3,462,384",28.69,28.75,28.69,28.75,-,0.15,28.71,1,28.75,10,
00782B,國泰A級公用債,"134,107",16,"4,145,825",30.90,30.92,30.88,30.92,-,0.11,30.90,6,30.92,1,
00785B,富邦金融投等債,"120,059",11,"4,238,478",35.27,35.33,35.27,35.33,-,0.09,35.28,25,35.33,1,
00786B,元大10年IG銀行債,"29,050",13,"952,685",32.82,32.82,32.78,32.82,-,0.12,32.81,36,32.84,1,
00787B,元大10年IG醫療債,"10,126",15,"334,454",32.98,33.05,32.97,33.05,-,0.14,32.94,65,33.08,1,
00788B,元大10年IG電能債,"163,019",19,"4,919,504",30.25,30.25,30.17,30.17,-,0.14,30.17,14,30.21,1,
00789B,復華公司債A3,"108,370",9,"5,297,803",48.79,48.94,48.79,48.94,-,0.18,48.85,52,48.92,10,
00791B,復華信用債1-5,"100,000",2,"5,745,000",57.45,57.45,57.45,57.45,+,0.2,57.30,61,57.45,1,
00792B,群益A級公司債,"118,028",11,"3,743,937",31.73,31.73,31.71,31.72,-,0.13,31.68,2,31.73,1,
00793B,群益AAA-A醫療債,"107,003",11,"3,299,270",30.76,30.86,30.76,30.86,-,0.11,30.78,10,30.87,10,
00795B,中信美國公債20年,"7,706,341","1,604","212,539,969",27.59,27.62,27.55,27.61,-,0.12,27.60,26,27.61,550,
00799B,國泰A級醫療債,"268,580",42,"8,043,597",29.98,29.99,29.90,29.95,-,0.11,29.97,2,29.98,72,
00834B,第一金金融債10+,"100,001",3,"3,442,031",34.42,34.42,34.42,34.42,-,0.14,34.40,10,34.42,1,
00836B,永豐10年A公司債,"6,141",7,"179,008",29.16,29.16,29.14,29.14,-,0.11,29.08,2,29.14,1,
00840B,凱基IG精選15+,"110,001",4,"3,310,330",30.13,30.13,30.09,30.09,-,0.17,30.04,1,30.08,1,
00841B,凱基AAA-AA公司債,"100,000",2,"2,942,000",29.42,29.42,29.42,29.42,-,0.09,29.36,10,29.42,1,
00842B,台新美元銀行債,"111,007",14,"3,463,189",31.15,31.20,31.15,31.20,-,0.17,31.19,2,31.22,1,
00844B,新光15年IG金融債,"87,001",5,"2,757,011",31.69,31.69,31.68,31.69,-,0.16,31.67,20,31.70,1,
00845B,富邦新興投等債,"101,650",7,"3,417,062",33.27,33.62,33.27,33.62,-,0.1,33.53,25,33.58,1,
00846B,富邦歐洲銀行債,"101,022",7,"3,671,190",36.39,36.39,36.34,36.34,-,0.04,36.27,45,36.33,1,
00847B,中信美國市政債,"256,111",13,"6,686,667",26.13,26.13,26.10,26.11,-,0.17,26.10,1,26.12,1,
00848B,中信新興亞洲債,"353,005",17,"12,260,822",34.78,34.78,34.71,34.74,-,0.04,34.69,30,34.74,3,
00849B,中信EM主權債0-5,"205,830",11,"7,763,852",37.68,37.74,37.68,37.74,+,0.07,37.68,30,37.72,2,
00853B,統一美債10年Aa-A,"1,533,305",117,"42,563,952",27.77,27.77,27.73,27.76,-,0.15,27.74,56,27.76,10,
00856B,永豐1-3年美公債,"2,884",15,"110,632",38.26,38.26,38.25,38.25,-,0.01,38.17,57,38.25,5,
00857B,永豐20年美公債,"976,602",214,"23,350,830",23.92,23.93,23.88,23.92,-,0.1,23.91,158,23.92,130,
00858,永豐美國500大,"1,297,566","1,267","41,411,637",31.91,31.95,31.86,31.92,-,0.42,31.92,2,31.93,210,
00859B,群益0-1年美債,"3,025,452",130,"124,802,924",41.26,41.28,41.17,41.27,+,0.19,41.26,34,41.27,10,
00860B,群益1-5Y投資級債,"114,890",18,"4,412,617",38.39,38.42,38.38,38.42,+,0.03,38.40,3,38.44,10,
00862B,中信投資級公司債,"217,680",88,"6,872,810",31.65,31.65,31.55,31.61,-,0.13,31.60,2,31.62,82,
00863B,中信全球電信債,"208,108",14,"6,707,428",32.26,32.26,32.20,32.25,-,0.15,32.21,30,32.26,2,
00864B,中信美國公債0-1,"1,024,606",182,"47,776,106",46.72,46.72,46.58,46.67,+,0.21,46.67,3,46.68,15,
00867B,新光A-BBB電信債,"301,217",10,"9,485,371",31.51,31.51,31.49,31.49,-,0.2,31.49,1,31.51,3,
00870B,元大15年EM主權債,"3,103",5,"88,994",28.70,28.70,28.67,28.67,-,0.1,28.72,1,28.78,20,
00877,復華中國5G,"2,830,032",823,"80,729,995",28.31,28.70,28.29,28.46,+,0.35,28.45,1,28.46,191,
00883B,中信ESG投資級債,"230,968",64,"7,138,117",30.88,30.93,30.85,30.93,-,0.12,30.89,21,30.94,15,
00884B,中信低碳新興債,"205,015",8,"6,147,351",29.98,30.01,29.96,30.01,-,0.12,29.98,20,30.01,2,
00886,永豐美國科技,"26,940",19,"928,281",34.61,34.61,34.35,34.59,-,0.09,34.33,1,34.52,10,
00887,永豐中國科技50大,"5,117,498",769,"65,526,698",12.80,12.86,12.75,12.75,-,0.05,12.75,150,12.76,10,
00888,永豐台灣ESG,"1,385,614",863,"32,474,141",23.51,23.56,23.28,23.36,-,0.43,23.35,2,23.36,113,
00890B,凱基ESG BBB債15+,"300,002",5,"9,705,064",32.35,32.35,32.35,32.35,-,0.15,32.31,10,32.35,3,
00928,中信上櫃ESG 30,"675,295",378,"16,910,710",24.55,25.34,24.55,25.16,+,0.36,25.15,1,25.16,3,
00931B,統一美債20年,"1,670,722",370,"23,104,791",13.79,13.85,13.79,13.84,-,0.07,13.83,308,13.84,483,
00933B,國泰10Y+金融債,"9,649,672","2,500","155,349,199",16.07,16.12,16.06,16.11,-,0.05,16.11,9,16.12,1202,
00937B,群益ESG投等債20+,"41,422,351","8,249","613,990,759",14.84,14.84,14.80,14.82,-,0.07,14.82,2953,14.83,575,
00942B,台新美A公司債20+,"1,431,523",116,"20,555,271",14.39,14.39,14.33,14.36,-,0.07,14.36,1,14.37,256,
00948B,中信優息投資級債,"5,821,016","1,081","55,060,654",9.45,9.47,9.44,9.46,-,0.04,9.46,1410,9.47,3984,
00950B,凱基A級公司債,"6,411,783",996,"90,830,000",14.16,14.18,14.14,14.18,-,0.03,14.18,2096,14.19,1223,
00955,中信日本商社,"13,598,555","5,576","214,340,968",15.76,15.85,15.68,15.68,-,0.52,15.68,50,15.69,157,
00957B,兆豐US優選投等債,"892,294",207,"12,076,068",13.58,13.58,13.51,13.55,-,0.05,13.54,32,13.55,51,
00958B,永豐ESG銀行債15+,"1,296,122",72,"12,117,828",9.36,9.36,9.33,9.35,-,0.03,9.35,500,9.36,444,
00959B,大華投等美債15Y+,"1,798,279",193,"16,917,899",9.44,9.44,9.39,9.40,-,0.05,9.40,697,9.41,3,
00966B,統一ESG投等債15+,"1,540,188",78,"21,493,232",13.95,13.97,13.95,13.97,-,0.07,13.96,306,13.97,14,
00967B,元大優息美債,"347,815",56,"3,249,710",9.30,9.39,9.30,9.36,-,0.05,9.35,594,9.37,450,
00968B,元大優息投等債,"2,248,870",148,"20,950,113",9.33,9.33,9.31,9.33,-,0.03,9.32,12,9.33,1287,
00969B,元大零息超長美債,"1,164,549",53,"9,933,062",8.52,8.54,8.52,8.53,-,0.06,8.53,41,8.54,573,
00970B,新光BBB投等債20+,"923,149",163,"8,640,440",9.37,9.40,9.34,9.36,-,0.04,9.36,10,9.37,593,
009806,台新標普500,"610,043",33,"7,137,830",11.80,11.80,11.67,11.73,-,0.09,11.71,7,11.72,100,
009807,台新標普科技精選,"74,563",30,"933,732",12.46,12.54,12.46,12.51,-,0.2,12.50,154,12.54,158,
00980B,台新特選IG債10+,"631,170",29,"5,975,165",9.45,9.47,9.45,9.47,-,0.04,9.46,3,9.47,1,
00980D,主動聯博投等入息,"1,565,213",263,"32,037,796",20.50,20.50,20.45,20.48,-,0.05,20.47,527,20.48,21,
00980T,平衡凱基美國TOP,"822,335",190,"8,581,673",10.46,10.46,10.41,10.43,-,0.11,10.42,3,10.43,503,
009814,富邦標普500,"3,554,455","1,441","35,056,492",9.91,9.91,9.85,9.86,-,0.12,9.86,33,9.87,505,
009815,大華美國MAG7+,"10,207,900","3,922","96,848,223",9.49,9.50,9.47,9.49,-,0.13,9.48,1008,9.49,452,
