證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"285,401",183,"8,129,859",28.15,28.70,28.15,28.51,+,0.91,28.35,1,28.51,34,
00679B,元大美債20年,"59,147,380","5,495","1,613,319,699",27.29,27.31,27.21,27.30,+,0.14,27.30,595,27.31,1493,
00687B,國泰20年美債,"37,066,903","4,070","1,051,231,408",28.36,28.40,28.30,28.39,+,0.16,28.38,1056,28.39,93,
00687C,國泰20年美債+櫃U,"25,000",2,"234,500",9.38,9.38,9.38,9.38,+,0.06,9.37,100,9.38,102,
00694B,富邦美債1-3,"430,723",60,"17,955,249",41.70,41.72,41.64,41.72,+,0.01,41.71,9,41.72,47,
00695B,富邦美債7-10,"602,449",49,"21,379,048",35.44,35.51,35.44,35.51,+,0.09,35.49,40,35.51,3,
00696B,富邦美債20年,"4,234,623",279,"124,582,837",29.40,29.45,29.36,29.45,+,0.17,29.45,214,29.46,53,
00697B,元大美債7-10,"570,578",162,"20,537,632",35.96,36.02,35.95,36.00,+,0.04,36.00,51,36.01,2,
00719B,元大美債1-3,"2,772,526",795,"86,170,385",31.19,31.19,31.04,31.12,,,31.11,6,31.12,24,
00720B,元大投資級公司債,"17,072,542","1,785","573,496,666",33.62,33.65,33.54,33.63,,,33.63,93,33.64,23,
00722B,群益投資級電信債,"927,018",278,"34,045,752",36.72,36.78,36.68,36.78,+,0.32,36.77,2,36.78,19,
00723B,群益投資級科技債,"240,000",13,"7,549,250",31.44,31.48,31.43,31.46,+,0.23,31.47,56,31.48,1,
00724B,群益投資級金融債,"3,784,068",177,"130,748,356",34.53,34.60,34.50,34.59,+,0.2,34.58,51,34.60,22,
00725B,國泰投資級公司債,"14,631,455","1,528","521,213,967",35.56,35.70,35.56,35.70,+,0.36,35.69,43,35.70,126,
00726B,國泰新興投等債,"596,467",143,"20,191,785",33.84,33.89,33.81,33.87,+,0.09,33.86,1,33.87,59,
00727B,國泰優選非投等債,"135,460",11,"5,424,287",39.97,40.08,39.97,40.00,-,0.0,39.98,67,40.02,61,
00734B,台新JPM新興債,"16,030",5,"254,116",15.80,15.86,15.80,15.86,+,0.06,15.85,1,15.86,26,
00740B,富邦全球投等債,"4,615,147",242,"182,028,042",39.37,39.51,39.37,39.48,+,0.3,39.47,70,39.48,12,
00741B,富邦全球非投等債,"169,174",24,"6,408,236",37.91,37.94,37.83,37.89,+,0.06,37.84,59,37.89,1,
00746B,富邦A級公司債,"1,481,909",105,"53,600,494",36.16,36.21,36.12,36.21,+,0.27,36.20,1,36.21,9,
00749B,凱基新興債10+,"102,296",7,"3,257,031",31.83,31.84,31.83,31.84,+,0.1,31.84,10,31.88,1,
00750B,凱基科技債10+,"100,000",4,"3,371,000",33.71,33.71,33.71,33.71,+,0.2,33.69,12,33.79,1,
00751B,元大AAA至A公司債,"10,863,904","1,695","352,510,277",32.43,32.51,32.40,32.50,+,0.3,32.50,16,32.51,59,
00754B,群益AAA-AA公司債,"164,000",15,"5,678,570",34.36,34.65,34.36,34.65,+,0.29,34.57,20,34.65,1,
00755B,群益投資級公用債,"180,829",90,"6,090,035",33.66,33.72,33.62,33.72,+,0.27,33.73,1,33.76,1,
00756B,群益投等新興公債,"190,303",114,"6,119,837",32.14,32.18,32.11,32.18,+,0.22,32.12,20,32.18,12,
00758B,復華能源債,"100,000",2,"5,220,000",52.20,52.20,52.20,52.20,+,0.4,52.10,25,52.30,10,
00759B,復華製藥債,"100,000",4,"5,570,000",55.70,55.70,55.70,55.70,+,0.35,55.60,35,55.70,1,
00760B,復華新興企業債,"104,321",14,"5,789,711",55.45,55.50,55.45,55.50,+,0.2,55.45,5,55.55,1,
00761B,國泰A級公司債,"1,521,121",202,"53,853,052",35.42,35.48,35.36,35.48,+,0.3,35.45,104,35.49,5,
00764B,群益25年美債,"6,090,311",245,"172,695,186",28.35,28.39,28.30,28.39,+,0.17,28.39,149,28.40,17,
00768B,復華20年美債,"1,835,860",83,"95,212,547",51.85,51.90,51.75,51.90,+,0.35,51.90,24,51.95,23,
00772B,中信高評級公司債,"6,200,343","1,152","213,452,045",34.42,34.50,34.36,34.50,+,0.3,34.49,4,34.50,16,
00773B,中信優先金融債,"2,615,876",248,"96,235,908",36.73,36.86,36.73,36.82,+,0.22,36.82,77,36.86,105,
00777B,凱基AAA至A公司債,"103,000",7,"3,439,350",33.42,33.47,33.39,33.47,+,0.28,33.36,20,33.47,1,
00778B,凱基金融債20+,"115,000",12,"4,080,060",35.50,35.55,35.47,35.55,+,0.32,35.45,10,35.55,1,
00779B,凱基美債25+,"362,403",19,"10,394,259",28.74,28.74,28.67,28.72,+,0.15,28.72,44,28.73,1,
00780B,國泰A級金融債,"335,100",25,"12,784,927",38.11,38.18,38.11,38.18,+,0.11,38.14,57,38.19,3,
00781B,國泰A級科技債,"106,416",14,"3,144,199",29.37,29.55,29.37,29.55,+,0.18,29.54,3,29.57,127,
00782B,國泰A級公用債,"202,000",9,"6,287,050",31.08,31.16,31.08,31.16,+,0.17,31.15,20,31.16,1,
00785B,富邦金融投等債,"111,877",10,"3,992,043",35.68,35.71,35.68,35.71,+,0.2,35.72,1,35.74,1,
00786B,元大10年IG銀行債,"58,028",17,"1,948,271",33.37,33.66,33.37,33.62,+,0.16,33.58,37,33.60,1,
00787B,元大10年IG醫療債,"33,000",14,"1,092,680",33.12,33.16,33.05,33.05,+,0.15,33.05,55,33.08,1,
00788B,元大10年IG電能債,"14,000",7,"426,700",30.50,30.50,30.45,30.50,,,30.45,25,30.50,11,
00789B,復華公司債A3,"182,281",20,"9,010,411",49.42,49.50,49.41,49.50,+,0.5,49.46,11,49.51,5,
00791B,復華信用債1-5,"100,000",2,"5,690,000",56.90,56.90,56.90,56.90,-,0.0,56.75,10,56.90,1,
00792B,群益A級公司債,"124,171",64,"4,036,843",32.49,32.55,32.47,32.55,+,0.27,32.47,10,32.55,1,
00793B,群益AAA-A醫療債,"100,000",4,"3,141,000",31.41,31.41,31.41,31.41,+,0.22,31.40,10,31.46,1,
00795B,中信美國公債20年,"11,980,236","1,086","329,231,122",27.48,27.53,27.44,27.52,+,0.16,27.52,124,27.53,30,
00799B,國泰A級醫療債,"252,554",64,"7,733,287",30.65,30.65,30.59,30.63,+,0.17,30.62,12,30.63,2,
00834B,第一金金融債10+,"103,103",7,"3,595,053",34.81,34.87,34.81,34.87,,,34.84,20,34.86,1,
00836B,永豐10年A公司債,"260,000",25,"7,664,020",29.48,29.53,29.44,29.53,+,0.26,29.46,35,29.53,4,
00840B,凱基IG精選15+,"100,000",2,"3,069,000",30.69,30.69,30.69,30.69,+,0.16,30.68,11,30.73,1,
00841B,凱基AAA-AA公司債,"100,105",4,"3,000,259",29.97,29.97,29.97,29.97,+,0.19,29.96,11,30.00,1,
00842B,台新美元銀行債,"55,100",24,"1,741,668",31.62,31.62,31.59,31.61,+,0.05,31.64,1,31.66,20,
00844B,新光15年IG金融債,"103,000",5,"3,352,730",32.43,32.56,32.43,32.55,+,0.12,32.52,21,32.53,1,
00845B,富邦新興投等債,"111,000",4,"3,791,750",34.05,34.17,34.05,34.17,+,0.06,34.15,20,34.22,1,
00846B,富邦歐洲銀行債,"107,210",8,"3,942,032",36.64,36.81,36.64,36.77,+,0.03,36.78,1,36.81,10,
00847B,中信美國市政債,"502,208",18,"13,196,300",26.30,26.30,26.23,26.27,+,0.07,26.25,30,26.28,1,
00848B,中信新興亞洲債,"428,094",20,"14,848,353",34.68,34.70,34.65,34.65,+,0.06,34.64,55,34.67,4,
00849B,中信EM主權債0-5,"407,041",13,"15,183,450",37.26,37.35,37.26,37.29,-,0.04,37.24,35,37.33,30,
00853B,統一美債10年Aa-A,"900,207",90,"25,562,610",28.37,28.42,28.34,28.42,+,0.26,28.40,73,28.43,4,
00856B,永豐1-3年美公債,"2,000",2,"75,440",37.71,37.73,37.71,37.73,-,0.01,37.69,40,37.81,10,
00857B,永豐20年美公債,"3,294,620",517,"77,816,820",23.60,23.65,23.57,23.65,+,0.14,23.64,215,23.65,51,
00858,永豐美國500大,"986,616",731,"32,302,338",32.79,32.79,32.71,32.74,+,0.32,32.74,5,32.75,125,
00859B,群益0-1年美債,"2,851,096",84,"117,557,881",41.25,41.28,41.19,41.28,-,0.0,41.27,2,41.28,6,
00860B,群益1-5Y投資級債,"103,377",7,"3,982,978",38.54,38.54,38.50,38.52,-,0.0,38.46,10,38.56,10,
00862B,中信投資級公司債,"1,401,454",164,"45,400,764",32.27,32.45,32.27,32.45,+,0.3,32.43,26,32.45,4,
00863B,中信全球電信債,"431,000",18,"14,117,710",32.76,32.78,32.73,32.75,+,0.24,32.76,30,32.81,4,
00864B,中信美國公債0-1,"1,252,931",129,"58,299,278",46.54,46.57,46.51,46.56,+,0.02,46.54,4,46.56,114,
00867B,新光A-BBB電信債,"194,000",9,"6,189,890",31.94,31.94,31.88,31.90,+,0.22,31.88,20,31.89,1,
00870B,元大15年EM主權債,"2,311",7,"66,754",28.88,28.88,28.88,28.88,,,28.89,1,28.94,6,
00877,復華中國5G,"4,909,043",969,"133,085,218",27.36,27.36,26.93,27.21,+,0.25,27.21,16,27.22,7,
