證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"280,275",449,"12,994,815",47.52,47.88,45.00,45.19,-,2.35,45.10,1,45.19,31,
00679B,元大美債20年,"35,743,311","6,031","947,584,489",26.49,26.55,26.48,26.51,+,0.15,26.51,1895,26.52,820,
00687B,國泰20年美債,"31,981,725","5,345","890,238,039",27.84,27.87,27.81,27.84,+,0.14,27.83,2101,27.84,457,
00687C,國泰20年美債+櫃U,"25,000",2,"232,000",9.28,9.28,9.28,9.28,+,0.02,9.27,72,9.29,21,
00694B,富邦美債1-3,"259,546",44,"10,802,949",41.60,41.63,41.60,41.63,+,0.12,41.63,1,41.65,66,
00695B,富邦美債7-10,"359,465",40,"12,536,798",34.85,34.99,34.84,34.96,+,0.12,34.96,61,34.99,40,
00696B,富邦美債20年,"1,912,443",250,"55,269,817",28.87,28.94,28.87,28.90,+,0.14,28.89,439,28.90,2,
00697B,元大美債7-10,"612,527",208,"21,703,094",35.39,35.54,35.37,35.49,+,0.1,35.48,22,35.49,2,
00719B,元大美債1-3,"3,029,151",695,"93,623,560",30.85,30.93,30.85,30.92,+,0.08,30.92,2,30.93,146,
00720B,元大投資級公司債,"9,622,616","2,095","318,366,621",33.02,33.12,33.02,33.07,+,0.13,33.07,208,33.08,116,
00722B,群益投資級電信債,"4,970,883",362,"178,634,713",35.87,35.98,35.87,35.93,+,0.14,35.93,23,35.94,54,
00723B,群益投資級科技債,"127,056",14,"3,914,070",30.78,30.86,30.78,30.79,+,0.08,30.80,20,30.81,1,
00724B,群益投資級金融債,"3,989,242",212,"134,296,382",33.57,33.69,33.54,33.66,+,0.15,33.65,56,33.66,35,
00725B,國泰投資級公司債,"4,634,335",899,"162,894,781",35.09,35.18,35.08,35.14,+,0.12,35.14,205,35.15,35,
00726B,國泰新興投等債,"159,373",65,"5,216,687",32.65,32.79,32.65,32.74,+,0.12,32.73,36,32.77,3,
00727B,國泰優選非投等債,"109,504",9,"4,324,369",39.43,39.54,39.43,39.49,+,0.04,39.42,1,39.43,1,
00734B,台新JPM新興債,0,0,0,---,---,---, ---,,,15.71,20,15.72,1,
00740B,富邦全球投等債,"2,722,768",217,"105,214,649",38.50,38.69,38.50,38.63,+,0.13,38.63,132,38.64,4,
00741B,富邦全球非投等債,"123,523",19,"4,595,037",37.24,37.24,37.14,37.14,+,0.02,37.09,1,37.24,23,
00746B,富邦A級公司債,"154,744",86,"5,483,772",35.45,35.46,35.41,35.43,+,0.13,35.43,121,35.44,3,
00749B,凱基新興債10+,"103,000",4,"3,255,550",31.49,31.61,31.49,31.61,+,0.12,31.53,1,31.58,1,
00750B,凱基科技債10+,"100,000",2,"3,308,000",33.08,33.08,33.08,33.08,+,0.13,33.04,1,33.07,1,
00751B,元大AAA至A公司債,"6,773,359","1,445","215,243,982",31.72,31.82,31.72,31.77,+,0.14,31.77,221,31.78,44,
00754B,群益AAA-AA公司債,"101,224",11,"3,372,381",33.36,33.36,33.31,33.31,+,0.11,33.29,1,33.30,6,
00755B,群益投資級公用債,"104,315",84,"3,397,294",32.58,32.58,32.55,32.55,+,0.1,32.51,1,32.56,1,
00756B,群益投等新興公債,"151,552",30,"4,744,434",31.26,31.34,31.26,31.29,+,0.09,31.27,20,31.30,1,
00758B,復華能源債,"200,000",4,"10,300,000",51.50,51.50,51.50,51.50,+,0.3,51.35,46,51.65,11,
00759B,復華製藥債,"200,000",4,"10,890,000",54.45,54.45,54.45,54.45,+,0.35,54.35,25,54.40,2,
00760B,復華新興企業債,"211,771",21,"11,318,220",53.35,53.45,53.30,53.35,+,0.15,53.35,6,53.45,3,
00761B,國泰A級公司債,"450,922",117,"15,492,621",34.34,34.39,34.32,34.34,+,0.13,34.34,99,34.35,37,
00764B,群益25年美債,"8,091,135",240,"224,801,937",27.73,27.84,27.73,27.79,+,0.12,27.79,259,27.80,20,
00768B,復華20年美債,"115,522",45,"5,740,032",49.67,49.75,49.66,49.68,+,0.22,49.67,757,49.68,2,
00772B,中信高評級公司債,"3,645,559",689,"122,487,142",33.56,33.62,33.56,33.60,+,0.12,33.59,109,33.60,6,
00773B,中信優先金融債,"965,234",216,"34,531,873",35.72,35.82,35.72,35.78,+,0.16,35.76,102,35.78,1,
