證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"150,928",145,"4,003,251",26.52,26.60,26.36,26.47,+,0.24,26.45,1,26.48,1,
00679B,元大美債20年,"32,869,924","5,755","893,517,934",27.18,27.21,27.15,27.15,+,0.06,27.15,2350,27.16,24,
00687B,國泰20年美債,"44,086,451","5,009","1,244,601,310",28.23,28.27,28.20,28.21,+,0.06,28.20,2025,28.21,257,
00687C,國泰20年美債+櫃U,"25,200",3,"236,376",9.38,9.38,9.38,9.38,+,0.03,9.37,106,9.38,106,
00694B,富邦美債1-3,"369,960",60,"15,468,573",41.81,41.85,41.78,41.79,+,0.02,41.78,11,41.79,7,
00695B,富邦美債7-10,"470,078",45,"16,827,489",35.83,35.83,35.78,35.79,+,0.05,35.79,4,35.80,25,
00696B,富邦美債20年,"4,244,791",229,"125,489,183",29.54,29.61,29.53,29.55,+,0.11,29.54,114,29.55,319,
00697B,元大美債7-10,"530,979",173,"19,181,167",36.23,36.23,36.10,36.11,+,0.07,36.11,5,36.12,274,
00719B,元大美債1-3,"2,579,227",552,"80,614,595",31.30,31.32,31.24,31.25,-,0.0,31.24,105,31.25,10,
00720B,元大投資級公司債,"5,441,781","1,329","183,310,049",33.66,33.72,33.65,33.66,+,0.12,33.65,338,33.66,179,
00722B,群益投資級電信債,"3,838,413",344,"141,567,412",36.91,36.95,36.85,36.89,+,0.16,36.89,24,36.90,54,
00723B,群益投資級科技債,"130,401",18,"4,127,173",31.66,31.69,31.64,31.64,+,0.12,31.61,52,31.63,1,
00724B,群益投資級金融債,"3,635,254",208,"126,616,034",34.80,34.89,34.80,34.82,+,0.11,34.81,1,34.82,10,
00725B,國泰投資級公司債,"5,796,757","1,058","207,332,921",35.73,35.80,35.72,35.73,+,0.09,35.73,33,35.74,167,
00726B,國泰新興投等債,"166,769",116,"5,629,346",33.75,33.77,33.75,33.76,+,0.02,33.75,3,33.76,23,
00727B,國泰優選非投等債,"124,940",15,"5,044,045",40.34,40.41,40.34,40.34,-,0.03,40.28,60,40.33,61,
00734B,台新JPM新興債,"100,000",2,"1,590,000",15.90,15.90,15.90,15.90,-,0.0,15.90,1,15.92,20,
00740B,富邦全球投等債,"4,004,765",235,"157,320,800",39.17,39.34,39.17,39.27,+,0.1,39.26,14,39.27,86,
00741B,富邦全球非投等債,"224,169",21,"8,484,785",37.88,37.91,37.81,37.81,+,0.01,37.81,3,37.83,2,
00746B,富邦A級公司債,"811,829",84,"29,542,211",36.40,36.41,36.35,36.36,+,0.12,36.36,11,36.38,90,
00749B,凱基新興債10+,"120,000",5,"3,868,700",32.25,32.25,32.22,32.24,+,0.01,32.22,15,32.24,1,
00750B,凱基科技債10+,"101,000",5,"3,420,820",33.87,33.87,33.82,33.82,+,0.05,33.82,10,33.86,1,
00751B,元大AAA至A公司債,"6,971,418","1,496","224,064,811",32.11,32.19,32.10,32.12,+,0.13,32.11,224,32.12,28,
00754B,群益AAA-AA公司債,"115,000",7,"3,947,300",34.35,34.36,34.31,34.31,+,0.12,34.30,1,34.35,15,
00755B,群益投資級公用債,"123,285",110,"4,102,623",33.30,33.34,33.27,33.27,+,0.11,33.27,1,33.28,1,
00756B,群益投等新興公債,"172,547",122,"5,524,148",32.00,32.04,32.00,32.01,+,0.05,32.00,1,32.01,1,
00758B,復華能源債,"100,000",2,"5,160,000",51.60,51.60,51.60,51.60,+,0.15,51.40,45,51.60,10,
00759B,復華製藥債,"101,213",6,"5,601,896",55.35,55.35,55.15,55.15,-,0.05,55.15,29,55.20,1,
00760B,復華新興企業債,"106,838",17,"5,918,647",55.30,55.45,55.30,55.45,+,0.15,55.30,5,55.35,1,
00761B,國泰A級公司債,"261,960",90,"9,207,448",35.13,35.18,35.10,35.11,+,0.1,35.11,118,35.13,60,
00764B,群益25年美債,"3,890,043",248,"109,788,796",28.23,28.26,28.20,28.20,+,0.08,28.20,527,28.21,2,
00768B,復華20年美債,"1,143,249",90,"59,005,897",51.65,51.65,51.55,51.60,+,0.1,51.55,589,51.60,10,
00772B,中信高評級公司債,"2,053,486",516,"70,382,026",34.21,34.31,34.21,34.24,+,0.09,34.24,81,34.25,56,
00773B,中信優先金融債,"1,964,693",216,"72,234,780",36.69,36.81,36.69,36.74,+,0.1,36.73,110,36.74,1,
00777B,凱基AAA至A公司債,"102,052",5,"3,393,280",33.28,33.28,33.25,33.25,+,0.12,33.25,2,33.26,1,
00778B,凱基金融債20+,"101,000",5,"3,571,390",35.39,35.39,35.36,35.36,+,0.14,35.30,14,35.37,1,
00779B,凱基美債25+,"300,990",12,"8,596,136",28.56,28.56,28.56,28.56,+,0.09,28.54,50,28.59,50,
00780B,國泰A級金融債,"107,000",6,"4,078,960",38.18,38.18,38.12,38.12,+,0.07,38.07,119,38.10,1,
00781B,國泰A級科技債,"142,235",15,"4,170,165",29.21,29.33,29.21,29.32,+,0.09,29.33,71,29.35,1,
00782B,國泰A級公用債,"151,686",30,"4,760,784",31.35,31.43,31.35,31.38,+,0.08,31.38,1,31.39,33,
00785B,富邦金融投等債,"101,140",8,"3,640,007",35.99,35.99,35.97,35.97,+,0.09,35.96,20,35.98,1,
00786B,元大10年IG銀行債,"262,000",41,"8,769,240",33.27,33.57,33.27,33.43,+,0.16,33.41,30,33.44,2,
00787B,元大10年IG醫療債,"56,051",13,"1,843,154",32.89,33.00,32.83,32.83,+,0.04,32.82,1,32.84,1,
00788B,元大10年IG電能債,"180,700",22,"5,517,277",30.47,30.56,30.47,30.48,+,0.11,30.46,25,30.49,6,
00789B,復華公司債A3,"110,028",6,"5,451,087",49.54,49.57,49.54,49.57,+,0.17,49.46,5,49.50,1,
00791B,復華信用債1-5,"100,000",4,"5,720,000",57.20,57.20,57.20,57.20,-,0.05,57.05,10,57.10,1,
