證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"316,905",334,"13,950,822",43.36,44.55,43.36,43.85,+,1.25,43.61,1,43.68,2,
00679B,元大美債20年,"10,575,222","2,127","279,978,012",26.46,26.50,26.45,26.49,+,0.08,26.48,995,26.49,172,
00687B,國泰20年美債,"8,404,720","1,329","231,601,114",27.54,27.58,27.53,27.57,+,0.08,27.56,949,27.57,9,
00687C,國泰20年美債+櫃U,"25,000",2,"227,750",9.11,9.11,9.11,9.11,+,0.03,9.10,26,9.13,20,
00694B,富邦美債1-3,"164,183",42,"6,950,182",42.32,42.39,42.30,42.34,+,0.05,42.33,3,42.34,2,
00695B,富邦美債7-10,"94,801",41,"3,347,564",35.27,35.35,35.27,35.32,+,0.09,35.31,6,35.32,40,
00696B,富邦美債20年,"1,777,570",169,"50,738,419",28.58,28.58,28.50,28.57,+,0.11,28.54,316,28.57,302,
00697B,元大美債7-10,"190,598",138,"6,840,044",35.85,35.97,35.85,35.87,+,0.05,35.86,64,35.87,4,
00719B,元大美債1-3,"1,950,194",884,"61,418,723",31.48,31.52,31.47,31.48,+,0.03,31.48,55,31.49,44,
00720B,元大投資級公司債,"3,449,318",984,"111,784,901",32.37,32.43,32.37,32.43,+,0.07,32.42,30,32.43,103,
00722B,群益投資級電信債,"4,022,295",273,"139,707,037",34.69,34.76,34.69,34.75,+,0.06,34.75,34,34.76,3,
00723B,群益投資級科技債,"129,612",15,"3,877,145",29.85,29.93,29.85,29.92,+,0.07,29.90,52,29.92,1,
00724B,群益投資級金融債,"4,002,292",223,"133,816,200",33.43,33.45,33.41,33.45,+,0.07,33.43,45,33.45,79,
00725B,國泰投資級公司債,"2,036,179",675,"70,347,611",34.49,34.57,34.49,34.56,+,0.07,34.55,252,34.56,9,
00726B,國泰新興投等債,"126,355",82,"4,122,178",32.63,32.66,32.61,32.62,+,0.07,32.62,1,32.65,61,
00727B,國泰優選非投等債,"121,112",20,"4,816,975",39.79,39.80,39.72,39.72,-,0.03,39.69,23,39.74,1,
00734B,台新JPM新興債,"317,000",3,"4,977,240",15.72,15.72,15.70,15.70,+,0.02,15.70,3,15.72,3,
00740B,富邦全球投等債,"1,655,706",136,"63,144,746",38.08,38.17,38.06,38.15,+,0.08,38.14,173,38.15,73,
00741B,富邦全球非投等債,"107,738",16,"4,083,608",37.64,37.92,37.64,37.90,+,0.04,37.88,1,37.92,18,
00746B,富邦A級公司債,"136,328",68,"4,783,342",35.10,35.10,35.08,35.10,+,0.09,35.11,1,35.12,203,
00749B,凱基新興債10+,"104,000",4,"3,256,040",31.26,31.31,31.26,31.31,+,0.07,31.30,1,31.31,1,
00750B,凱基科技債10+,"135,000",6,"4,354,800",32.28,32.28,32.25,32.25,+,0.04,32.18,10,32.27,1,
00751B,元大AAA至A公司債,"3,194,945",897,"98,929,213",31.00,31.00,30.94,30.96,+,0.04,30.96,275,30.97,116,
00754B,群益AAA-AA公司債,"181,070",22,"5,877,721",32.50,32.50,32.45,32.48,+,0.05,32.00,3,34.20,3,
00755B,群益投資級公用債,"100,970",70,"3,296,021",32.64,32.65,32.64,32.65,+,0.11,32.64,1,32.67,25,
00756B,群益投等新興公債,"148,966",97,"4,681,956",31.36,31.45,31.36,31.45,+,0.1,31.43,27,31.45,6,
00758B,復華能源債,"101,025",4,"5,202,636",51.35,51.50,51.35,51.50,+,0.25,51.35,1,51.55,20,
00759B,復華製藥債,"100,000",2,"5,430,000",54.30,54.30,54.30,54.30,+,0.2,54.15,5,54.25,1,
00760B,復華新興企業債,"103,371",11,"5,561,312",53.75,53.80,53.75,53.80,+,0.2,53.65,15,53.75,1,
00761B,國泰A級公司債,"238,491",109,"8,133,670",34.07,34.13,34.07,34.12,+,0.09,34.11,104,34.12,2,
00764B,群益25年美債,"8,239,400",183,"226,300,474",27.43,27.48,27.41,27.48,+,0.09,27.47,31,27.48,4,
00768B,復華20年美債,"1,421,210",91,"70,470,839",49.60,49.63,49.56,49.63,+,0.15,49.62,12,49.63,55,
00772B,中信高評級公司債,"1,500,857",516,"49,849,206",33.17,33.24,33.17,33.22,+,0.06,33.22,146,33.23,10,
00773B,中信優先金融債,"301,300",175,"10,741,208",35.60,35.70,35.60,35.67,+,0.07,35.66,104,35.68,4,
00777B,凱基AAA至A公司債,"110,333",6,"3,518,639",31.90,31.90,31.89,31.89,+,0.05,31.85,1,31.98,8,
00778B,凱基金融債20+,"100,000",2,"3,405,000",34.05,34.05,34.05,34.05,+,0.14,34.01,10,34.07,1,
00779B,凱基美債25+,"345,000",15,"9,580,040",27.74,27.80,27.74,27.75,+,0.06,27.72,50,27.78,3,
00780B,國泰A級金融債,"110,384",18,"4,151,572",37.60,37.61,37.59,37.61,+,0.01,37.61,53,37.63,1,
00781B,國泰A級科技債,"229,370",26,"6,336,667",27.64,27.66,27.61,27.66,+,0.01,27.64,30,27.66,46,
00782B,國泰A級公用債,"166,040",12,"4,964,174",29.84,29.90,29.83,29.90,+,0.07,29.90,10,29.92,1,
00785B,富邦金融投等債,"76,000",7,"2,642,330",34.56,34.78,34.56,34.78,+,0.15,34.74,50,34.78,1,
00786B,元大10年IG銀行債,"30,412",18,"996,262",32.77,32.78,32.75,32.78,+,0.14,32.74,50,32.80,4,
00787B,元大10年IG醫療債,"37,520",17,"1,209,017",32.24,32.24,32.21,32.21,+,0.01,32.18,2,32.23,1,
00788B,元大10年IG電能債,"36,000",21,"1,067,250",29.62,29.66,29.62,29.65,+,0.07,29.63,24,29.65,6,
00789B,復華公司債A3,"101,000",3,"4,738,920",46.92,46.92,46.92,46.92,+,0.11,46.88,5,46.91,1,
