證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"323,385",237,"10,029,053",31.65,32.11,30.45,30.45,-,0.96,30.45,32,30.48,6,
00679B,元大美債20年,"42,284,910","5,715","1,177,198,865",27.84,27.89,27.80,27.81,-,0.19,27.81,870,27.82,329,
00687B,國泰20年美債,"71,797,086","5,023","2,097,614,670",29.25,29.26,29.17,29.20,-,0.17,29.20,76,29.21,65,
00687C,國泰20年美債+櫃U,400,3,"3,868",9.67,9.67,9.67,9.67,-,0.07,9.66,106,9.67,108,
00694B,富邦美債1-3,"470,444",84,"19,691,330",41.84,41.92,41.79,41.89,+,0.04,41.89,21,41.92,40,
00695B,富邦美債7-10,"460,939",50,"16,640,972",36.00,36.15,36.00,36.11,-,0.15,36.11,39,36.13,4,
00696B,富邦美債20年,"5,393,986",357,"163,489,324",30.40,30.40,30.27,30.30,-,0.2,30.30,309,30.31,68,
00697B,元大美債7-10,"683,348",290,"25,079,928",36.68,36.74,36.62,36.73,-,0.08,36.73,36,36.74,9,
00719B,元大美債1-3,"4,602,197",687,"143,467,217",31.15,31.22,31.12,31.21,+,0.04,31.20,24,31.21,52,
00720B,元大投資級公司債,"9,910,196","1,516","334,352,439",33.79,33.79,33.70,33.73,-,0.07,33.73,303,33.74,898,
00722B,群益投資級電信債,"4,431,805",407,"164,590,270",37.15,37.17,37.09,37.11,-,0.03,37.11,50,37.12,1,
00723B,群益投資級科技債,"102,398",9,"3,234,228",31.58,31.59,31.57,31.59,+,0.03,31.55,73,31.56,1,
00724B,群益投資級金融債,"5,565,817",253,"192,894,559",34.52,34.70,34.52,34.66,-,0.08,34.65,22,34.66,1,
00725B,國泰投資級公司債,"6,491,862","1,214","232,245,934",35.78,35.82,35.70,35.77,-,0.03,35.76,11,35.77,11,
00726B,國泰新興投等債,"399,566",118,"13,487,352",33.70,33.78,33.69,33.75,-,0.1,33.76,3,33.77,31,
00727B,國泰優選非投等債,"131,232",10,"5,219,352",39.60,39.81,39.60,39.78,+,0.12,39.75,66,39.79,1,
