證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
006201,元大富櫃50,"657,099",330,"23,948,627",37.00,37.00,35.98,35.98,-,0.02,35.98,32,36.05,6,
00679B,元大美債20年,"23,374,262","2,661","638,080,658",27.23,27.35,27.23,27.35,-,0.05,27.34,24,27.35,1653,
00687B,國泰20年美債,"14,872,132","1,787","421,994,652",28.36,28.42,28.32,28.41,-,0.09,28.40,9,28.41,3,
00687C,國泰20年美債+櫃U,"25,200",3,"237,382",9.42,9.42,9.41,9.41,-,0.05,9.41,103,9.43,20,
00694B,富邦美債1-3,"70,423",17,"2,962,953",41.94,42.08,41.94,42.08,+,0.04,42.08,30,42.10,20,
00695B,富邦美債7-10,"145,107",19,"5,201,112",35.78,35.88,35.78,35.86,-,0.05,35.86,20,35.89,40,
00696B,富邦美債20年,"2,332,990",188,"69,312,212",29.68,29.74,29.66,29.72,-,0.13,29.72,310,29.73,3,
00697B,元大美債7-10,"292,275",163,"10,553,707",36.17,36.17,36.07,36.11,-,0.07,36.11,17,36.12,31,
00719B,元大美債1-3,"1,254,292",362,"39,348,686",31.35,31.40,31.35,31.37,+,0.02,31.37,73,31.38,27,
00720B,元大投資級公司債,"2,735,258",977,"92,046,711",33.70,33.70,33.62,33.66,-,0.14,33.66,442,33.67,21,
00722B,群益投資級電信債,"5,989,000",226,"220,722,842",36.83,36.86,36.82,36.85,-,0.19,36.85,6,36.86,59,
00723B,群益投資級科技債,"114,206",11,"3,592,537",31.42,31.47,31.42,31.46,-,0.13,31.45,51,31.46,1,
00724B,群益投資級金融債,"3,386,351",175,"116,280,744",34.34,34.35,34.29,34.33,-,0.14,34.33,61,34.34,5,
00725B,國泰投資級公司債,"6,936,435",627,"247,615,117",35.68,35.75,35.68,35.75,-,0.12,35.74,235,35.75,93,
00726B,國泰新興投等債,"175,555",28,"5,848,112",33.21,33.34,33.21,33.34,-,0.0,33.33,4,33.34,2,
